names,urls
Julian Weigl,/en/players/346d51d9/Julian-Weigl
Timon Weiner,/en/players/1fb2d1b0/Timon-Weiner
Nelson Weiper,/en/players/231c67ff/Nelson-Weiper
Mitchell Weiser,/en/players/30c220c3/Mitchell-Weiser
Noah Weißhaupt,/en/players/dd676a97/Noah-Weisshaupt
Noah Weißhaupt,/en/players/dd676a97/Noah-Weisshaupt
Silvan Widmer,/en/players/f68b64fc/Silvan-Widmer
Patrick Wimmer,/en/players/cb11b429/Patrick-Wimmer
Jonas Wind,/en/players/2077ae86/Jonas-Wind
Florian Wirtz,/en/players/e7fcf289/Florian-Wirtz
Dani de Wit,/en/players/48a2b92a/Dani-de-Wit
Maximilian Wittek,/en/players/edb2712b/Maximilian-Wittek
Marius Wolf,/en/players/fa661778/Marius-Wolf
Nick Woltemade,/en/players/7ca196eb/Nick-Woltemade
Jeong Woo-yeong,/en/players/6190474d/Jeong-Woo-yeong
Granit Xhaka,/en/players/e61b8aee/Granit-Xhaka
Erencan Yardimci,/en/players/b7481dc0/Erencan-Yardimci
Dan-Axel Zagadou,/en/players/a4effc55/Dan-Axel-Zagadou
David Zec,/en/players/050cd03c/David-Zec
Robin Zentner,/en/players/5c4bf6ba/Robin-Zentner
Cedric Zesiger,/en/players/2bab583c/Cedric-Zesiger
Cedric Zesiger,/en/players/2bab583c/Cedric-Zesiger
Michael Zetterer,/en/players/9b688ae1/Michael-Zetterer
Budu Zivzivadze,/en/players/e3a72b89/Budu-Zivzivadze
James Abankwah,/en/players/4b7a9fcc/James-Abankwah
Saud Abdulhamid,/en/players/caa254e4/Saud-Abdulhamid
Oliver Abildgaard,/en/players/8f5cdf66/Oliver-Abildgaard
Tammy Abraham,/en/players/f586779e/Tammy-Abraham
Tammy Abraham,/en/players/f586779e/Tammy-Abraham
Federico Accornero,/en/players/83763653/Federico-Accornero
Francesco Acerbi,/en/players/b96b595c/Francesco-Acerbi
Che Adams,/en/players/f2bf1b0f/Che-Adams
Yacine Adli,/en/players/26777636/Yacine-Adli
Vasilije Adžić,/en/players/8b0f9fb8/Vasilije-Adzic
Michel Aebischer,/en/players/f9c927de/Michel-Aebischer
Honest Ahanor,/en/players/42ff58c3/Honest-Ahanor
Junior Ajayi,/en/players/cab600a8/Junior-Ajayi
Jean-Daniel Akpa-Akpro,/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro
David Akpan Ankeye,/en/players/8c4b95af/David-Akpan-Ankeye
Faride Alidou,/en/players/00f518d8/Faride-Alidou
Pontus Almqvist,/en/players/0917188a/Pontus-Almqvist
Giorgio Altare,/en/players/aa5322d5/Giorgio-Altare
Sofyan Amrabat,/en/players/5a2cb25d/Sofyan-Amrabat
Angeliño,/en/players/30941e96/Angelino
Lorenzo Anghelè,/en/players/b2f3d550/Lorenzo-Anghele
Faustino Anjorin,/en/players/b105919e/Faustino-Anjorin
Marko Arnautović,/en/players/00459419/Marko-Arnautovic
Kristjan Asllani,/en/players/0fdcef0e/Kristjan-Asllani
Arthur Atta,/en/players/d3ddf88b/Arthur-Atta
Emil Audero,/en/players/649b01d8/Emil-Audero
Tommaso Augello,/en/players/3cd3b384/Tommaso-Augello
Carlos Augusto,/en/players/8d3cd59d/Carlos-Augusto
Yann Aurel Bisseck,/en/players/3963c25b/Yann-Aurel-Bisseck
Paulo Azzi,/en/players/967ac202/Paulo-Azzi
Oussama El Azzouzi,/en/players/85f476cc/Oussama-El-Azzouzi
Jacopo Bacci,/en/players/9ce30308/Jacopo-Bacci
Milan Badelj,/en/players/e8c930bb/Milan-Badelj
Mitchel Bakker,/en/players/a8567629/Mitchel-Bakker
Tommaso Baldanzi,/en/players/102e2599/Tommaso-Baldanzi
Keita Baldé,/en/players/509a4ccb/Keita-Balde
Botond Balogh,/en/players/348bafd4/Botond-Balogh
Mario Balotelli,/en/players/8ff07990/Mario-Balotelli
Lameck Banda,/en/players/8a6de8c7/Lameck-Banda
Daniel Bandeira,/en/players/56fca564/Daniel-Bandeira
Mattia Bani,/en/players/0821331c/Mattia-Bani
Antonín Barák,/en/players/01efac19/Antonin-Barak
Federico Barba,/en/players/c010b898/Federico-Barba
Nicolò Barella,/en/players/6928979a/Nicolo-Barella
Davide Bartesaghi,/en/players/7e0b6c50/Davide-Bartesaghi
Federico Baschirotto,/en/players/5a08ee41/Federico-Baschirotto
Daniele Baselli,/en/players/ea06dd97/Daniele-Baselli
Alessandro Bastoni,/en/players/75b86fb3/Alessandro-Bastoni
Reda Belahyane,/en/players/705a1642/Reda-Belahyane
Reda Belahyane,/en/players/705a1642/Reda-Belahyane
Raoul Bellanova,/en/players/e3756e72/Raoul-Bellanova
Raoul Bellanova,/en/players/e3756e72/Raoul-Bellanova
Andrea Belotti,/en/players/d705ba44/Andrea-Belotti
Lucas Beltrán,/en/players/482d2bc3/Lucas-Beltran
Adrian Benedyczak,/en/players/3f448184/Adrian-Benedyczak
Ismaël Bennacer,/en/players/db092d3b/Ismael-Bennacer
Medon Berisha,/en/players/9d376bef/Medon-Berisha
Adrian Bernabe,/en/players/548672b4/Adrian-Bernabe
Antoine Bernede,/en/players/07a821e4/Antoine-Bernede
Sam Beukema,/en/players/de13cee5/Sam-Beukema
Alessandro Bianco,/en/players/d65cf468/Alessandro-Bianco
Alessandro Bianco,/en/players/d65cf468/Alessandro-Bianco
Jaka Bijol,/en/players/6fdac234/Jaka-Bijol
Philip Billing,/en/players/d328a254/Philip-Billing
Cristiano Biraghi,/en/players/9e1577aa/Cristiano-Biraghi
Cristiano Biraghi,/en/players/9e1577aa/Cristiano-Biraghi
Samuele Birindelli,/en/players/204ac005/Samuele-Birindelli
Bjarki Bjarkason,/en/players/f1d25de7/Bjarki-Bjarkason
Emil Bohinen,/en/players/c83c203f/Emil-Bohinen
Warren Bondo,/en/players/0def2376/Warren-Bondo
Kevin Bonifazi,/en/players/fb77bfef/Kevin-Bonifazi
Ange-Yoan Bonny,/en/players/64629ba4/Ange-Yoan-Bonny
Edoardo Bove,/en/players/ae94a6c5/Edoardo-Bove
Domagoj Bradarić,/en/players/8bbe2df5/Domagoj-Bradaric
Matthias Braunöder,/en/players/bce728e1/Matthias-Braunoder
Iker Bravo,/en/players/db8c8860/Iker-Bravo
Gleison Bremer,/en/players/5fd5ed86/Gleison-Bremer
Brenner,/en/players/279508bf/Brenner
Marco Brescianini,/en/players/dfd56738/Marco-Brescianini
Arvid Brorsson,/en/players/9f2989f4/Arvid-Brorsson
Tajon Buchanan,/en/players/3aca6420/Tajon-Buchanan
Alessandro Buongiorno,/en/players/4ae67f27/Alessandro-Buongiorno
Rareș-Cătălin Burnete,/en/players/7c4b4e36/Rares-Catalin-Burnete
Gianluca Busio,/en/players/4a0b7f07/Gianluca-Busio
Jean Butez,/en/players/7f40333d/Jean-Butez
Liberato Cacace,/en/players/dd86e8e4/Liberato-Cacace
Davide Calabria,/en/players/2146785a/Davide-Calabria
Davide Calabria,/en/players/2146785a/Davide-Calabria
Luca Caldirola,/en/players/226008f1/Luca-Caldirola
Hakan Çalhanoğlu,/en/players/cd0fa27b/Hakan-Calhanoglu
Drissa Camara,/en/players/543d9d2b/Drissa-Camara
Francesco Camarda,/en/players/1956a64b/Francesco-Camarda
Nicolò Cambiaghi,/en/players/91ff775f/Nicolo-Cambiaghi
Andrea Cambiaso,/en/players/247ed022/Andrea-Cambiaso
Thomas Campaniello,/en/players/cb88e494/Thomas-Campaniello
Matteo Cancellieri,/en/players/b6a1cdf9/Matteo-Cancellieri
Fali Candé,/en/players/3cc4bb19/Fali-Cande
Antonio Candela,/en/players/d4307c52/Antonio-Candela
Gianluca Caprari,/en/players/54e53b7e/Gianluca-Caprari
Elia Caprile,/en/players/97d7afbd/Elia-Caprile
Elia Caprile,/en/players/97d7afbd/Elia-Caprile
Francesco Caputo,/en/players/5bd72174/Francesco-Caputo
Maxence Caqueret,/en/players/f81ef10d/Maxence-Caqueret
Andrea Carboni,/en/players/f7e2af2c/Andrea-Carboni
Franco Carboni,/en/players/b033f803/Franco-Carboni
Marco Carnesecchi,/en/players/8ec56e62/Marco-Carnesecchi
Cesare Casadei,/en/players/fb920f3a/Cesare-Casadei
Nicolò Casale,/en/players/3f5f38fb/Nicolo-Casale
Nicolò Casale,/en/players/3f5f38fb/Nicolo-Casale
Federico Cassa,/en/players/5f209d47/Federico-Cassa
Valentín Castellanos,/en/players/da76bab4/Valentin-Castellanos
Santiago Castro,/en/players/ee5565ae/Santiago-Castro
Gaetano Castrovilli,/en/players/0728bebe/Gaetano-Castrovilli
Gaetano Castrovilli,/en/players/0728bebe/Gaetano-Castrovilli
Danilo Cataldi,/en/players/ba3d3bea/Danilo-Cataldi
Zeki Çelik,/en/players/31a62dc7/Zeki-Celik
Alberto Cerri,/en/players/1079c685/Alberto-Cerri
Gabriel Charpentier,/en/players/c52bea9e/Gabriel-Charpentier
Walid Cheddira,/en/players/0545a08e/Walid-Cheddira
Leandro Chichizola,/en/players/8d957256/Leandro-Chichizola
Samuel Chukwueze,/en/players/b8a642fc/Samuel-Chukwueze
Aaron Ciammaglichella,/en/players/20525799/Aaron-Ciammaglichella
Alessandro Circati,/en/players/1223765c/Alessandro-Circati
Alphadjo Cissè,/en/players/d079becb/Alphadjo-Cisse
Patrick Ciurria,/en/players/5de3866c/Patrick-Ciurria
Saúl Coco,/en/players/d0ee1652/Saul-Coco
Lorenzo Colombo,/en/players/04df29a5/Lorenzo-Colombo
Andrea Colpani,/en/players/6499048c/Andrea-Colpani
Florinel Coman,/en/players/a9440c25/Florinel-Coman
Pietro Comuzzo,/en/players/5e3ecc35/Pietro-Comuzzo
Francisco Conceição,/en/players/5ef3d210/Francisco-Conceicao
Diego Coppola,/en/players/22ae86f9/Diego-Coppola
Maxwel Cornet,/en/players/beb391dd/Maxwel-Cornet
Joaquín Correa,/en/players/45b9b619/Joaquin-Correa
Alberto costa,/en/players/4d36e5ae/Alberto-costa
Lassana Coulibaly,/en/players/85a44ecc/Lassana-Coulibaly
Woyo Coulibaly,/en/players/beb6e3a6/Woyo-Coulibaly
Bryan Cristante,/en/players/16657b95/Bryan-Cristante
Domen Črnigoj,/en/players/22cd43d2/Domen-Crnigoj
Juan Cuadrado,/en/players/0ab1f153/Juan-Cuadrado
Patrick Cutrone,/en/players/a4fe8cda/Patrick-Cutrone
Wylan Cyprien,/en/players/3e092724/Wylan-Cyprien
Danilo D'Ambrosio,/en/players/44eb9093/Danilo-DAmbrosio
Lucas Da Cunha,/en/players/007faf7a/Lucas-Da-Cunha
Samuel Dahl,/en/players/bbe7d20b/Samuel-Dahl
Thijs Dallinga,/en/players/b70afb45/Thijs-Dallinga
Maat Daniel Caprini,/en/players/183934cd/Maat-Daniel-Caprini
Flavius Daniliuc,/en/players/7ef972c3/Flavius-Daniliuc
Danilo,/en/players/94b2001f/Danilo
Matteo Darmian,/en/players/96e0490d/Matteo-Darmian
Juan David Cabal,/en/players/ef6eef89/Juan-David-Cabal
Keinan Davis,/en/players/9deaf2c8/Keinan-Davis
Paweł Dawidowicz,/en/players/16bb656a/Pawel-Dawidowicz
Charles De Ketelaere,/en/players/2ef7c612/Charles-De-Ketelaere
Mattia De Sciglio,/en/players/ae4e2852/Mattia-De-Sciglio
Lorenzo De Silvestri,/en/players/e74f0e59/Lorenzo-De-Silvestri
Koni De Winter,/en/players/f4797849/Koni-De-Winter
Alessandro Deiola,/en/players/7f267d66/Alessandro-Deiola
Enrico Del Prato,/en/players/4c6f9258/Enrico-Del-Prato
Fisayo Dele-Bashiru,/en/players/121a4fb8/Fisayo-Dele-Bashiru
Ali Dembélé,/en/players/eb3df7d9/Ali-Dembele
Michele Di Gregorio,/en/players/4e0c8d66/Michele-Di-Gregorio
Giovanni Di Lorenzo,/en/players/230a2fac/Giovanni-Di-Lorenzo
Boulaye Dia,/en/players/244bc2c8/Boulaye-Dia
Assane Diao,/en/players/8ae7d0ec/Assane-Diao
Federico Dimarco,/en/players/970b8574/Federico-Dimarco
Berat Djimsiti,/en/players/6eee05f1/Berat-Djimsiti
Dodô,/en/players/b5f7d10b/Dodo
Benjamín Domínguez,/en/players/a83b47fa/Benjamin-Dominguez
Patrick Dorgu,/en/players/e6536124/Patrick-Dorgu
Alberto Dossena,/en/players/61efb926/Alberto-Dossena
Issa Doumbia,/en/players/b74fc282/Issa-Doumbia
Anastasios Douvikas,/en/players/853ca71c/Anastasios-Douvikas
Artem Dovbyk,/en/players/5b847bb0/Artem-Dovbyk
Ondrej Duda,/en/players/79ca3e23/Ondrej-Duda
Denzel Dumfries,/en/players/481c9ece/Denzel-Dumfries
Alfred Duncan,/en/players/528492ea/Alfred-Duncan
Paulo Dybala,/en/players/e0921a4f/Paulo-Dybala
Enzo Ebosse,/en/players/9ba7b4fa/Enzo-Ebosse
Éderson,/en/players/a9202def/Ederson
Kingsley Ehizibue,/en/players/76b2817e/Kingsley-Ehizibue
Jeff Ekhator,/en/players/faf739d2/Jeff-Ekhator
Jurgen Ekkelenkamp,/en/players/73d6a176/Jurgen-Ekkelenkamp
Emmanuel Ekong,/en/players/c20892ee/Emmanuel-Ekong
Caleb Ekuban,/en/players/7afbd2c3/Caleb-Ekuban
Mikael Ellertsson,/en/players/c55967eb/Mikael-Ellertsson
Elif Elmas,/en/players/cf007308/Elif-Elmas
Emerson,/en/players/df8b52a5/Emerson
Yannik Engelhardt,/en/players/fac66db3/Yannik-Engelhardt
Martin Erlic,/en/players/0fee6bda/Martin-Erlic
Sebastiano Esposito,/en/players/7ff93107/Sebastiano-Esposito
Nahuel Estévez,/en/players/cec60a2f/Nahuel-Estevez
Giovanni Fabbian,/en/players/f97f9188/Giovanni-Fabbian
Alieu Fadera,/en/players/53210e42/Alieu-Fadera
Nicolò Fagioli,/en/players/366be751/Nicolo-Fagioli
Nicolò Fagioli,/en/players/366be751/Nicolo-Fagioli
Wladimiro Falcone,/en/players/9f5a610b/Wladimiro-Falcone
Davide Faraoni,/en/players/aae9d04a/Davide-Faraoni
Jacopo Fazzini,/en/players/06b08c45/Jacopo-Fazzini
Mattia Felici,/en/players/38aa2612/Mattia-Felici
João Félix,/en/players/8aafd64f/Joao-Felix
Lewis Ferguson,/en/players/ee64a822/Lewis-Ferguson
Daniel Fila,/en/players/383a628e/Daniel-Fila
Youssouf Fofana,/en/players/822d51d7/Youssouf-Fofana
Michael Folorunsho,/en/players/c391a179/Michael-Folorunsho
Michael Folorunsho,/en/players/c391a179/Michael-Folorunsho
Omari Forson,/en/players/1b9728b0/Omari-Forson
Davide Frattesi,/en/players/2a7d27c1/Davide-Frattesi
Morten Frendrup,/en/players/f4d60499/Morten-Frendrup
Martin Frese,/en/players/b910e9c0/Martin-Frese
Remo Freuler,/en/players/98d2c2c4/Remo-Freuler
Matteo Gabbia,/en/players/c235e803/Matteo-Gabbia
Alessandro Gabrielloni,/en/players/181cb492/Alessandro-Gabrielloni
Gianluca Gaetano,/en/players/3b387cc7/Gianluca-Gaetano
Roberto Gagliardini,/en/players/ce30bfc8/Roberto-Gagliardini
Antonino Gallo,/en/players/c74d63ac/Antonino-Gallo
Silvère Ganvoula M'Boussy,/en/players/6c731625/Silvere-Ganvoula-MBoussy
Federico Gatti,/en/players/18dd3219/Federico-Gatti
David de Gea,/en/players/7ba6d84e/David-de-Gea
Valentin Gendrey,/en/players/822ed0ec/Valentin-Gendrey
Daniele Ghilardi,/en/players/9cedad4b/Daniele-Ghilardi
Lautaro Gianetti,/en/players/e08ac719/Lautaro-Gianetti
Samuel Gigot,/en/players/41eebdf5/Samuel-Gigot
Mario Gila,/en/players/9c435456/Mario-Gila
Billy Gilmour,/en/players/df10e27c/Billy-Gilmour
Santiago Giménez,/en/players/37337aea/Santiago-Gimenez
Gvidas Gineitis,/en/players/548bd0de/Gvidas-Gineitis
Ben Godfrey,/en/players/9f7c837d/Ben-Godfrey
Saba Goglichidze,/en/players/011d370e/Saba-Goglichidze
Edoardo Goldaniga,/en/players/4b029b31/Edoardo-Goldaniga
Pierluigi Gollini,/en/players/f0f7f62f/Pierluigi-Gollini
Nicolás González,/en/players/2374aaca/Nicolas-Gonzalez
Robin Gosens,/en/players/2d970560/Robin-Gosens
Lucas Gourna-Douath,/en/players/3cd7820a/Lucas-Gourna-Douath
Alberto Grassi,/en/players/6cc97b6a/Alberto-Grassi
Mattéo Guendouzi,/en/players/5ea8ef20/Matteo-Guendouzi
Frederic Guilbert,/en/players/5d8d7454/Frederic-Guilbert
Albert Guðmundsson,/en/players/b79858d5/Albert-Gudmundsson
Emmanuel Gyasi,/en/players/f9758dae/Emmanuel-Gyasi
Christian Gytkjær,/en/players/9250bcff/Christian-Gytkjaer
Nicolas Haas,/en/players/fa449bba/Nicolas-Haas
Saad El Haddad,/en/players/7b12dccc/Saad-El-Haddad
Antoine Hainaut,/en/players/6503f220/Antoine-Hainaut
Mohamed Haj,/en/players/eb7dc619/Mohamed-Haj
Ridgeciano Haps,/en/players/c8d7131c/Ridgeciano-Haps
Abdou Harroui,/en/players/65fd099c/Abdou-Harroui
Liam Henderson,/en/players/d7918b13/Liam-Henderson
Mario Hermoso,/en/players/555f3a0b/Mario-Hermoso
Theo Hernández,/en/players/d4c9725f/Theo-Hernandez
Hernani,/en/players/6f5ead86/Hernani
Isak Hien,/en/players/12806697/Isak-Hien
Emil Holm,/en/players/c2357b65/Emil-Holm
Mats Hummels,/en/players/05d548d8/Mats-Hummels
Elseid Hysaj,/en/players/2f3452eb/Elseid-Hysaj
Jay Idzes,/en/players/a54ef587/Jay-Idzes
Jonathan Ikone,/en/players/42eaa028/Jonathan-Ikone
Jonathan Ikone,/en/players/42eaa028/Jonathan-Ikone
Ivan Ilić,/en/players/bb376bed/Ivan-Ilic
Samuel Iling-Junior,/en/players/ba492306/Samuel-Iling-Junior
Alessio Iovine,/en/players/083d7173/Alessio-Iovine
Gustav Isaksen,/en/players/5715bb71/Gustav-Isaksen
Ardian Ismajli,/en/players/6b635f5c/Ardian-Ismajli
Armando Izzo,/en/players/89976232/Armando-Izzo
Fellipe Jack,/en/players/cace4967/Fellipe-Jack
Ali Jasim,/en/players/1a927a6f/Ali-Jasim
Gaby Jean,/en/players/5f130a19/Gaby-Jean
Juan Jesus,/en/players/79083382/Juan-Jesus
Alejandro Jiménez,/en/players/faa13947/Alejandro-Jimenez
Þórir Jóhann Helgason,/en/players/dc765618/Thorir-Johann-Helgason
Jesse Joronen,/en/players/7f66ea09/Jesse-Joronen
Luka Jović,/en/players/4d8cd038/Luka-Jovic
Mohamed Kaba,/en/players/517cfb19/Mohamed-Kaba
Christian Kabasele,/en/players/914ab9a1/Christian-Kabasele
Pierre Kalulu,/en/players/85f7d1be/Pierre-Kalulu
Hassane Kamara,/en/players/19a12bed/Hassane-Kamara
Yann Karamoh,/en/players/8b66d9cc/Yann-Karamoh
Jesper Karlsson,/en/players/7952d0c2/Jesper-Karlsson
Jesper Karlsson,/en/players/7952d0c2/Jesper-Karlsson
Jesper Karlström,/en/players/e0a1f4eb/Jesper-Karlstrom
Lior Kasa,/en/players/7987ef17/Lior-Kasa
Grigoris Kastanos,/en/players/2a82aa85/Grigoris-Kastanos
Michael Kayode,/en/players/e19660a8/Michael-Kayode
Moise Kean,/en/players/3d50bcdb/Moise-Kean
Mandela Keita,/en/players/f5692b25/Mandela-Keita
Lloyd Kelly,/en/players/f31def1e/Lloyd-Kelly
Marc-Oliver Kempf,/en/players/815c314f/Marc-Oliver-Kempf
Kialonda,/en/players/34e4dc3b/Kialonda
Magnus Kofod Andersen,/en/players/a4731ebc/Magnus-Kofod-Andersen
Sead Kolašinac,/en/players/3935e52e/Sead-Kolasinac
Randal Kolo Muani,/en/players/c0b3669f/Randal-Kolo-Muani
Ismael Konate,/en/players/351ab035/Ismael-Konate
Manu Koné,/en/players/86574238/Manu-Kone
Teun Koopmeiners,/en/players/a26fb8aa/Teun-Koopmeiners
Odilon Kossounou,/en/players/1f3afdcb/Odilon-Kossounou
Christian Kouamé,/en/players/58e933d2/Christian-Kouame
Christian Kouamé,/en/players/58e933d2/Christian-Kouame
Viktor Kovalenko,/en/players/9d60028d/Viktor-Kovalenko
Mateusz Kowalski,/en/players/d2bb908c/Mateusz-Kowalski
Thomas Kristensen,/en/players/fadf9a05/Thomas-Kristensen
Nikola Krstović,/en/players/473803c9/Nikola-Krstovic
Khvicha Kvaratskhelia,/en/players/dea88efd/Khvicha-Kvaratskhelia
Giorgos Kyriakopoulos,/en/players/0a483542/Giorgos-Kyriakopoulos
Mathis Lambourde,/en/players/0da3d7ab/Mathis-Lambourde
Gianluca Lapadula,/en/players/2ead2809/Gianluca-Lapadula
Valentino Lazaro,/en/players/016ff750/Valentino-Lazaro
Darko Lazović,/en/players/5128bde4/Darko-Lazovic
Manuel Lazzari,/en/players/02caf6e0/Manuel-Lazzari
Enzo Le Fée,/en/players/6f806d99/Enzo-Le-Fee
Nicola Leali,/en/players/5f9970a0/Nicola-Leali
Rafael Leão,/en/players/20730eae/Rafael-Leao
Stefan Lekovic,/en/players/d633fd46/Stefan-Lekovic
Nunzio Lella,/en/players/c149e8a6/Nunzio-Lella
Giovanni Leoni,/en/players/570888ce/Giovanni-Leoni
Ben Lhassine Kone,/en/players/7452c7a8/Ben-Lhassine-Kone
Mattia Liberali,/en/players/775f4a87/Mattia-Liberali
Karol Linetty,/en/players/d023d70f/Karol-Linetty
Dailon Livramento,/en/players/c115db1e/Dailon-Livramento
Stanislav Lobotka,/en/players/e1cbb531/Stanislav-Lobotka
Manuel Locatelli,/en/players/a8a874f1/Manuel-Locatelli
Ruben Loftus-Cheek,/en/players/e97fd090/Ruben-Loftus-Cheek
Ademola Lookman,/en/players/7c104bb7/Ademola-Lookman
Sandi Lovrić,/en/players/966eea58/Sandi-Lovric
Lorenzo Lucca,/en/players/83c06f3a/Lorenzo-Lucca
Jhon Lucumí,/en/players/80490d7f/Jhon-Lucumi
José Luis Palomino,/en/players/921f6058/Jose-Luis-Palomino
Douglas Luiz,/en/players/6f7d826d/Douglas-Luiz
Romelu Lukaku,/en/players/5eae500a/Romelu-Lukaku
Sebastiano Luperto,/en/players/997fff07/Sebastiano-Luperto
Zito Luvumbo,/en/players/b09e0873/Zito-Luvumbo
Charalambos Lykogiannis,/en/players/5efc5389/Charalambos-Lykogiannis
Mathias Løvik,/en/players/f17aa65c/Mathias-Lovik
Giangiacomo Magnani,/en/players/cce9f582/Giangiacomo-Magnani
Mike Maignan,/en/players/fcb38f57/Mike-Maignan
Antoine Makoumbou,/en/players/f37f3522/Antoine-Makoumbou
Daniel Maldini,/en/players/801831fe/Daniel-Maldini
Daniel Maldini,/en/players/801831fe/Daniel-Maldini
Youssef Maleh,/en/players/4c8845f7/Youssef-Maleh
Ruslan Malinovskyi,/en/players/48d5bd33/Ruslan-Malinovskyi
Dennis Man,/en/players/2079b3cc/Dennis-Man
Gianluca Mancini,/en/players/5aa53281/Gianluca-Mancini
Christos Mandas,/en/players/f794e9ab/Christos-Mandas
Rolando Mandragora,/en/players/c7259b83/Rolando-Mandragora
Alberto Manzoni,/en/players/08cda374/Alberto-Manzoni
Alessandro Marcandalli,/en/players/d3225ad1/Alessandro-Marcandalli
Alessandro Marcandalli,/en/players/d3225ad1/Alessandro-Marcandalli
Filip Marchwiński,/en/players/55a88fd9/Filip-Marchwinski
Pablo Marí,/en/players/aa54ec6f/Pablo-Mari
Pablo Marí,/en/players/aa54ec6f/Pablo-Mari
Luca Marianucci,/en/players/64e6778a/Luca-Marianucci
Mirko Marić,/en/players/78338347/Mirko-Maric
Mirko Marić,/en/players/78338347/Mirko-Maric
Rafa Marín ,/en/players/3239a8ed/Rafa-Marin
Răzvan Marin,/en/players/7fac99d4/Razvan-Marin
Guillermo Maripán,/en/players/d9764034/Guillermo-Maripan
Aarón Martín,/en/players/2f3e911a/Aaron-Martin
Josep Martinez,/en/players/11d8aff0/Josep-Martinez
Lautaro Martínez,/en/players/f7036e1c/Lautaro-Martinez
Lucas Martínez Quarta,/en/players/3ec3c1c9/Lucas-Martinez-Quarta
Kevin Martins,/en/players/c1451401/Kevin-Martins
Adam Marušić,/en/players/d4535821/Adam-Marusic
Adam Masina,/en/players/de0f152c/Adam-Masina
Patrizio Masini,/en/players/151354b8/Patrizio-Masini
Alan Matturro,/en/players/547c0119/Alan-Matturro
Luca Mazzitelli,/en/players/dc61b402/Luca-Mazzitelli
Pasquale Mazzocchi,/en/players/eb0ec070/Pasquale-Mazzocchi
Samuel Mbangula,/en/players/3e25e70c/Samuel-Mbangula
Weston McKennie,/en/players/01c3aff5/Weston-McKennie
Scott McTominay,/en/players/d93c2511/Scott-McTominay
Filippo Melegoni,/en/players/6604165d/Filippo-Melegoni
Alex Meret,/en/players/9413b19f/Alex-Meret
Junior Messias,/en/players/f49c4ae9/Junior-Messias
Valentin Mihaila,/en/players/81a4c239/Valentin-Mihaila
Vanja Milinković-Savić,/en/players/9fa26bc2/Vanja-Milinkovic-Savic
Yerry Mina,/en/players/6d5701f2/Yerry-Mina
Juan Miranda,/en/players/ead61f73/Juan-Miranda
Fabio Miretti,/en/players/34693494/Fabio-Miretti
Henrikh Mkhitaryan,/en/players/dd0daf32/Henrikh-Mkhitaryan
Rui Modesto,/en/players/4f9c2d8c/Rui-Modesto
Lorenzo Montipò,/en/players/c1d95617/Lorenzo-Montipo
Álvaro Morata,/en/players/129af0db/Alvaro-Morata
Alberto Moreno,/en/players/11b9265b/Alberto-Moreno
Matias Moreno,/en/players/4637e608/Matias-Moreno
Tete Morente,/en/players/004d185e/Tete-Morente
Nikola Moro,/en/players/ff579c7e/Nikola-Moro
Daniel Mosquera,/en/players/091b9eb8/Daniel-Mosquera
Dany Mota,/en/players/efc9e31f/Dany-Mota
Bob Murphy Omoregbe,/en/players/b04364ed/Bob-Murphy-Omoregbe
Yunus Musah,/en/players/b51b1b9c/Yunus-Musah
Juan Musso,/en/players/a111cf41/Juan-Musso
Kingstone Mutandwa,/en/players/cbe32194/Kingstone-Mutandwa
Obite N'Dicka,/en/players/441197b8/Obite-NDicka
Konan N'dri,/en/players/17329380/Konan-Ndri
Michel Ndary Adopo,/en/players/599d91d0/Michel-Ndary-Adopo
Cher Ndour,/en/players/3b88609d/Cher-Ndour
Dan Ndoye,/en/players/8e697a8f/Dan-Ndoye
Victor Nelsson,/en/players/e53b5534/Victor-Nelsson
David Neres,/en/players/4f1e6a0b/David-Neres
Cyril Ngonge,/en/players/2b8360f1/Cyril-Ngonge
Cheikh Niasse,/en/players/ff20acfe/Cheikh-Niasse
Hans Nicolussi Caviglia,/en/players/b136c945/Hans-Nicolussi-Caviglia
Eybi Nije,/en/players/15918c9c/Eybi-Nije
Brooke Norton-Cuffy,/en/players/54f5b2bd/Brooke-Norton-Cuffy
Tijjani Noslin,/en/players/2f067cf2/Tijjani-Noslin
Adam Obert,/en/players/aa25ce92/Adam-Obert
Jens Odgaard,/en/players/75374ee7/Jens-Odgaard
Noah Okafor,/en/players/ca607d59/Noah-Okafor
Noah Okafor,/en/players/ca607d59/Noah-Okafor
Yllan Okou,/en/players/fa753b79/Yllan-Okou
Maduka Okoye,/en/players/ab5c36dd/Maduka-Okoye
Mathías Olivera,/en/players/41c12f75/Mathias-Olivera
Jean Onana,/en/players/b5bb8188/Jean-Onana
Jacob Ondrejka,/en/players/752e09ed/Jacob-Ondrejka
Gaetano Oristanio,/en/players/5cfc74fc/Gaetano-Oristanio
Riccardo Orsolini,/en/players/e14ec482/Riccardo-Orsolini
Yordan Osorio,/en/players/4d17df3e/Yordan-Osorio
Remi Oudin,/en/players/ea02beaf/Remi-Oudin
Cheick Oumar Conde,/en/players/2f88752d/Cheick-Oumar-Conde
Daniel Oyegoke,/en/players/c9866d69/Daniel-Oyegoke
Daniele Padelli,/en/players/cf1c23d8/Daniele-Padelli
