name,Playmaking,Ball Progression,Final Third Impact,Goal Threat,Final Ball Efficiency,TIS
Dani Olmo,7.7666666666666675,9.11111111111111,31.22222222222222,1.4,0.7999999999999999,3.583487998020292
Florian Wirtz,9.524038461538462,11.442307692307692,51.39423076923077,1.0913461538461535,1.1586538461538465,3.333333333333333
Isco,13.09,10.2,34.3,1.22,0.6,3.2854909318323946
Jude Bellingham,8.442105263157895,10.105263157894736,27.157894736842103,1.1105263157894738,0.5842105263157894,3.128908692933083
Xavi Simons,7.691358024691358,9.62962962962963,29.75308641975309,0.7530864197530864,0.7839506172839507,1.2380136986301369
