Top Scorer Team,Scorer Image,Top Scorer,Goals Scored,Top Assister Team,Assister Image,Top Assister,Assists Provided,Most CS Team,Clean Sheets Image,Most Clean Sheets,Clean Sheets
Liverpool,https://fbref.com/req/202302030/images/headshots/e342ad68_2022.jpg,Mohamed Salah,27,Liverpool,https://fbref.com/req/202302030/images/headshots/e342ad68_2022.jpg,Mohamed Salah,17,Nottingham Forest,https://fbref.com/req/202302030/images/headshots/834b5c4c_2022.jpg,Matz Sels,13

