Rank,Player,Value
1.0,Waldemar Anton  •  Dortmund,86.4
2.0,Tuta  •  Eint Frankfurt,73.3
3.0,Angelo Stiller  •  Stuttgart,73.1
4.0,Kevin Kampl  •  RB Leipzig,68.4
5.0,Max Rosenfelder  •  Freiburg,66.7
,Diogo Leite  •  Union Berlin,66.7
7.0,Kaishu Sano  •  Mainz 05,65.9
8.0,Edmond Tapsoba  •  Leverkusen,64.7
9.0,Nico Schlotterbeck  •  Dortmund,63.6
10.0,Jean Mattéo Bahoya  •  Eint Frankfurt,61.5
