Rank,Player,Value
1.0,Harry Kane  •  Bayern Munich,23
2.0,Patrik Schick  •  Leverkusen,17
3.0,Jonathan Burkardt  •  Mainz 05,15
,Omar Marmoush  •  Eint Frankfurt,15
,Tim Kleindienst  •  Gladbach,15
,Serhou Guirassy  •  Dortmund,15
7.0,Hugo Ekitike  •  Eint Frankfurt,13
,Ermedin Demirović  •  Stuttgart,13
9.0,Jamal Musiala  •  Bayern Munich,12
10.0,Benjamin Šeško  •  RB Leipzig,11
