Rank,Player,Value
1.0,Jackson Irvine  •  St. Pauli,2520
,Robin Zentner  •  Mainz 05,2520
,Michael Zetterer  •  Werder Bremen,2520
,Alexander Nübel  •  Stuttgart,2520
,Patrick Mainka  •  Heidenheim,2520
,Nikola Vasilj  •  St. Pauli,2520
,Kevin Müller  •  Heidenheim,2520
,Danilho Doekhi  •  Union Berlin,2520
9.0,Kaishu Sano  •  Mainz 05,2503
10.0,Granit Xhaka  •  Leverkusen,2451
