Rank,Player,Value
1.0,Harry Kane  •  Bayern Munich,36
2.0,Omar Marmoush  •  Eint Frankfurt,34
3.0,Tim Kleindienst  •  Gladbach,33
,Hugo Ekitike  •  Eint Frankfurt,33
5.0,Jamal Musiala  •  Bayern Munich,31
6.0,Loïs Openda  •  RB Leipzig,30
7.0,Florian Wirtz  •  Leverkusen,28
8.0,Patrik Schick  •  Leverkusen,27
,Michael Olise  •  Bayern Munich,27
10.0,Deniz Undav  •  Stuttgart,26
