Rank,Player,Value
1.0,Patrik Schick  •  Leverkusen,6.6
2.0,Omar Marmoush  •  Eint Frankfurt,6.2
3.0,Alexis Claude-Maurice  •  Augsburg,5.6
4.0,Harry Kane  •  Bayern Munich,5.1
5.0,Jamie Gittens  •  Dortmund,4.5
6.0,Paul Nebel  •  Mainz 05,3.5
7.0,Tom Bischof  •  Hoffenheim,3.3
,Benjamin Šeško  •  RB Leipzig,3.3
,Xavi Simons  •  RB Leipzig,3.3
10.0,Jonas Wind  •  Wolfsburg,3.2
