Rank,Player,Value
1.0,Hugo Ekitike  •  Eint Frankfurt,0.81
2.0,Harry Kane  •  Bayern Munich,0.79
3.0,Serhou Guirassy  •  Dortmund,0.77
4.0,Patrik Schick  •  Leverkusen,0.75
5.0,Victor Boniface  •  Leverkusen,0.72
6.0,Ermedin Demirović  •  Stuttgart,0.67
7.0,Jonathan Burkardt  •  Mainz 05,0.66
,Serge Gnabry  •  Bayern Munich,0.66
9.0,Deniz Undav  •  Stuttgart,0.65
10.0,Leroy Sané  •  Bayern Munich,0.6
