Rank,Player,Value
1.0,Finn Dahmen  •  Augsburg,0.42
2.0,Moritz Nicolas  •  Gladbach,0.27
3.0,Frederik Rønnow  •  Union Berlin,0.22
4.0,Robin Zentner  •  Mainz 05,0.2
5.0,Nikola Vasilj  •  St. Pauli,0.17
6.0,Péter Gulácsi  •  RB Leipzig,0.16
7.0,Kamil Grabara  •  Wolfsburg,0.14
8.0,Oliver Baumann  •  Hoffenheim,0.1
9.0,Noah Atubolu  •  Freiburg,0.03
10.0,Kevin Trapp  •  Eint Frankfurt,0.02
