Rank,Player,Value
1.0,Finn Dahmen  •  Augsburg,61.5
2.0,Manuel Neuer  •  Bayern Munich,55.0
3.0,Péter Gulácsi  •  RB Leipzig,50.0
4.0,Noah Atubolu  •  Freiburg,41.7
5.0,Robin Zentner  •  Mainz 05,32.1
6.0,Frederik Rønnow  •  Union Berlin,30.4
7.0,Nikola Vasilj  •  St. Pauli,28.6
8.0,Michael Zetterer  •  Werder Bremen,25.0
9.0,Kevin Müller  •  Heidenheim,21.4
10.0,Moritz Nicolas  •  Gladbach,21.1
