Rank,Player,Value
1.0,Saša Lukić  •  Fulham,12
2.0,Flynn Downes  •  Southampton,10
,João Gomes  •  Wolves,10
,Will Hughes  •  Crystal Palace,10
5.0,Moisés Caicedo  •  Chelsea,9
,Marc Cucurella  •  Chelsea,9
,Ryan Christie  •  Bournemouth,9
,Joelinton  •  Newcastle Utd,9
,Marc Guéhi  •  Crystal Palace,9
,Antoine Semenyo  •  Bournemouth,9
