Rank,Player,Value
1.0,Dan Burn  •  Newcastle Utd,103
2.0,Nathan Collins  •  Brentford,98
,Virgil van Dijk  •  Liverpool,98
4.0,James Tarkowski  •  Everton,96
5.0,Dara O'Shea  •  Ipswich Town,94
6.0,Max Kilman  •  West Ham,91
7.0,Nikola Milenković  •  Nott'ham Forest,87
8.0,Tomáš Souček  •  West Ham,86
9.0,Dominic Calvert-Lewin  •  Everton,83
,Paul Onuachu  •  Southampton,83
