Rank,Player,Value
1.0,Erling Haaland  •  Manchester City,54
2.0,Mohamed Salah  •  Liverpool,45
3.0,Cole Palmer  •  Chelsea,38
4.0,Matheus Cunha  •  Wolves,35
,Antoine Semenyo  •  Bournemouth,35
6.0,Alexander Isak  •  Newcastle Utd,32
7.0,Nicolas Jackson  •  Chelsea,31
8.0,Yoane Wissa  •  Brentford,30
,Ollie Watkins  •  Aston Villa,30
10.0,Chris Wood  •  Nott'ham Forest,29
,Jørgen Strand Larsen  •  Wolves,29
