Rank,Player,Value
1.0,Mohamed Salah  •  Liverpool,74
2.0,Alex Iwobi  •  Fulham,68
3.0,Martin Ødegaard  •  Arsenal,63
4.0,Trent Alexander-Arnold  •  Liverpool,62
5.0,Bruno Fernandes  •  Manchester Utd,60
6.0,Mikkel Damsgaard  •  Brentford,58
7.0,Bruno Guimarães  •  Newcastle Utd,54
8.0,Dejan Kulusevski  •  Tottenham,52
9.0,Son Heung-min  •  Tottenham,51
,Cole Palmer  •  Chelsea,51
