Rank,Player,Value
1.0,Jeremy Doku  •  Manchester City,92
2.0,Mohammed Kudus  •  West Ham,73
3.0,Antoine Semenyo  •  Bournemouth,60
4.0,Iliman Ndiaye  •  Everton,59
5.0,Eberechi Eze  •  Crystal Palace,56
6.0,Morgan Rogers  •  Aston Villa,55
7.0,Mohamed Salah  •  Liverpool,51
8.0,Sávio  •  Manchester City,50
9.0,Matheus Cunha  •  Wolves,49
10.0,Kaoru Mitoma  •  Brighton,48
,Rayan Aït-Nouri  •  Wolves,48
,Aaron Wan-Bissaka  •  West Ham,48
