Rank,Player,Value
1.0,Virgil van Dijk  •  Liverpool,236
2.0,Moisés Caicedo  •  Chelsea,194
3.0,Youri Tielemans  •  Aston Villa,190
4.0,Joško Gvardiol  •  Manchester City,189
5.0,Jan Paul van Hecke  •  Brighton,188
6.0,Trent Alexander-Arnold  •  Liverpool,187
7.0,Bruno Fernandes  •  Manchester Utd,166
8.0,Joachim Andersen  •  2 squads,160
9.0,Taylor Harwood-Bellis  •  Southampton,159
10.0,Mateo Kovačić  •  Manchester City,153
