Rank,Player,Value
1.0,Bruno Guimarães  •  Newcastle Utd,93
2.0,John McGinn  •  Aston Villa,59
,James Maddison  •  Tottenham,59
4.0,Anthony Gordon  •  Newcastle Utd,58
,Matheus Cunha  •  Wolves,58
6.0,Cole Palmer  •  Chelsea,54
7.0,Mohammed Kudus  •  West Ham,51
8.0,Youri Tielemans  •  Aston Villa,49
9.0,Moisés Caicedo  •  Chelsea,48
,Lucas Paquetá  •  West Ham,48
