Rank,Player,Value
1.0,Chris Wood  •  Nott'ham Forest,7.0
2.0,Matheus Cunha  •  Wolves,6.3
3.0,Bryan Mbeumo  •  Brentford,6.0
4.0,Mohamed Salah  •  Liverpool,4.5
5.0,Alex Iwobi  •  Fulham,3.9
,Alexander Isak  •  Newcastle Utd,3.9
7.0,James Maddison  •  Tottenham,3.2
,Jørgen Strand Larsen  •  Wolves,3.2
9.0,Liam Delap  •  Ipswich Town,3.0
10.0,Dejan Kulusevski  •  Tottenham,2.9
