Unnamed: 0,name,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Tkl,TklW_defense,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost_defense,Blocks,Sh,Pass,Int_defense,Tkl+Int,Clr,Err,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Gls,G+A,G-PK,PK,xG,npxG,npxG+xAG,PrgC,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,SCA,SCA90,PassLive,PassDead,TO,Sh_gca,Fld_gca,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,GA_keepersadv,PKA_keepersadv,FK,CK,OG_keepersadv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_keepersadv,Att_keepersadv,Cmp%_keepersadv,Att (GK),Thr,Launch%,AvgLen,Att.1_keepersadv,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Att_passing_types,Live,Dead,FK_passing_types,TB,Sw,Crs_passing_types,TI,CK_passing_types,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,npxG/Sh,G-xG,np:G-xG,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,1/3_possession,CPA,Mis,Dis,Rec,id,position,dateOfBirth,age,nationality,height,foot,joinedOn,signedFrom,contract,marketValue,status
356,Cheick Doucouré,MLI,MF,Crystal Palace,eng  Premier League,25-062,2000.0,13.0,4.0,452.0,5.0,,,,,,,,,,,0.0,,,,,35.0,17.9,55.0,0.0,9.0,26.0,4.0,1.38,5.0,6.0,-1.0,-0.2,-0.37,6.8,7.7,-0.9,-0.17,-0.59,1.0,0.0,0.0,7.0,7.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,31.0,5.0,5.0,50.0,16.0,8.0,6.0,8.0,2.0,5.0,11.0,45.5,6.0,4.0,0.0,4.0,11.0,27.0,10.0,1.0,174.0,204.0,85.3,2909.0,823.0,84.0,94.0,89.4,70.0,78.0,89.7,16.0,20.0,80.0,0.0,0.0,0.1,0.0,1.0,17.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,9.0,1.79,5.0,0.0,0.0,2.0,1.0,1.0,3.0,0.6,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,201.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,4.0,7.0,0.0,0.0,1.39,0.0,0.0,,20.6,0.0,0.06,-0.4,-0.4,263.0,11.0,56.0,165.0,45.0,4.0,263.0,5.0,2.0,40.0,2.0,40.0,133.0,581.0,280.0,7.0,1.0,4.0,7.0,160.0,543387,Defensive Midfield,2000-01-08,25,['Mali'],180.0,right,2022-07-11,RC Lens,2029-06-30,35000000.0,"Knee surgery - Return expected on Jun 1, 2025"
357,Cheikh Niasse,SEN,MF,Hellas Verona,it  Serie A,25-051,2000.0,6.0,5.0,483.0,5.4,,,,,,,,,,,0.0,,,,,81.0,19.2,88.0,3.0,1.0,45.0,0.0,1.0,2.0,10.0,-8.0,-1.49,-0.52,5.1,8.6,-3.5,-0.66,-0.09,3.0,0.0,0.0,7.0,5.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,22.0,13.0,11.0,54.2,12.0,10.0,4.0,8.0,0.0,7.0,11.0,63.6,4.0,12.0,4.0,8.0,14.0,26.0,14.0,2.0,120.0,149.0,80.5,1891.0,342.0,60.0,76.0,78.9,44.0,52.0,84.6,10.0,12.0,83.3,0.0,0.0,0.2,0.0,0.0,11.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,6.0,1.12,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,145.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,1.0,3.0,3.0,1.0,33.3,0.56,0.19,0.0,0.0,21.8,0.0,0.13,-0.4,-0.4,229.0,13.0,64.0,132.0,37.0,4.0,229.0,5.0,1.0,20.0,3.0,60.0,101.0,403.0,171.0,1.0,1.0,11.0,4.0,103.0,644032,Defensive Midfield,2000-01-19,25,"['Senegal', 'France']",188.0,right,2025-01-31,BSC Young Boys,2025-06-30,1500000.0,
372,Christian Nørgaard,DEN,MF,Brentford,eng  Premier League,31-001,1994.0,24.0,24.0,1920.0,21.3,,,,,,,,,,,0.0,,,,,80.0,76.2,80.0,13.0,0.0,,0.0,1.5,37.0,32.0,5.0,0.23,0.38,35.1,31.9,3.2,0.15,0.59,4.0,1.0,0.0,30.0,22.0,1.0,12.0,36.0,38.0,0.0,0.0,0.0,146.0,31.0,21.0,59.6,62.0,38.0,26.0,30.0,6.0,36.0,57.0,63.2,21.0,33.0,12.0,21.0,36.0,98.0,48.0,1.0,821.0,1001.0,82.0,13522.0,4518.0,423.0,478.0,88.5,330.0,389.0,84.8,54.0,89.0,60.7,2.0,0.7,0.7,1.3,13.0,105.0,16.0,3.0,103.0,3.0,5.0,3.0,0.0,2.9,2.9,3.6,10.0,31.0,0.14,0.09,0.23,0.14,0.23,0.14,0.03,0.17,0.14,0.17,40.0,1.87,32.0,0.0,0.0,5.0,2.0,1.0,8.0,0.37,7.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1001.0,974.0,22.0,12.0,3.0,2.0,12.0,9.0,0.0,0.0,0.0,0.0,821.0,5.0,20.0,26.0,8.0,30.8,1.22,0.37,0.12,0.38,15.3,0.0,0.11,0.1,0.1,1260.0,122.0,428.0,600.0,246.0,42.0,1260.0,11.0,5.0,45.5,4.0,36.4,595.0,2310.0,997.0,9.0,4.0,25.0,17.0,766.0,148367,Defensive Midfield,1994-03-10,30,['Denmark'],187.0,right,2019-07-01,: Ablöse €3.50m,2025-06-30,15000000.0,Team captain
418,Damián Rodríguez,ESP,MF,Celta Vigo,es  La Liga,21-359,2003.0,13.0,7.0,713.0,7.9,,,,,,,,,,,0.0,,,,,55.0,29.3,82.0,5.0,6.0,23.0,12.0,1.0,15.0,18.0,-3.0,-0.38,-0.48,10.5,11.5,-1.1,-0.14,-0.6,3.0,0.0,0.0,12.0,7.0,0.0,23.0,6.0,7.0,0.0,0.0,0.0,34.0,0.0,4.0,0.0,11.0,7.0,3.0,7.0,1.0,5.0,14.0,35.7,9.0,6.0,1.0,5.0,6.0,17.0,10.0,0.0,523.0,593.0,88.2,8762.0,2447.0,233.0,252.0,92.5,246.0,261.0,94.3,33.0,57.0,57.9,0.0,0.5,1.0,-0.5,11.0,55.0,3.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,17.0,2.14,11.0,6.0,0.0,0.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,593.0,537.0,55.0,33.0,0.0,3.0,23.0,0.0,22.0,4.0,11.0,0.0,523.0,1.0,9.0,1.0,0.0,0.0,0.13,0.0,0.0,,25.3,0.0,0.02,0.0,0.0,640.0,14.0,99.0,434.0,108.0,4.0,640.0,1.0,0.0,0.0,1.0,100.0,383.0,1684.0,883.0,4.0,0.0,4.0,5.0,490.0,715628,Defensive Midfield,2003-03-17,21,['Spain'],180.0,left,2024-07-18,RC Celta Fortuna,2028-06-30,3000000.0,
445,Danilo,BRA,MF,Nott'ham Forest,eng  Premier League,23-316,2001.0,4.0,3.0,169.0,1.9,,,,,,,,,,,0.0,,,,,42.0,6.7,47.0,0.0,1.0,29.0,1.0,1.25,5.0,2.0,3.0,1.6,1.25,2.4,2.7,-0.3,-0.17,-0.24,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,1.0,50.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,55.0,69.0,79.7,964.0,394.0,22.0,27.0,81.5,25.0,30.0,83.3,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.68,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.07,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,68.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,0.0,0.1,0.0,0.0,82.0,5.0,27.0,51.0,5.0,0.0,82.0,5.0,2.0,40.0,3.0,60.0,30.0,165.0,43.0,0.0,0.0,4.0,0.0,48.0,808509,Defensive Midfield,2001-04-29,23,['Brazil'],177.0,left,2023-01-16,Sociedade Esportiva Palmeiras,2029-06-30,28000000.0,
446,Danilo Cataldi,ITA,MF,Fiorentina,it  Serie A,30-217,1994.0,19.0,17.0,1206.0,13.4,,,,,,,,,,,0.0,,,,,63.0,47.9,69.0,4.0,2.0,21.0,0.0,1.42,21.0,17.0,4.0,0.3,-0.32,18.7,14.7,4.0,0.3,0.23,1.0,0.0,0.0,12.0,11.0,0.0,16.0,16.0,13.0,0.0,0.0,0.0,77.0,1.0,4.0,20.0,18.0,13.0,7.0,9.0,2.0,8.0,18.0,44.4,10.0,10.0,4.0,6.0,16.0,34.0,21.0,0.0,597.0,712.0,83.8,10209.0,3155.0,264.0,294.0,89.8,269.0,295.0,91.2,47.0,92.0,51.1,0.0,0.6,0.5,-0.6,11.0,65.0,9.0,2.0,67.0,3.0,3.0,3.0,0.0,1.0,1.0,1.6,17.0,10.0,0.22,0.0,0.22,0.22,0.22,0.08,0.04,0.12,0.08,0.12,24.0,1.79,17.0,3.0,0.0,3.0,0.0,1.0,1.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,667.0,40.0,30.0,1.0,3.0,16.0,5.0,5.0,2.0,1.0,0.0,597.0,5.0,9.0,12.0,5.0,41.7,0.9,0.37,0.25,0.6,23.5,2.0,0.09,2.0,2.0,810.0,33.0,185.0,510.0,121.0,5.0,810.0,5.0,2.0,40.0,3.0,60.0,478.0,2290.0,891.0,20.0,1.0,10.0,6.0,550.0,199733,Defensive Midfield,1994-08-06,30,['Italy'],180.0,right,2024-08-30,SS Lazio,2025-06-30,4000000.0,
490,Denis Zakaria,SUI,MF,Monaco,fr  Ligue 1,28-111,1996.0,17.0,16.0,1421.0,15.8,,,,,,,,,,,0.0,,,,,84.0,63.2,86.0,12.0,1.0,45.0,1.0,2.12,38.0,19.0,19.0,1.2,1.42,37.0,17.9,19.1,1.21,0.18,5.0,0.0,0.0,18.0,13.0,1.0,3.0,19.0,16.0,0.0,2.0,0.0,118.0,11.0,6.0,64.7,27.0,16.0,8.0,16.0,3.0,15.0,22.0,68.2,7.0,19.0,7.0,12.0,19.0,46.0,27.0,1.0,760.0,839.0,90.6,11051.0,3421.0,443.0,470.0,94.3,273.0,296.0,92.2,26.0,41.0,63.4,2.0,0.5,0.9,1.5,9.0,68.0,13.0,1.0,67.0,3.0,5.0,3.0,0.0,3.0,3.0,3.5,16.0,21.0,0.19,0.13,0.32,0.19,0.32,0.19,0.03,0.22,0.19,0.22,34.0,2.15,26.0,0.0,1.0,5.0,0.0,2.0,9.0,0.57,7.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,839.0,809.0,29.0,27.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,760.0,1.0,5.0,19.0,7.0,36.8,1.2,0.44,0.16,0.43,16.5,0.0,0.16,0.0,0.0,994.0,41.0,197.0,664.0,148.0,20.0,994.0,27.0,15.0,55.6,10.0,37.0,602.0,2725.0,1280.0,18.0,5.0,19.0,16.0,689.0,334526,Defensive Midfield,1996-11-20,28,"['Switzerland', 'DR Congo']",190.0,right,2023-08-14,Juventus FC,2028-06-30,30000000.0,Team captain
525,Dominik Kohr,GER,"DF,MF",Mainz 05,de  Bundesliga,31-039,1994.0,23.0,23.0,1998.0,22.2,,,,,,,,,,,0.0,,,,,87.0,88.8,87.0,17.0,0.0,,0.0,1.78,37.0,22.0,15.0,0.68,0.32,31.5,29.3,2.2,0.1,0.09,10.0,0.0,0.0,38.0,29.0,1.0,12.0,40.0,39.0,0.0,2.0,0.0,86.0,34.0,31.0,52.3,52.0,39.0,29.0,18.0,5.0,27.0,44.0,61.4,17.0,37.0,20.0,17.0,40.0,92.0,109.0,0.0,966.0,1189.0,81.2,18185.0,6596.0,366.0,416.0,88.0,463.0,511.0,90.6,116.0,207.0,56.0,0.0,0.6,1.7,-0.6,11.0,70.0,13.0,3.0,92.0,1.0,1.0,1.0,0.0,1.2,1.2,1.8,23.0,28.0,0.05,0.0,0.05,0.05,0.05,0.05,0.03,0.08,0.05,0.08,28.0,1.26,25.0,0.0,1.0,2.0,0.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1189.0,1094.0,90.0,30.0,4.0,7.0,12.0,34.0,0.0,0.0,0.0,0.0,966.0,5.0,19.0,12.0,4.0,33.3,0.54,0.18,0.08,0.25,20.8,0.0,0.12,-0.2,-0.2,1478.0,189.0,701.0,660.0,124.0,20.0,1478.0,9.0,5.0,55.6,4.0,44.4,701.0,3186.0,1448.0,16.0,4.0,19.0,7.0,863.0,118847,Defensive Midfield,1994-01-31,31,['Germany'],183.0,right,2022-07-01,Eintracht Frankfurt,2026-06-30,2500000.0,
542,Edimilson Fernandes,SUI,MF,Brest,fr  Ligue 1,28-330,1996.0,14.0,9.0,804.0,8.9,,,,,,,,,,,0.0,,,,,57.0,35.7,78.0,5.0,5.0,21.0,5.0,1.43,17.0,18.0,-1.0,-0.11,-0.05,12.1,15.5,-3.4,-0.38,-0.24,1.0,0.0,0.0,7.0,6.0,0.0,3.0,17.0,6.0,0.0,1.0,0.0,52.0,11.0,8.0,57.9,8.0,6.0,2.0,6.0,0.0,6.0,10.0,60.0,4.0,11.0,4.0,7.0,17.0,25.0,24.0,1.0,348.0,403.0,86.4,6117.0,1308.0,149.0,164.0,90.9,158.0,175.0,90.3,33.0,45.0,73.3,1.0,0.5,0.3,0.5,6.0,26.0,1.0,0.0,27.0,0.0,1.0,0.0,0.0,0.3,0.3,0.9,3.0,1.0,0.0,0.11,0.11,0.0,0.11,0.04,0.06,0.1,0.04,0.1,13.0,1.46,9.0,0.0,0.0,1.0,2.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,399.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,3.0,8.0,2.0,25.0,0.9,0.22,0.0,0.0,21.9,0.0,0.04,-0.3,-0.3,489.0,27.0,136.0,295.0,62.0,7.0,489.0,3.0,2.0,66.7,1.0,33.3,276.0,1674.0,607.0,6.0,0.0,14.0,8.0,323.0,247555,Defensive Midfield,1996-04-15,28,"['Switzerland', 'Portugal']",187.0,right,2024-08-30,1.FSV Mainz 05,2025-06-30,3500000.0,
549,Edson Álvarez,MEX,MF,West Ham,eng  Premier League,27-138,1997.0,23.0,18.0,1535.0,17.1,,,,,,,,,,,0.0,,,,,67.0,60.9,77.0,4.0,5.0,31.0,0.0,1.22,16.0,26.0,-10.0,-0.59,-0.04,20.4,25.3,-4.9,-0.29,0.24,8.0,1.0,1.0,35.0,17.0,4.0,6.0,16.0,21.0,0.0,0.0,0.0,74.0,26.0,20.0,56.5,42.0,21.0,24.0,11.0,7.0,15.0,31.0,48.4,16.0,21.0,8.0,13.0,16.0,58.0,38.0,1.0,698.0,813.0,85.9,11846.0,3409.0,342.0,384.0,89.1,294.0,327.0,89.9,57.0,78.0,73.1,1.0,0.8,0.8,0.2,11.0,73.0,10.0,3.0,68.0,0.0,1.0,0.0,0.0,0.3,0.3,1.1,20.0,19.0,0.0,0.06,0.06,0.0,0.06,0.02,0.05,0.07,0.02,0.07,24.0,1.41,21.0,0.0,2.0,1.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,793.0,14.0,10.0,3.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,698.0,6.0,9.0,11.0,1.0,9.1,0.64,0.06,0.0,0.0,26.7,0.0,0.03,-0.3,-0.3,1017.0,59.0,309.0,548.0,167.0,12.0,1017.0,29.0,13.0,44.8,12.0,41.4,545.0,3060.0,1391.0,18.0,2.0,23.0,13.0,672.0,401356,Defensive Midfield,1997-10-24,27,['Mexico'],190.0,right,2023-08-10,: Ablöse €38.00m,2028-06-30,30000000.0,
561,Elisha Owusu,GHA,MF,Auxerre,fr  Ligue 1,27-124,1997.0,24.0,24.0,2063.0,22.9,,,,,,,,,,,0.0,,,,,86.0,91.7,86.0,15.0,0.0,,0.0,1.17,33.0,33.0,0.0,0.0,0.96,26.9,38.5,-11.5,-0.5,-0.85,5.0,0.0,0.0,44.0,19.0,0.0,8.0,39.0,37.0,0.0,1.0,1.0,143.0,15.0,24.0,38.5,67.0,37.0,26.0,36.0,5.0,29.0,44.0,65.9,15.0,29.0,8.0,21.0,39.0,106.0,33.0,1.0,595.0,742.0,80.2,9627.0,2544.0,292.0,342.0,85.4,244.0,289.0,84.4,39.0,67.0,58.2,3.0,0.9,0.5,2.1,11.0,49.0,6.0,1.0,71.0,1.0,4.0,1.0,0.0,0.3,0.3,1.2,7.0,30.0,0.04,0.13,0.17,0.04,0.17,0.01,0.04,0.05,0.01,0.05,29.0,1.27,27.0,0.0,0.0,0.0,0.0,2.0,5.0,0.22,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,742.0,733.0,7.0,6.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,595.0,2.0,13.0,6.0,3.0,50.0,0.26,0.13,0.17,0.33,24.9,0.0,0.05,0.7,0.7,970.0,41.0,274.0,588.0,120.0,5.0,970.0,20.0,8.0,40.0,11.0,55.0,446.0,1699.0,637.0,9.0,2.0,25.0,22.0,481.0,395695,Defensive Midfield,1997-11-07,27,"['Ghana', 'France']",182.0,right,2023-01-16,: Ablöse €500k,2027-06-30,3000000.0,
563,Ellyes Skhiri,TUN,MF,Eint Frankfurt,de  Bundesliga,29-305,1995.0,21.0,18.0,1535.0,17.1,,,,,,,,,,,0.0,,,,,73.0,68.2,82.0,13.0,3.0,21.0,2.0,1.81,36.0,25.0,11.0,0.64,0.52,32.5,26.0,6.5,0.38,0.2,5.0,0.0,0.0,17.0,15.0,1.0,2.0,22.0,12.0,0.0,0.0,0.0,83.0,14.0,14.0,50.0,21.0,12.0,8.0,11.0,2.0,9.0,30.0,30.0,21.0,23.0,5.0,18.0,22.0,43.0,31.0,3.0,786.0,895.0,87.8,11917.0,3249.0,425.0,459.0,92.6,293.0,330.0,88.8,39.0,59.0,66.1,1.0,1.1,1.4,-0.1,15.0,57.0,11.0,0.0,71.0,0.0,1.0,0.0,0.0,0.6,0.6,1.6,8.0,20.0,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.1,0.03,0.1,37.0,2.17,31.0,0.0,0.0,2.0,0.0,4.0,5.0,0.29,3.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,895.0,875.0,19.0,19.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,786.0,1.0,15.0,9.0,0.0,0.0,0.53,0.0,0.0,,19.3,0.0,0.06,-0.6,-0.6,1059.0,59.0,305.0,620.0,137.0,12.0,1059.0,13.0,10.0,76.9,2.0,15.4,577.0,2375.0,1029.0,9.0,1.0,19.0,6.0,716.0,290587,Defensive Midfield,1995-05-10,29,"['Tunisia', 'France']",185.0,right,2023-07-05,1.FC Köln,2027-06-30,9000000.0,
577,Emre Can,GER,"DF,MF",Dortmund,de  Bundesliga,31-058,1994.0,22.0,18.0,1593.0,17.7,,,,,,,,,,,2.0,,,,,72.0,70.8,84.0,14.0,4.0,21.0,0.0,1.41,30.0,24.0,6.0,0.34,0.34,31.3,18.8,12.5,0.71,0.99,3.0,1.0,0.0,18.0,15.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,76.0,33.0,17.0,66.0,38.0,23.0,25.0,11.0,2.0,12.0,24.0,50.0,12.0,15.0,8.0,7.0,15.0,53.0,54.0,3.0,1435.0,1583.0,90.7,26277.0,8575.0,567.0,602.0,94.2,744.0,782.0,95.1,115.0,170.0,67.6,0.0,0.3,0.7,-0.3,4.0,95.0,3.0,0.0,96.0,2.0,2.0,0.0,2.0,1.9,0.3,0.5,15.0,9.0,0.11,0.0,0.11,0.0,0.0,0.1,0.01,0.12,0.02,0.03,22.0,1.24,19.0,0.0,0.0,2.0,1.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1583.0,1529.0,51.0,34.0,2.0,7.0,11.0,13.0,0.0,0.0,0.0,0.0,1435.0,3.0,8.0,6.0,0.0,0.0,0.34,0.0,0.0,,26.4,0.0,0.05,0.1,-0.3,1753.0,99.0,613.0,1009.0,141.0,9.0,1751.0,20.0,13.0,65.0,6.0,30.0,1190.0,5541.0,2948.0,22.0,1.0,13.0,8.0,1341.0,119296,Defensive Midfield,1994-01-12,31,"['Germany', 'Türkiye']",186.0,right,2020-07-01,Juventus FC,2026-06-30,7000000.0,Team captain
581,Enzo Barrenechea,ARG,MF,Valencia,es  La Liga,23-293,2001.0,20.0,17.0,1397.0,15.5,,,,,,,,,,,0.0,,,,,70.0,57.5,78.0,2.0,3.0,26.0,2.0,1.25,22.0,23.0,-1.0,-0.06,1.16,20.4,18.0,2.4,0.16,1.14,5.0,0.0,0.0,16.0,21.0,0.0,2.0,17.0,23.0,1.0,0.0,0.0,77.0,26.0,18.0,59.1,39.0,23.0,17.0,16.0,6.0,22.0,31.0,71.0,9.0,21.0,6.0,15.0,17.0,56.0,30.0,1.0,725.0,845.0,85.8,12800.0,3510.0,332.0,372.0,89.2,313.0,345.0,90.7,69.0,97.0,71.1,2.0,0.8,0.9,1.2,10.0,95.0,6.0,0.0,78.0,1.0,3.0,1.0,0.0,1.1,1.1,1.8,16.0,8.0,0.06,0.13,0.19,0.06,0.19,0.07,0.05,0.12,0.07,0.12,33.0,2.13,25.0,1.0,0.0,1.0,2.0,4.0,7.0,0.45,4.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,845.0,810.0,31.0,31.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,725.0,4.0,6.0,10.0,2.0,20.0,0.64,0.13,0.1,0.5,15.9,0.0,0.11,-0.1,-0.1,996.0,41.0,225.0,648.0,133.0,12.0,996.0,19.0,9.0,47.4,9.0,47.4,446.0,2030.0,977.0,10.0,0.0,15.0,13.0,644.0,671915,Defensive Midfield,2001-05-22,23,['Argentina'],186.0,right,2024-08-30,Aston Villa,2025-06-30,7500000.0,
650,Florian Grillitsch,AUT,MF,Valladolid,es  La Liga,29-216,1995.0,5.0,3.0,244.0,2.7,,,,,,,,,,,0.0,,,,,49.0,10.0,63.0,1.0,2.0,28.0,0.0,0.2,2.0,8.0,-6.0,-2.21,-0.65,2.9,4.9,-1.9,-0.71,0.23,1.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,20.0,1.0,1.0,50.0,4.0,4.0,3.0,1.0,0.0,2.0,6.0,33.3,4.0,7.0,1.0,6.0,2.0,6.0,4.0,0.0,117.0,148.0,79.1,2411.0,730.0,38.0,44.0,86.4,56.0,65.0,86.2,21.0,32.0,65.6,0.0,0.6,0.3,-0.6,6.0,22.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.24,0.02,0.24,15.0,5.51,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,140.0,8.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,117.0,0.0,1.0,2.0,1.0,50.0,0.74,0.37,0.0,0.0,17.9,0.0,0.03,-0.1,-0.1,174.0,8.0,45.0,111.0,24.0,3.0,174.0,8.0,5.0,62.5,2.0,25.0,99.0,583.0,315.0,2.0,0.0,3.0,3.0,116.0,195736,Defensive Midfield,1995-08-07,29,['Austria'],187.0,right,2025-02-03,TSG 1899 Hoffenheim,2025-06-30,3500000.0,
660,Flynn Downes,ENG,MF,Southampton,eng  Premier League,26-050,1999.0,19.0,18.0,1514.0,16.8,,,,,,,,,,,0.0,,,,,80.0,60.1,83.0,12.0,1.0,18.0,2.0,0.32,10.0,40.0,-30.0,-1.78,-0.17,16.9,34.7,-17.9,-1.06,1.06,9.0,0.0,0.0,39.0,29.0,0.0,2.0,26.0,20.0,0.0,0.0,0.0,57.0,11.0,10.0,52.4,36.0,20.0,17.0,15.0,4.0,12.0,29.0,41.4,17.0,20.0,4.0,16.0,26.0,62.0,33.0,4.0,745.0,826.0,90.2,11040.0,2254.0,426.0,459.0,92.8,264.0,285.0,92.6,30.0,44.0,68.2,0.0,0.9,1.2,-0.9,12.0,45.0,9.0,0.0,51.0,1.0,1.0,1.0,0.0,0.6,0.6,1.5,19.0,24.0,0.06,0.0,0.06,0.06,0.06,0.04,0.05,0.09,0.04,0.09,24.0,1.43,20.0,2.0,0.0,1.0,0.0,1.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,826.0,800.0,25.0,25.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,745.0,1.0,9.0,9.0,3.0,33.3,0.54,0.18,0.11,0.33,17.6,0.0,0.07,0.4,0.4,993.0,69.0,304.0,525.0,168.0,18.0,993.0,11.0,3.0,27.3,7.0,63.6,461.0,2513.0,1305.0,14.0,4.0,12.0,15.0,710.0,506189,Defensive Midfield,1999-01-20,26,['England'],178.0,right,2024-07-16,West Ham United,2028-06-30,15000000.0,
