Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,PrgC_90,PrgP_90,PrgR_90,xG_90,xAG_90,npxG_90,npxG+xAG_90,Possession_Influence,Defensive_Contribution,Final_Third_Impact,Tactical_Adaptability,TIS
Alberto Perea,es ESP,"MF,FW",Granada,32.0,1990.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,4.87,4.87,0.0,4.87,Matches,0.0,90.0,45.0,0.0,4.5,0.0,4.5,75.0,100.0,46.874999999999986,66.66666666666667,70.57291666666666
Miloš Pantović,rs SRB,MF,Union Berlin,27.0,1996.0,1,0,15,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,1,0,1,6.0,0.0,6.0,6.0,6.0,4.55,0.0,4.55,4.55,4.55,Matches,6.0,0.0,6.0,4.800000000000001,0.0,4.800000000000001,4.800000000000001,6.666666666666667,100.0,99.99999999999999,71.11111111111113,69.1111111111111
Christian Kühlwetter,de GER,MF,Heidenheim,27.0,1996.0,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,0,0,0.0,11.25,11.25,0.0,11.25,0.0,6.85,6.85,0.0,6.85,Matches,11.25,0.0,0.0,0.0,6.749999999999999,0.0,6.749999999999999,6.25,100.0,70.31249999999997,100.0,61.484374999999986
Deivid Washington,br BRA,"DF,FW",Chelsea,18.0,2005.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,3.23,0.0,3.23,3.23,3.23,Matches,0.0,0.0,6.923076923076923,3.4615384615384617,0.0,3.4615384615384617,3.4615384615384617,3.8461538461538463,100.0,72.1153846153846,51.28205128205129,56.52243589743589
Enso Gonzalez,py PAR,"MF,DF",Wolves,18.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,180.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,55.0
Donny van de Beek,nl NED,DF,Manchester Utd,26.0,1997.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,Matches,0.0,0.0,30.0,0.0,3.0,0.0,6.0,16.666666666666668,100.0,31.249999999999993,88.8888888888889,49.82638888888889
Elye Wahi,fr FRA,FW,Montpellier,20.0,2003.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4.23,4.23,0.0,4.23,Matches,6.428571428571429,6.428571428571429,12.857142857142858,0.0,3.8571428571428568,0.0,3.8571428571428568,14.285714285714286,100.0,40.178571428571416,57.142857142857146,49.06249999999999
Mattéo Guendouzi,fr FRA,MF,Marseille,24.0,1999.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,1,1,0.0,0.0,0.0,0.0,0.0,2.59,0.0,2.59,2.59,2.59,Matches,9.473684210526315,4.7368421052631575,4.7368421052631575,2.3684210526315788,0.0,2.3684210526315788,2.3684210526315788,10.526315789473683,100.0,49.34210526315788,35.08771929824562,48.936403508771924
Luca Raimund,de GER,"FW,MF",Stuttgart,18.0,2005.0,3,0,30,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,1,2,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.79,2.79,2.79,Matches,0.0,3.0,6.0,2.7,0.0,2.7,2.7,5.0,94.44444444444444,56.24999999999999,40.00000000000001,48.79861111111111
Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,23.0,1999.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.55,1.62,2.17,0.55,2.17,Matches,10.0,20.0,0.0,1.0,2.0,1.0,2.0,16.666666666666668,100.0,41.66666666666666,29.629629629629633,47.54629629629629
Noah Mbamba,be BEL,MF,Leverkusen,18.0,2005.0,3,0,16,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,2,1,0.0,5.63,5.63,0.0,5.63,0.14,3.16,3.3,0.14,3.3,Matches,5.625,11.25,5.625,0.0,3.3749999999999996,0.0,3.3749999999999996,12.5,100.0,35.156249999999986,50.0,46.05468749999999
Nathanael Mbuku,cd COD,FW,Augsburg,21.0,2002.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.56,0.69,1.25,0.56,1.25,Matches,18.0,18.0,72.0,0.0,0.0,0.0,1.8000000000000003,60.0,100.0,0.0,26.666666666666675,45.66666666666667
Timothy Chandler,us USA,"MF,DF",Eint Frankfurt,33.0,1990.0,6,0,18,0.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,5,10,0.0,5.0,5.0,0.0,5.0,0.4,0.69,1.09,0.4,1.09,Matches,5.0,25.0,50.0,0.5,0.5,0.5,1.0,44.44444444444444,100.0,15.624999999999996,14.814814814814817,45.28356481481481
Oscar Cortés,co COL,"FW,MF",Lens,19.0,2003.0,4,0,44,0.5,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,1,2,8,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35,Matches,2.0454545454545454,4.090909090909091,16.363636363636363,1.0227272727272727,1.4318181818181819,1.0227272727272727,2.2500000000000004,12.5,100.0,36.22159090909091,33.33333333333334,44.76089015151515
Borja Vázquez,es ESP,FW,Cádiz,18.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.7,Matches,0.0,22.5,22.5,0.0,2.25,0.0,2.25,25.0,100.0,23.437499999999993,33.333333333333336,44.036458333333336
Mikey Moore,eng ENG,MF,Tottenham,15.0,2007.0,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,45.0,22.5,45.0,0.0,0.0,0.0,0.0,62.5,100.0,0.0,0.0,43.75
Ayanda Sishuba,be BEL,"MF,FW",Lens,18.0,2005.0,7,0,62,0.7,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,7,1,10,0.0,0.0,0.0,0.0,0.0,1.27,0.04,1.31,1.27,1.31,Matches,10.161290322580646,1.4516129032258065,14.516129032258064,1.3064516129032258,0.0,1.3064516129032258,1.3064516129032258,14.516129032258066,100.0,27.217741935483865,19.35483870967742,40.81653225806451
Milutin Osmajić,me MNE,MF,Cádiz,24.0,1999.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.46,0.8,2.26,1.46,2.26,Matches,0.0,0.0,0.0,1.8000000000000003,0.0,1.8000000000000003,1.8000000000000003,0.0,100.0,37.5,26.666666666666675,40.79166666666667
Ansu Fati,es ESP,"MF,FW",Barcelona,20.0,2002.0,3,0,50,0.6,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,4,5,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,Matches,10.799999999999999,7.199999999999999,9.0,1.2599999999999998,0.0,1.2599999999999998,1.2599999999999998,15.0,100.0,26.24999999999999,18.666666666666664,40.55416666666667
Kaide Gordon,eng ENG,FW,Liverpool,18.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,90.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,40.0
Thomas Keller,de GER,"MF,FW",Heidenheim,23.0,1999.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,90.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,40.0
Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,18.0,2004.0,8,0,74,0.8,1,0,1,1,0,0,0,0,1.2,1.2,0.0,1.2,0,2,8,1.22,0.0,1.22,1.22,1.22,1.43,0.05,1.48,1.43,1.48,Matches,0.0,2.4324324324324325,9.72972972972973,1.4594594594594594,0.0,1.4594594594594594,1.4594594594594594,6.756756756756757,100.0,30.405405405405396,21.621621621621625,39.83108108108108
Kieffer Moore,wls WAL,"FW,MF",Bournemouth,30.0,1992.0,8,0,108,1.2,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,2,4,15,0.83,0.0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44,Matches,1.6666666666666667,3.3333333333333335,12.5,1.25,0.16666666666666669,1.25,1.4166666666666667,9.722222222222223,100.0,27.777777777777775,20.98765432098766,39.73765432098765
Ryan Gravenberch,nl NED,FW,Bayern Munich,21.0,2002.0,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.92,0.0,1.92,Matches,0.0,9.0,27.0,0.0,1.8000000000000003,0.0,1.8000000000000003,20.0,94.44444444444444,18.75,26.666666666666675,38.840277777777786
Bilal Brahimi,dz ALG,FW,Nice,23.0,2000.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,Matches,8.181818181818182,0.0,49.09090909090909,0.0,0.8181818181818182,0.0,0.8181818181818182,31.81818181818182,100.0,8.522727272727272,12.121212121212123,38.740530303030305
Adama Bojang,gm GAM,FW,Reims,19.0,2004.0,9,0,83,0.9,0,0,0,0,0,0,1,0,1.3,1.3,0.0,1.3,2,1,8,0.0,0.0,0.0,0.0,0.0,1.38,0.05,1.43,1.38,1.43,Matches,2.1686746987951806,1.0843373493975903,8.674698795180722,1.4096385542168675,0.0,1.4096385542168675,1.4096385542168675,6.626506024096385,94.44444444444444,29.367469879518065,20.88353413654619,37.966030789825965
Simone Verdi,it ITA,FW,Torino,31.0,1992.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,Matches,0.0,0.0,0.0,0.0,2.25,0.0,2.25,0.0,100.0,23.437499999999993,33.333333333333336,36.536458333333336
Neal Maupay,fr FRA,FW,Everton,26.0,1996.0,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0.0,0.0,0.0,0.0,0.0,1.16,0.05,1.22,1.16,1.22,Matches,0.8108108108108107,0.0,4.864864864864865,1.135135135135135,0.08108108108108109,1.135135135135135,1.2162162162162162,3.1531531531531534,100.0,24.49324324324324,18.01801801801802,36.32038288288288
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,21.0,2002.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,45.0,0.0,22.5,0.0,0.0,0.0,0.0,37.5,100.0,0.0,0.0,36.25
George Pușcaș,ro ROU,FW,Genoa,27.0,1996.0,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,5,3,17,0.0,0.0,0.0,0.0,0.0,0.98,0.04,1.02,0.98,1.02,Matches,2.356020942408377,1.4136125654450262,8.010471204188482,0.9895287958115183,0.04712041884816754,0.9895287958115183,1.036649214659686,6.544502617801048,100.0,21.10602094240837,15.35776614310646,35.88623472949389
Marc Guiu,es ESP,"FW,MF",Barcelona,17.0,2006.0,3,1,74,0.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.0,1,1,8,1.22,0.0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24,Matches,1.2162162162162162,1.2162162162162162,9.72972972972973,0.972972972972973,0.36486486486486486,0.972972972972973,1.2162162162162162,6.756756756756757,94.44444444444444,24.070945945945944,18.01801801801802,35.86477102102102
Timo Werner,de GER,"FW,MF",RB Leipzig,27.0,1996.0,8,2,207,2.3,2,0,2,1,1,1,0,0,2.4,1.6,0.0,1.6,10,6,32,0.87,0.0,0.87,0.43,0.43,1.02,0.02,1.04,0.68,0.7,Matches,4.347826086956522,2.608695652173913,13.913043478260871,1.0434782608695652,0.0,0.6956521739130436,0.6956521739130436,11.594202898550725,100.0,18.115942028985504,10.305958132045092,35.84943639291465
Nicolás Paz,ar ARG,"MF,FW",Real Madrid,18.0,2004.0,4,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,6,2,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches,11.73913043478261,23.47826086956522,7.82608695652174,0.39130434782608703,0.0,0.39130434782608703,0.39130434782608703,23.913043478260875,100.0,8.152173913043478,5.797101449275364,35.60688405797102
Lovro Majer,hr CRO,MF,Rennes,25.0,1998.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.14,1.39,1.52,0.14,1.52,Matches,5.625,0.0,5.625,0.0,1.6874999999999998,0.0,1.6874999999999998,6.25,100.0,17.578124999999993,25.0,35.52734375
Philippe Coutinho,br BRA,"MF,FW",Aston Villa,31.0,1992.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,18.0,18.0,7.199999999999999,0.36,0.0,0.36,0.36,24.000000000000004,100.0,7.499999999999998,5.333333333333334,35.358333333333334
Federico Di Francesco,it ITA,"FW,MF",Lecce,29.0,1994.0,2,0,15,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,6.0,0.0,6.0,6.0,6.0,0.53,0.0,0.53,0.53,0.53,Matches,6.0,6.0,18.0,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,16.666666666666668,100.0,12.499999999999998,8.888888888888891,35.263888888888886
Frans Krätzig,de GER,DF,Bayern Munich,20.0,2003.0,4,0,56,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0,7,7,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.84,0.42,0.84,Matches,0.0,11.25,11.25,0.4821428571428571,0.4821428571428571,0.4821428571428571,0.8035714285714286,12.5,100.0,15.06696428571428,11.904761904761907,35.21391369047619
Samuel Bamba,de GER,FW,Dortmund,19.0,2004.0,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,2,7,0.0,0.0,0.0,0.0,0.0,0.51,0.15,0.67,0.51,0.67,Matches,9.574468085106382,3.829787234042553,13.404255319148936,0.5744680851063829,0.19148936170212766,0.5744680851063829,0.5744680851063829,14.893617021276594,100.0,13.962765957446805,8.51063829787234,35.2061170212766
Yassin Tallal,es ESP,FW,Getafe,18.0,2005.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,30.0,0.0,30.0,0.0,0.0,0.0,0.0,33.333333333333336,100.0,0.0,0.0,35.0
Ichem Ferrah,fr FRA,FW,Lille,17.0,2005.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,60.0,0.0,0.0,0.0,0.0,33.333333333333336,100.0,0.0,0.0,35.0
Serhou Guirassy,gn GUI,FW,Stuttgart,27.0,1996.0,28,25,2208,24.5,28,3,31,24,4,4,0,0,20.8,17.6,6.6,24.2,32,56,183,1.14,0.12,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99,Matches,1.3043478260869565,2.282608695652174,7.459239130434782,0.8478260869565217,0.26902173913043476,0.717391304347826,0.9864130434782608,6.136775362318841,100.0,19.10665760869565,14.61352657004831,34.989715428743956
Andrey Santos,br BRA,MF,Nott'ham Forest,19.0,2004.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Matches,0.0,0.0,0.0,1.125,0.0,1.125,1.125,0.0,100.0,23.437499999999993,16.666666666666668,34.869791666666664
Birger Meling,no NOR,DF,Rennes,28.0,1994.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.8,Matches,0.0,0.0,0.0,1.125,0.0,1.125,1.125,0.0,100.0,23.437499999999993,16.666666666666668,34.869791666666664
Jeremy Doku,be BEL,FW,Rennes,21.0,2002.0,2,1,111,1.2,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,11,5,19,0.81,0.0,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64,Matches,8.91891891891892,4.0540540540540535,15.405405405405405,0.48648648648648646,0.16216216216216217,0.48648648648648646,0.6486486486486487,15.765765765765767,100.0,11.824324324324321,9.609609609609612,34.8292042042042
Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,26.0,1997.0,26,17,1506,16.7,3,8,11,3,0,0,0,0,4.4,4.4,6.7,11.1,160,133,247,0.18,0.48,0.66,0.18,0.66,0.26,0.4,0.67,0.26,0.67,Matches,9.561752988047807,7.94820717131474,14.760956175298803,0.26294820717131473,0.40039840637450197,0.26294820717131473,0.6633466135458167,17.92828685258964,100.0,9.648904382470118,9.827357237715804,34.73833831341302
Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19.0,2004.0,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.0,11.25,11.25,0.0,11.25,0.0,0.71,0.71,0.0,0.71,Matches,0.0,0.0,22.5,0.0,1.125,0.0,1.125,12.5,100.0,11.718749999999996,16.666666666666668,34.518229166666664
Tiago Fonseca Morais,pt POR,FW,Lille,19.0,2003.0,3,0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,3,2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,Matches,5.869565217391305,5.869565217391305,3.91304347826087,0.7826086956521741,0.0,0.7826086956521741,0.7826086956521741,8.695652173913045,100.0,16.304347826086957,11.594202898550728,34.47463768115942
Josh Dasilva,eng ENG,"DF,FW",Brentford,24.0,1998.0,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.72,Matches,7.5,7.5,18.75,0.0,0.75,0.0,0.75,18.75,100.0,7.812499999999998,11.111111111111112,34.470486111111114
David Brooks,wls WAL,"FW,MF",Bournemouth,26.0,1997.0,13,2,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1.0,3.2,8,21,27,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03,Matches,2.5531914893617023,6.702127659574468,8.617021276595745,0.7021276595744681,0.3191489361702128,0.7021276595744681,1.021276595744681,9.929078014184398,94.44444444444444,17.952127659574465,15.130023640661943,34.386081560283685
Sasa Kalajdzic,at AUT,FW,Wolves,26.0,1997.0,11,1,166,1.8,2,0,2,2,0,0,0,0,1.1,1.1,1.0,2.0,1,5,9,1.08,0.0,1.08,1.08,1.08,0.57,0.52,1.09,0.57,1.09,Matches,0.5421686746987951,2.710843373493976,4.879518072289156,0.5963855421686747,0.5421686746987951,0.5963855421686747,1.0843373493975903,4.518072289156627,100.0,18.0722891566265,16.06425702811245,34.287148594377506
Oscar Bobb,no NOR,"FW,MF",Manchester City,20.0,2003.0,14,2,302,3.4,1,1,2,1,0,0,0,0,1.4,1.4,1.2,2.6,13,25,38,0.3,0.3,0.6,0.3,0.6,0.41,0.37,0.78,0.41,0.78,Matches,3.8741721854304636,7.450331125827814,11.324503311258278,0.4172185430463576,0.3576158940397351,0.4172185430463576,0.7748344370860927,12.582781456953642,100.0,12.417218543046353,11.479028697571744,34.26876379690949
Michael Olakigbe,eng ENG,"DF,FW",Brentford,19.0,2004.0,8,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,10,4,17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,15.254237288135593,6.101694915254237,25.93220338983051,0.15254237288135594,0.0,0.15254237288135594,0.15254237288135594,26.27118644067797,100.0,3.177966101694915,2.259887005649718,34.21963276836158
Silas Katompa,cd COD,"FW,MF",Stuttgart,24.0,1998.0,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,49,25,130,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72,Matches,4.9,2.5,13.0,0.5700000000000001,0.22999999999999998,0.49000000000000005,0.72,11.333333333333334,100.0,13.437499999999996,10.666666666666668,34.16979166666667
Serge Gnabry,de GER,"FW,MF",Bayern Munich,28.0,1995.0,10,5,432,4.8,3,1,4,3,0,0,0,0,2.4,2.4,1.2,3.7,23,23,49,0.62,0.21,0.83,0.62,0.83,0.51,0.26,0.77,0.51,0.77,Matches,4.791666666666667,4.791666666666667,10.208333333333334,0.5,0.25,0.5,0.7708333333333334,10.995370370370372,100.0,13.02083333333333,11.419753086419755,33.99787808641975
Bryan Gil,es ESP,"FW,MF",Tottenham,22.0,2001.0,11,2,209,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,11,16,49,0.0,0.0,0.0,0.0,0.0,0.32,0.09,0.41,0.32,0.41,Matches,4.7368421052631575,6.889952153110047,21.10047846889952,0.34449760765550236,0.08612440191387559,0.34449760765550236,0.43062200956937796,18.181818181818183,100.0,8.074162679425834,6.379585326953748,33.91846092503987
Enes Ünal,tr TUR,"FW,MF",Bournemouth,26.0,1997.0,16,2,328,3.6,2,2,4,2,0,0,1,0,2.9,2.9,1.0,3.9,4,7,28,0.55,0.55,1.1,0.55,1.1,0.8,0.28,1.07,0.8,1.07,Matches,1.0975609756097562,1.920731707317073,7.682926829268292,0.7957317073170732,0.27439024390243905,0.7957317073170732,1.0701219512195121,5.945121951219512,94.44444444444444,19.435975609756095,15.853658536585368,33.78260501355014
George Earthy,eng ENG,FW,West Ham,18.0,2004.0,3,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,3,2.65,0.0,2.65,2.65,2.65,0.82,0.0,0.82,0.82,0.82,Matches,0.0,2.6470588235294117,7.9411764705882355,0.7941176470588235,0.0,0.7941176470588235,0.7941176470588235,5.882352941176471,100.0,16.54411764705882,11.764705882352942,33.731617647058826
Naatan Skyttä,fi FIN,"MF,FW",Toulouse,21.0,2002.0,8,0,120,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,1,12,12,0.0,0.0,0.0,0.0,0.0,0.4,0.44,0.84,0.36,0.81,Matches,0.75,9.0,9.0,0.375,0.45,0.375,0.8250000000000001,10.416666666666668,100.0,12.499999999999996,12.222222222222225,33.72222222222222
Borna Sosa,hr CRO,"FW,DF",Stuttgart,25.0,1998.0,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,2,10,0.0,0.0,0.0,0.0,0.0,0.06,0.57,0.63,0.06,0.63,Matches,9.782608695652174,3.91304347826087,19.565217391304348,0.0,0.5869565217391305,0.0,0.5869565217391305,18.47826086956522,100.0,6.1141304347826075,8.695652173913045,33.55298913043478
Trévis Dago,ci CIV,"FW,MF",Lille,18.0,2005.0,4,0,23,0.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,1,0,1,0.0,3.91,3.91,0.0,3.91,0.16,1.63,1.78,0.16,1.78,Matches,3.91304347826087,0.0,3.91304347826087,0.0,1.5652173913043481,0.0,1.956521739130435,4.347826086956522,94.44444444444444,16.304347826086957,28.98550724637682,33.520531400966185
Luis Muriel,co COL,"FW,MF",Atalanta,32.0,1991.0,18,2,409,4.5,2,1,3,2,0,0,0,0,1.5,1.5,1.7,3.3,19,24,57,0.44,0.22,0.66,0.44,0.66,0.34,0.38,0.72,0.34,0.72,Matches,4.180929095354523,5.28117359413203,12.54278728606357,0.33007334963325186,0.3740831295843521,0.33007334963325186,0.726161369193154,12.224938875305623,100.0,10.773227383863079,10.75794621026895,33.51390586797066
Michael Olise,fr FRA,"FW,MF",Crystal Palace,21.0,2001.0,19,14,1275,14.2,10,6,16,9,1,1,0,0,5.5,4.7,5.8,10.5,68,78,134,0.71,0.42,1.13,0.64,1.06,0.39,0.41,0.8,0.33,0.74,Matches,4.8,5.5058823529411764,9.458823529411765,0.38823529411764707,0.40941176470588236,0.33176470588235296,0.7411764705882353,10.980392156862745,100.0,11.764705882352938,10.980392156862747,33.509803921568626
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,24.0,1998.0,2,2,153,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,6,3,9,0.59,0.0,0.59,0.59,0.59,0.77,0.0,0.77,0.77,0.77,Matches,3.5294117647058822,1.7647058823529411,5.294117647058823,0.7647058823529412,0.0,0.7647058823529412,0.7647058823529412,5.882352941176471,100.0,15.931372549019606,11.32897603485839,33.473583877995644
Marko Arnautović,at AUT,FW,Inter,34.0,1989.0,27,5,801,8.9,5,3,8,5,0,0,0,0,5.0,5.0,2.6,7.6,12,20,77,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85,Matches,1.348314606741573,2.2471910112359548,8.651685393258427,0.5617977528089887,0.29213483146067415,0.5617977528089887,0.8539325842696629,6.803995006242197,100.0,14.74719101123595,12.650853100291304,33.46780066583437
Mohamed Salah,eg EGY,FW,Liverpool,31.0,1992.0,32,28,2534,28.2,18,10,28,13,5,7,2,0,21.2,15.5,11.8,27.3,98,147,341,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97,Matches,3.4806629834254146,5.220994475138122,12.111286503551698,0.7529597474348856,0.4191002367797948,0.5505130228887135,0.9696132596685083,11.562746645619574,88.88888888888889,17.943468823993683,14.364640883977902,33.40772439270367
Erling Haaland,no NOR,FW,Manchester City,23.0,2000.0,31,29,2552,28.4,27,5,32,20,7,8,1,0,29.2,22.9,4.3,27.2,35,26,126,0.95,0.18,1.13,0.71,0.88,1.03,0.15,1.18,0.81,0.96,Matches,1.2343260188087775,0.9169278996865204,4.443573667711599,1.0297805642633229,0.15164576802507837,0.807601880877743,0.9592476489028213,3.6637931034482762,94.44444444444444,20.719043887147333,14.2110762800418,33.38302203065134
