Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,PrgC_90,PrgP_90,PrgR_90,xG_90,xAG_90,npxG_90,npxG+xAG_90,Possession_Influence,Defensive_Contribution,Final_Third_Impact,Tactical_Adaptability,TIS
Vladimír Coufal,cz CZE,DF,West Ham,30.0,1992.0,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,Matches,1.9540229885057472,3.4195402298850577,3.620689655172414,0.008620689655172414,0.1149425287356322,0.008620689655172414,0.1235632183908046,4.996807151979566,50.0,1.3769157088122603,1.8305661983822905,14.66401926351639
Maximilian Arnold,de GER,MF,Wolfsburg,29.0,1994.0,30,27,2506,27.8,2,1,3,2,0,0,9,0,1.0,1.0,3.9,4.9,20,143,19,0.07,0.04,0.11,0.07,0.11,0.04,0.14,0.18,0.04,0.18,Matches,0.7182761372705506,5.135674381484438,0.6823623304070231,0.035913806863527534,0.14006384676775738,0.035913806863527534,0.17597765363128492,3.6312849162011176,50.0,2.207202713487629,2.6070763500931102,14.622614059590317
Gabriel Paulista,br BRA,DF,Valencia,32.0,1990.0,18,16,1398,15.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,2,33,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches,0.12875536480686695,2.124463519313305,0.12875536480686695,0.02575107296137339,0.012875536480686695,0.02575107296137339,0.03862660944206008,1.3233190271816881,55.55555555555556,0.6706008583690986,0.5722460658082976,14.57781950405341
Lewis Dunk,eng ENG,DF,Brighton,31.0,1991.0,33,33,2869,31.9,3,1,4,3,0,0,7,1,3.1,3.1,0.9,4.0,33,152,13,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12,Matches,1.0352039037992333,4.768211920529802,0.4078075984663646,0.09724642732659464,0.028232833739979087,0.09724642732659464,0.12547926106657373,3.4506796793307775,50.0,2.3200592540955034,1.8589520158010926,14.53311984431277
Calvin Bassey,ng NGA,DF,Fulham,23.0,1999.0,29,25,2303,25.6,1,0,1,1,0,0,6,1,0.3,0.3,0.0,0.4,15,62,4,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,Matches,0.5861919235779418,2.422926617455493,0.15631784628745116,0.011723838471558836,0.0,0.011723838471558836,0.015631784628745118,1.7585757707338256,55.55555555555556,0.24424663482414236,0.2315819944999277,14.525106141747479
Remo Freuler,ch SUI,MF,Bologna,31.0,1992.0,32,30,2624,29.2,1,1,2,1,0,0,9,0,1.2,1.2,1.1,2.3,37,165,48,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08,Matches,1.2690548780487805,5.659298780487805,1.6463414634146343,0.041158536585365856,0.03772865853658537,0.041158536585365856,0.07888719512195122,4.763719512195122,50.0,1.2504763719512193,1.1686991869918701,14.483652502540652
Samuel Gigot,fr FRA,DF,Marseille,29.0,1993.0,21,20,1726,19.2,3,0,3,3,0,0,7,1,2.4,2.4,0.9,3.3,10,54,8,0.16,0.0,0.16,0.16,0.16,0.12,0.04,0.17,0.12,0.17,Matches,0.5214368482039398,2.8157589803012746,0.4171494785631518,0.12514484356894554,0.04692931633835458,0.12514484356894554,0.1720741599073001,2.085747392815759,50.0,3.0960312862108914,2.549246813441483,14.464259849362687
Unai García,es ESP,DF,Osasuna,31.0,1992.0,9,6,560,6.2,1,0,1,1,0,0,6,1,0.1,0.1,0.0,0.1,2,12,1,0.16,0.0,0.16,0.16,0.16,0.02,0.0,0.02,0.02,0.02,Matches,0.3214285714285714,1.9285714285714286,0.1607142857142857,0.016071428571428573,0.0,0.016071428571428573,0.016071428571428573,1.3392857142857142,55.55555555555556,0.33482142857142855,0.23809523809523817,14.431671626984127
Damián Suárez,uy URU,DF,Getafe,35.0,1988.0,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.3,0.3,0.8,1.2,20,58,47,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08,Matches,1.3856812933025404,4.018475750577367,3.25635103926097,0.020785219399538105,0.05542725173210162,0.020785219399538105,0.08314087759815242,4.81139337952271,50.0,1.0103926096997689,1.2317167051578137,14.420227097767514
Thibault De Smet,be BEL,DF,Reims,25.0,1998.0,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.3,0.3,0.8,1.1,23,104,66,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,1.1305297651556525,5.11196067722556,3.2441288913162207,0.014746040415073729,0.03932277444019661,0.014746040415073729,0.05406881485527035,5.270344074276352,50.0,0.7168214090660839,0.8010194793373385,14.41209266338977
Atakan Karazor,,MF,Stuttgart,26.0,1996.0,33,31,2623,29.1,0,4,4,0,0,0,9,0,1.0,1.0,2.6,3.6,24,142,31,0.0,0.14,0.14,0.0,0.14,0.04,0.09,0.13,0.03,0.12,Matches,0.8234845596645063,4.872283644681662,1.0636675562333207,0.03431185665268776,0.08921082729698818,0.03431185665268776,0.12352268394967594,3.7552420892108276,50.0,1.6441097979412882,1.8299656881433475,14.385007624857035
Josh Cullen,ie IRL,MF,Burnley,27.0,1996.0,25,23,2057,22.9,2,3,5,2,0,0,9,0,0.6,0.6,1.8,2.4,22,123,22,0.09,0.13,0.22,0.09,0.22,0.03,0.08,0.11,0.03,0.11,Matches,0.9625668449197862,5.381623723869714,0.9625668449197862,0.026251823043266894,0.07875546912980069,0.026251823043266894,0.10500729217306758,4.059309674282937,50.0,1.3672824501701506,1.5556635877491494,14.351908118619347
Jayden Bogle,eng ENG,DF,Sheffield Utd,23.0,2000.0,34,32,2788,31.0,3,0,3,3,0,0,9,0,2.3,2.3,1.0,3.3,38,60,92,0.1,0.0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11,Matches,1.2266857962697273,1.9368723098995695,2.96987087517934,0.07424677187948349,0.032281205164992825,0.07424677187948349,0.10652797704447632,3.407460545193687,50.0,1.8830703012912473,1.5781922525107606,14.339131994261118
Mikel Merino,es ESP,MF,Real Sociedad,27.0,1996.0,32,27,2482,27.6,5,3,8,5,0,0,10,0,3.3,3.3,1.9,5.2,26,163,99,0.18,0.11,0.29,0.18,0.29,0.12,0.07,0.19,0.12,0.19,Matches,0.9427880741337631,5.910556003223207,3.5898468976631746,0.11966156325543915,0.06889605157131345,0.11966156325543915,0.18855761482675262,5.801772763900081,44.44444444444444,3.2106164383561633,2.7934461455815205,14.254703308263943
Ashley Young,eng ENG,"DF,MF",Everton,38.0,1985.0,31,27,2280,25.3,0,0,0,0,0,0,7,1,0.6,0.6,1.5,2.1,40,82,61,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,1.5789473684210527,3.236842105263158,2.4078947368421053,0.02368421052631579,0.05921052631578948,0.02368421052631579,0.08289473684210527,4.0131578947368425,50.0,1.1101973684210524,1.2280701754385968,14.21532346491228
Gianluca Mancini,it ITA,DF,Roma,27.0,1996.0,36,34,2869,31.9,4,1,5,4,0,0,9,0,1.9,1.9,1.1,3.0,38,139,13,0.13,0.03,0.16,0.13,0.16,0.06,0.04,0.1,0.06,0.1,Matches,1.1920529801324504,4.360404322063437,0.4078075984663646,0.059602649006622516,0.03450679679330778,0.059602649006622516,0.09410944579993029,3.311258278145696,50.0,1.601167654234925,1.3942140118508193,14.193207563611015
Keven Schlotterbeck,de GER,DF,Bochum,26.0,1997.0,27,24,2185,24.3,5,1,6,5,0,0,9,0,2.0,2.0,0.6,2.7,9,93,15,0.21,0.04,0.25,0.21,0.25,0.08,0.03,0.11,0.08,0.11,Matches,0.3707093821510297,3.8306636155606406,0.6178489702517163,0.08237986270022883,0.02471395881006865,0.08237986270022883,0.11121281464530892,2.677345537757437,50.0,1.973684210526315,1.647597254004577,14.1587528604119
Antoine Makoumbou,cg CGO,MF,Cagliari,25.0,1998.0,32,32,2702,30.0,1,0,1,1,0,0,5,2,0.7,0.7,0.9,1.6,37,137,52,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,Matches,1.232420429311621,4.563286454478164,1.7320503330866026,0.023316062176165803,0.02997779422649889,0.023316062176165803,0.053293856402664694,4.182087342709105,50.0,0.7980199851961508,0.7895386133728104,14.112887058968665
Bernardo,br BRA,DF,Bochum,28.0,1995.0,33,33,2924,32.5,1,0,1,1,0,0,9,0,1.9,1.9,0.5,2.4,26,127,38,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches,0.8002735978112175,3.909028727770178,1.1696306429548564,0.05848153214774282,0.015389876880984954,0.05848153214774282,0.07387140902872777,3.266073871409029,50.0,1.378676470588235,1.0943912448700412,14.071798050615595
Óscar Valentín,es ESP,MF,Rayo Vallecano,28.0,1994.0,34,32,2692,29.9,1,0,1,1,0,0,7,1,1.7,1.7,0.6,2.2,24,132,11,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.07,0.06,0.07,Matches,0.8023774145616642,4.413075780089153,0.3677563150074294,0.056835066864784546,0.020059435364041603,0.056835066864784546,0.07355126300148589,3.1017830609212482,50.0,1.3930163447251112,1.089648340762754,14.027055473006438
Sergio Ruiz,es ESP,MF,Granada,28.0,1994.0,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.7,0.7,1.3,2.0,34,113,23,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.07,0.03,0.07,Matches,1.226944667201283,4.077786688051323,0.8299919807538091,0.025260625501202883,0.046912590216519647,0.025260625501202883,0.07217321571772253,3.4081796311146757,50.0,1.0149358460304727,1.0692328254477415,13.984604717989841
Xavi Simons,nl NED,MF,RB Leipzig,20.0,2003.0,32,32,2653,29.5,8,11,19,7,1,2,11,1,8.3,6.7,9.8,16.4,151,187,216,0.27,0.37,0.64,0.24,0.61,0.28,0.33,0.61,0.23,0.56,Matches,5.122502826988315,6.34376177911798,7.327553712777987,0.28156803618545045,0.3324538258575198,0.22728986053524314,0.5563513004146249,10.441010177157935,27.777777777777786,8.763663776856388,8.242241487624073,13.96825396825397
Warren Bondo,fr FRA,MF,Monza,19.0,2003.0,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.9,0.9,0.3,1.2,31,43,13,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08,Matches,1.8915254237288135,2.623728813559322,0.7932203389830508,0.05491525423728814,0.01830508474576271,0.05491525423728814,0.07322033898305084,2.949152542372881,50.0,1.3347457627118642,1.0847457627118644,13.960381355932203
Boubacar Kamara,fr FRA,MF,Aston Villa,23.0,1999.0,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Matches,1.0351089588377724,4.52179176755448,0.5447941888619855,0.005447941888619855,0.07082324455205811,0.005447941888619855,0.07627118644067797,3.389830508474576,50.0,0.8512409200968521,1.129943502824859,13.927877824858758
Rubén Sobrino,es ESP,"MF,FW",Cádiz,31.0,1992.0,32,18,1646,18.3,0,1,1,0,0,0,8,1,1.8,1.8,2.3,4.1,27,34,78,0.0,0.05,0.05,0.0,0.05,0.1,0.12,0.22,0.1,0.22,Matches,1.4763061968408264,1.859052247873633,4.264884568651276,0.09842041312272176,0.12575941676792224,0.09842041312272176,0.22417982989064397,4.22235722964763,44.44444444444444,3.3604191980558924,3.3211826650465777,13.886083265829619
Sepp van den Berg,nl NED,DF,Mainz 05,21.0,2001.0,33,31,2839,31.5,3,0,3,3,0,0,9,0,2.7,2.7,0.3,3.0,7,95,6,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,Matches,0.22190912293060938,3.0116238112011273,0.19020781965480804,0.08559351884466362,0.009510390982740402,0.08559351884466362,0.09510390982740402,1.9020781965480804,50.0,1.8822648820007042,1.4089468122578375,13.870310848890455
João Ferreira,pt POR,DF,Udinese,22.0,2001.0,35,18,1822,20.2,0,1,1,0,0,0,9,0,0.1,0.1,0.9,1.0,19,61,45,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,Matches,0.9385290889132821,3.013172338090011,2.2228320526893524,0.004939626783754117,0.04445664105378705,0.004939626783754117,0.04939626783754117,3.430296377607025,50.0,0.5659989023051591,0.7317965605561656,13.80036818514453
Billy Gilmour,sct SCO,MF,Brighton,22.0,2001.0,30,24,2120,23.6,0,1,1,0,0,0,8,1,1.0,1.0,2.0,3.0,39,193,33,0.0,0.04,0.04,0.0,0.04,0.04,0.09,0.13,0.04,0.13,Matches,1.6556603773584904,8.193396226415095,1.400943396226415,0.04245283018867924,0.08490566037735849,0.04245283018867924,0.12735849056603774,6.25,44.44444444444444,1.7688679245283014,1.886792452830189,13.793894129979035
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,33.0,1989.0,22,17,1363,15.1,0,0,0,0,0,0,7,1,0.5,0.5,0.2,0.6,8,70,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,0.5282465150403521,4.622157006603081,0.46221570066030815,0.03301540719002201,0.013206162876008806,0.03301540719002201,0.03961848862802641,3.1181217901687455,50.0,0.8253851797505501,0.586940572267058,13.783015407190023
Édgar González,es ESP,"DF,MF",Almería,26.0,1997.0,31,30,2522,28.0,2,0,2,2,0,0,7,1,2.3,2.3,0.3,2.6,6,72,6,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches,0.2141157811260904,2.569389373513085,0.2141157811260904,0.08207771609833465,0.01070578905630452,0.08207771609833465,0.09278350515463918,1.6653449643140368,50.0,1.821471054718477,1.3745704467353954,13.774575403119217
Ko Itakura,jp JPN,"DF,MF",Gladbach,26.0,1997.0,20,18,1596,17.7,3,0,3,3,0,0,9,0,1.3,1.3,0.2,1.5,14,36,7,0.17,0.0,0.17,0.17,0.17,0.08,0.01,0.09,0.08,0.09,Matches,0.7894736842105263,2.0300751879699246,0.39473684210526316,0.07330827067669173,0.011278195488721804,0.07330827067669173,0.08458646616541353,1.7857142857142856,50.0,1.6447368421052626,1.2531328320802007,13.73668546365915
Domingos Duarte,pt POR,DF,Getafe,28.0,1995.0,15,11,907,10.1,0,0,0,0,0,0,5,2,0.3,0.3,0.1,0.4,7,47,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,0.6945975744211688,4.663726571113561,0.0,0.029768467475192944,0.009922822491730982,0.029768467475192944,0.03969128996692393,2.976846747519295,50.0,0.7235391400220506,0.5880191106210952,13.705094634325615
Armando Izzo,it ITA,DF,Monza,31.0,1992.0,23,20,1650,18.3,0,0,0,0,0,0,9,0,0.7,0.7,0.5,1.1,15,59,7,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches,0.8181818181818182,3.2181818181818183,0.38181818181818183,0.038181818181818185,0.027272727272727275,0.038181818181818185,0.06000000000000001,2.4545454545454546,50.0,1.0795454545454544,0.8888888888888892,13.703093434343433
Sergio Ramos,es ESP,DF,Sevilla,37.0,1986.0,28,28,2517,28.0,3,0,3,3,0,0,7,1,1.9,1.9,0.1,2.0,11,81,5,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07,Matches,0.3933253873659118,2.896305125148987,0.17878426698450536,0.06793802145411204,0.0035756853396901075,0.06793802145411204,0.07151370679380215,1.9268970997218913,50.0,1.4526221692491057,1.059462322871143,13.692433121440867
Christoph Klarer,at AUT,DF,Darmstadt 98,23.0,2000.0,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9,64,11,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08,Matches,0.34409515717926936,2.4468988954970263,0.4205607476635514,0.045879354290569246,0.034409515717926935,0.045879354290569246,0.08028887000849619,1.7841971112999153,50.0,1.314252336448598,1.1894647408666104,13.614193925233645
Benedikt Gimber,de GER,DF,Heidenheim,26.0,1997.0,24,24,2021,22.5,1,1,2,1,0,0,9,0,1.4,1.4,1.1,2.5,3,25,6,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11,Matches,0.13359722909450766,1.1133102424542305,0.2671944581890153,0.062345373577436906,0.04898565066798615,0.062345373577436906,0.11133102424542306,0.8411677387431964,50.0,1.809129143988124,1.649348507339601,13.550480372752762
Caleb Okoli,it ITA,DF,Frosinone,22.0,2001.0,34,32,2914,32.4,0,1,1,0,0,0,9,0,0.6,0.6,0.8,1.4,22,118,4,0.0,0.03,0.03,0.0,0.03,0.02,0.02,0.04,0.02,0.04,Matches,0.6794783802333562,3.644474948524365,0.12354152367879204,0.018531228551818803,0.024708304735758406,0.018531228551818803,0.04323953328757721,2.4708304735758406,50.0,0.6434454358270416,0.6405856783344772,13.530513612445663
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,31.0,1991.0,35,30,2543,28.3,4,7,11,4,0,0,9,1,3.9,3.9,4.2,8.1,74,63,173,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29,Matches,2.6189539913488007,2.2296500196618165,6.1226897365316555,0.13802595359811246,0.1486433346441211,0.13802595359811246,0.2866692882422336,6.095163193079041,38.88888888888889,4.42390876917027,4.2469524184034615,13.523834491195876
Diego Coppola,it ITA,DF,Hellas Verona,19.0,2003.0,24,18,1634,18.2,2,0,2,2,0,0,9,0,1.2,1.2,0.2,1.4,1,40,0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches,0.05507955936352509,2.2031823745410035,0.0,0.06609547123623011,0.011015911872705019,0.06609547123623011,0.07711138310893513,1.2545899632802937,50.0,1.4917380660954707,1.1423908608731133,13.512724398204814
Gleison Bremer,br BRA,DF,Juventus,26.0,1997.0,36,36,3233,35.9,3,0,3,3,0,0,9,0,1.4,1.4,0.4,1.9,7,120,4,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches,0.19486545004639652,3.3405505722239406,0.11135168574079801,0.0389730900092793,0.011135168574079802,0.0389730900092793,0.05289205072687905,2.025982060006186,50.0,0.9279307145066498,0.7835859366945046,13.510928961748634
Samuele Ricci,it ITA,MF,Torino,21.0,2001.0,32,28,2395,26.6,1,2,3,1,0,0,8,1,1.3,1.3,2.3,3.6,47,122,73,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,Matches,1.7661795407098122,4.5845511482254695,2.74321503131524,0.048851774530271404,0.08643006263048016,0.048851774530271404,0.13528183716075157,5.052192066805846,44.44444444444444,1.918058455114822,2.004175365344468,13.4985067269775
Stefan Savić,me MNE,DF,Atlético Madrid,32.0,1991.0,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.3,0.3,0.1,0.5,14,66,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,0.7730061349693251,3.6441717791411046,0.11042944785276074,0.01656441717791411,0.005521472392638037,0.01656441717791411,0.027607361963190184,2.515337423312884,50.0,0.4026073619631901,0.408997955010225,13.436413599182004
Ruan,br BRA,DF,Sassuolo,24.0,1999.0,26,16,1516,16.8,0,0,0,0,0,0,7,1,0.5,0.5,0.6,1.1,8,33,6,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,0.47493403693931396,1.9591029023746702,0.35620052770448546,0.029683377308707123,0.035620052770448545,0.029683377308707123,0.06530343007915568,1.550131926121372,50.0,0.9894459102902372,0.9674582233948991,13.408091468777483
John McGinn,sct SCO,"MF,FW",Aston Villa,28.0,1994.0,35,35,2999,33.3,6,4,10,6,0,0,9,1,5.0,5.0,4.6,9.6,59,189,84,0.18,0.12,0.3,0.18,0.3,0.15,0.14,0.29,0.15,0.29,Matches,1.770590196732244,5.67189063021007,2.5208402800933642,0.15005001667222406,0.13804601533844613,0.15005001667222406,0.2880960320106702,5.535178392797599,38.88888888888889,4.564021340446814,4.268089363121041,13.406992145529992
Alessio Romagnoli,it ITA,DF,Lazio,28.0,1995.0,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,7,87,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,0.26130236416424724,3.2476150974699296,0.07465781833264205,0.022397345499792616,0.022397345499792616,0.022397345499792616,0.04106180008295313,1.9908751555371216,50.0,0.6999170468685192,0.6083229641918984,13.403065809484307
Alex Baena,es ESP,"MF,FW",Villarreal,22.0,2001.0,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57,Matches,2.93136874757658,5.758045754168283,6.316401706087631,0.2756882512601784,0.3210546723536254,0.24777045366421094,0.5688251260178364,8.336564559906943,27.777777777777786,8.797014346645984,8.427038903967947,13.367072724139419
Luca Caldirola,it ITA,DF,Monza,32.0,1991.0,29,23,2141,23.8,1,1,2,1,0,0,7,1,0.5,0.5,0.6,1.1,10,56,9,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,Matches,0.4203643157403083,2.3540401681457266,0.37832788416627744,0.021018215787015414,0.025221858944418495,0.021018215787015414,0.04624007473143391,1.7515179822512847,50.0,0.7006071929005137,0.6850381441693913,13.339171726607503
Emerson Palmieri,it ITA,DF,West Ham,28.0,1994.0,36,35,3137,34.9,1,2,3,1,0,0,10,0,1.5,1.5,2.4,3.9,59,125,124,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,Matches,1.6927000318775902,3.586228881096589,3.5575390500478163,0.04303474657315907,0.06885559451705452,0.04303474657315907,0.11189034109021358,4.909148868345553,44.44444444444444,1.6138029964934648,1.657634682817979,13.314450288669287
Diego Rico,es ESP,DF,Getafe,30.0,1993.0,32,28,2535,28.2,0,7,7,0,0,0,10,0,0.3,0.3,3.8,4.1,28,119,79,0.0,0.25,0.25,0.0,0.25,0.01,0.14,0.15,0.01,0.15,Matches,0.9940828402366864,4.224852071005917,2.8047337278106506,0.010650887573964497,0.13491124260355028,0.010650887573964497,0.14556213017751476,4.457593688362919,44.44444444444444,1.6272189349112418,2.156476002629849,13.233563445101906
Mattia Bani,it ITA,DF,Genoa,29.0,1993.0,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5,37,4,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,Matches,0.19514310494362533,1.4440589765828273,0.15611448395490024,0.046834345186470075,0.0039028620988725065,0.046834345186470075,0.05073720728534258,0.997398091934085,50.0,1.0163703382480482,0.7516623301532236,13.230115278982366
Conor Gallagher,eng ENG,MF,Chelsea,23.0,2000.0,37,37,3128,34.8,5,7,12,5,0,0,9,1,4.2,4.2,5.0,9.2,62,172,122,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27,Matches,1.7838874680306906,4.9488491048593355,3.510230179028133,0.12084398976982098,0.1438618925831202,0.12084398976982098,0.2647058823529412,5.6905370843989775,38.88888888888889,4.016144501278771,3.921568627450981,13.227190785734585
Matheus Henrique,br BRA,MF,Sassuolo,25.0,1997.0,31,27,2501,27.8,2,2,4,2,0,0,8,1,2.3,2.3,1.6,3.9,43,94,44,0.07,0.07,0.14,0.07,0.14,0.08,0.06,0.14,0.08,0.14,Matches,1.5473810475809677,3.3826469412235105,1.5833666533386646,0.08276689324270292,0.05757696921231508,0.08276689324270292,0.14034386245501798,3.618552578968413,44.44444444444444,2.324070371851259,2.0791683326669332,13.218018348216269
Marc Cucurella,es ESP,DF,Chelsea,25.0,1998.0,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31,50,73,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11,Matches,1.5656565656565655,2.525252525252525,3.686868686868687,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.11111111111111112,4.320987654320988,44.44444444444444,1.736111111111111,1.6460905349794241,13.179655349794238
Moritz Jenz,de GER,DF,Wolfsburg,24.0,1999.0,22,21,1742,19.4,0,1,1,0,0,0,7,1,0.3,0.3,0.3,0.6,2,47,4,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,Matches,0.10332950631458095,2.4282433983926524,0.2066590126291619,0.015499425947187142,0.015499425947187142,0.015499425947187142,0.030998851894374284,1.521239954075775,50.0,0.48435706084959806,0.4592422502870265,13.171821182548795
Fikayo Tomori,eng ENG,DF,Milan,25.0,1997.0,26,24,2121,23.6,4,0,4,4,0,0,8,1,3.7,3.7,0.2,3.9,16,63,2,0.17,0.0,0.17,0.17,0.17,0.16,0.01,0.16,0.16,0.16,Matches,0.6789250353606789,2.6732673267326734,0.08486562942008487,0.157001414427157,0.008486562942008486,0.157001414427157,0.16548797736916548,1.9094766619519095,44.44444444444444,3.359264497878359,2.451673738802452,13.104864057834353
Kiko Femenía,es ESP,DF,Villarreal,32.0,1991.0,23,16,1583,17.6,0,0,0,0,0,0,8,1,0.0,0.0,0.6,0.6,46,100,45,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2.615287428932407,5.685407454200885,2.558433354390398,0.0,0.034112444725205304,0.0,0.034112444725205304,6.032849020846494,44.44444444444444,0.3553379658875552,0.5053695514845231,13.095871060574154
Wilfried Singo,ci CIV,DF,Monaco,22.0,2000.0,25,24,2187,24.3,1,1,2,1,0,0,8,1,0.8,0.8,1.0,1.9,38,145,31,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.08,0.03,0.08,Matches,1.5637860082304527,5.967078189300412,1.2757201646090535,0.03292181069958848,0.0411522633744856,0.03292181069958848,0.07818930041152262,4.8925468678555095,44.44444444444444,1.114540466392318,1.1583600060966317,13.084800335314739
Javi Hernández,es ESP,DF,Cádiz,25.0,1998.0,30,28,2514,27.9,1,2,3,1,0,0,10,0,1.4,1.4,2.1,3.5,40,94,57,0.04,0.07,0.11,0.04,0.11,0.05,0.07,0.13,0.05,0.13,Matches,1.431980906921241,3.3651551312649164,2.0405727923627683,0.050119331742243436,0.07517899761336516,0.050119331742243436,0.12529832935560858,3.798727128082737,44.44444444444444,1.8272673031026248,1.8562715460090162,13.07589996022275
Norbert Gyömbér,sk SVK,DF,Salernitana,31.0,1992.0,22,20,1760,19.6,0,0,0,0,0,0,9,0,0.2,0.2,0.2,0.3,4,42,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,0.20454545454545453,2.1477272727272725,0.10227272727272727,0.010227272727272727,0.010227272727272727,0.010227272727272727,0.015340909090909089,1.3636363636363635,50.0,0.31960227272727265,0.22727272727272727,13.043678977272727
Pathé Ciss,sn SEN,MF,Rayo Vallecano,29.0,1994.0,31,16,1664,18.5,1,0,1,1,0,0,10,0,1.5,1.5,0.5,2.0,14,84,22,0.05,0.0,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11,Matches,0.7572115384615385,4.543269230769231,1.1899038461538463,0.0811298076923077,0.027043269230769232,0.0811298076923077,0.10817307692307693,3.605769230769231,44.44444444444444,1.971905048076923,1.6025641025641029,13.043265057425215
