Rank,Player,Value
1.0,Andrey Santos  •  Strasbourg,62
2.0,Cristian Cásseres Jr.  •  Toulouse,56
3.0,Valentin Atangana Edoa  •  Reims,42
,Adrien Thomasson  •  Lens,42
5.0,Florent Hanin  •  Angers,40
,Hicham Boudaoui  •  Nice,40
7.0,Elisha Owusu  •  Auxerre,39
8.0,Haris Belkebla  •  Angers,38
,Guela Doué  •  Strasbourg,38
,Ainsley Maitland-Niles  •  Lyon,38
