Rank,Player,Value
1.0,Ousmane Dembélé  •  Paris S-G,2.3
2.0,João Neves  •  Paris S-G,2.25
3.0,Achraf Hakimi  •  Paris S-G,2.17
4.0,Bradley Barcola  •  Paris S-G,2.16
5.0,Marquinhos  •  Paris S-G,2.05
6.0,Vitinha  •  Paris S-G,1.96
7.0,Nuno Mendes  •  Paris S-G,1.92
8.0,Warren Zaïre-Emery  •  Paris S-G,1.9
9.0,Willian Pacho  •  Paris S-G,1.87
10.0,Lucas Beraldo  •  Paris S-G,1.84
