Rank,Player,Value
1.0,Himad Abdelli  •  Angers,21
2.0,Rayan Cherki  •  Lyon,18
3.0,Sofiane Diop  •  Nice,15
4.0,Eliesse Ben Seghir  •  Monaco,14
,Takumi Minamino  •  Monaco,14
6.0,Téji Savanier  •  Montpellier,13
7.0,Vitinha  •  Paris S-G,12
,Lee Kang-in  •  Paris S-G,12
9.0,Mason Greenwood  •  Marseille,11
10.0,Ousmane Dembélé  •  Paris S-G,10
,João Neves  •  Paris S-G,10
