Rank,Player,Value
1.0,Rayan Cherki  •  Lyon,0.51
2.0,João Neves  •  Paris S-G,0.46
3.0,Bradley Barcola  •  Paris S-G,0.44
4.0,Moses Simon  •  Nantes,0.39
5.0,Désiré Doué  •  Paris S-G,0.38
6.0,Maghnes Akliouche  •  Monaco,0.37
7.0,Dilane Bakwa  •  Strasbourg,0.36
8.0,Neal Maupay  •  Marseille,0.35
9.0,Gaëtan Perrin  •  Auxerre,0.33
,Mathias Pereira Lage  •  Brest,0.33
