Rank,Player,Value
1.0,Emanuel Emegha  •  Strasbourg,15.2
2.0,Ousmane Dembélé  •  Paris S-G,14.2
3.0,Bradley Barcola  •  Paris S-G,12.2
4.0,Breel Embolo  •  Monaco,9.5
5.0,M'Bala Nzola  •  Lens,8.6
,Jonathan David  •  Lille,8.6
7.0,Zakaria Aboukhlal  •  Toulouse,8.5
8.0,Mika Biereth  •  Monaco,8.2
9.0,Amine Gouiri  •  2 squads,8.1
,Gonçalo Ramos  •  Paris S-G,8.1
