Rank,Player,Value
1.0,Achraf Hakimi  •  Paris S-G,37.6
2.0,Gianluigi Donnarumma  •  Paris S-G,37.4
3.0,Bradley Barcola  •  Paris S-G,36.8
4.0,Willian Pacho  •  Paris S-G,36.7
5.0,Ousmane Dembélé  •  Paris S-G,32.1
6.0,Vitinha  •  Paris S-G,31.5
7.0,Fabián Ruiz Peña  •  Paris S-G,30.9
8.0,Marquinhos  •  Paris S-G,30.4
9.0,Thilo Kehrer  •  Monaco,30.1
,Nuno Mendes  •  Paris S-G,30.1
