Rank,Player,Value
1.0,Mason Greenwood  •  Marseille,90
2.0,Ousmane Dembélé  •  Paris S-G,82
3.0,Keito Nakamura  •  Reims,68
4.0,Bradley Barcola  •  Paris S-G,66
,Amine Gouiri  •  2 squads,66
6.0,Matthis Abline  •  Nantes,65
,Hamed Junior Traorè  •  Auxerre,65
8.0,Zakaria Aboukhlal  •  Toulouse,59
9.0,Evann Guessand  •  Nice,57
10.0,Gaëtan Laborde  •  Nice,56
,Arnaud Kalimuendo  •  Rennes,56
