Top Scorer Team,Scorer Image,Top Scorer,Goals Scored,Top Assister Team,Assister Image,Top Assister,Assists Provided,Most CS Team,Clean Sheets Image,Most Clean Sheets,Clean Sheets
Real Madrid,https://fbref.com/req/202302030/images/headshots/42fd9c7f_2022.jpg,Kylian Mbappé,27,Barcelona,https://fbref.com/req/202302030/images/headshots/82ec26c1_2022.jpg,Lamine Yamal,12,Atlético Madrid,https://fbref.com/req/202302030/images/headshots/ee8508c0_2022.jpg,Jan Oblak,15
