Rank,Player,Value
1.0,Alex Baena  •  Villarreal,11.3
2.0,Lamine Yamal  •  Barcelona,8.8
3.0,Raphinha  •  Barcelona,8.3
4.0,Pedri  •  Barcelona,7.6
5.0,Sergio Gómez  •  Real Sociedad,6.1
6.0,Kylian Mbappé  •  Real Madrid,5.9
7.0,Vinicius Júnior  •  Real Madrid,5.3
8.0,Antoine Griezmann  •  Atlético Madrid,5.2
9.0,Óscar Mingueza  •  Celta Vigo,5.0
10.0,Luka Modrić  •  Real Madrid,4.9
