Rank,Player,Value
1.0,Lamine Yamal  •  Barcelona,11
2.0,Raphinha  •  Barcelona,8
,Iñaki Williams  •  Athletic Club,8
4.0,Alex Baena  •  Villarreal,7
,Jude Bellingham  •  Real Madrid,7
,Álex Berenguer  •  Athletic Club,7
7.0,Óscar Mingueza  •  Celta Vigo,6
,Dani Rodríguez  •  Mallorca,6
,Sergi Cardona  •  Villarreal,6
,Oliver McBurnie  •  Las Palmas,6
,Saúl Ñíguez  •  Sevilla,6
