Rank,Player,Value
1.0,Kylian Mbappé  •  Real Madrid,62
2.0,Robert Lewandowski  •  Barcelona,42
3.0,Raphinha  •  Barcelona,33
4.0,Dodi Lukebakio  •  Sevilla,32
5.0,Lamine Yamal  •  Barcelona,29
6.0,Julián Álvarez  •  Atlético Madrid,26
7.0,Alberto Moleiro  •  Las Palmas,23
8.0,Iñaki Williams  •  Athletic Club,22
9.0,Vinicius Júnior  •  Real Madrid,21
,Ayoze Pérez  •  Villarreal,21
