Rank,Player,Value
1.0,David Soria  •  Getafe,78.2
2.0,Jan Oblak  •  Atlético Madrid,78.0
3.0,Unai Simón  •  Athletic Club,76.9
4.0,Julen Agirrezabala  •  Athletic Club,76.5
5.0,Augusto Batalla  •  Rayo Vallecano,75.7
6.0,Álex Remiro  •  Real Sociedad,75.5
7.0,Joan García  •  Espanyol,75.0
8.0,Thibaut Courtois  •  Real Madrid,74.3
9.0,Rui Silva  •  Betis,72.2
10.0,Antonio Sivera  •  Alavés,71.9
