Rank,Player,Value
1.0,Pedri  •  Barcelona,264
2.0,Iñigo Martínez  •  Barcelona,206
3.0,Daley Blind  •  Girona,198
4.0,Rodrigo De Paul  •  Atlético Madrid,177
5.0,Pau Cubarsí  •  Barcelona,176
6.0,Federico Valverde  •  Real Madrid,172
7.0,Alex Baena  •  Villarreal,169
8.0,Jude Bellingham  •  Real Madrid,165
,Marcos Alonso  •  Celta Vigo,165
10.0,Martín Zubimendi  •  Real Sociedad,163
