Rank,Player,Value
1.0,Lamine Yamal  •  Barcelona,148
2.0,Vinicius Júnior  •  Real Madrid,139
3.0,Kylian Mbappé  •  Real Madrid,121
4.0,Dodi Lukebakio  •  Sevilla,115
5.0,Nico Williams  •  Athletic Club,112
6.0,Takefusa Kubo  •  Real Sociedad,108
7.0,Rodrygo  •  Real Madrid,103
8.0,Iñaki Williams  •  Athletic Club,100
,Abde Ezzalzouli  •  Betis,100
10.0,Alejandro Balde  •  Barcelona,96
