Rank,Player,Value
1.0,Iñigo Martínez  •  Barcelona,6143
2.0,Marcos Alonso  •  Celta Vigo,5192
3.0,Daley Blind  •  Girona,4672
4.0,Pau Cubarsí  •  Barcelona,4669
5.0,Lamine Yamal  •  Barcelona,4131
6.0,Ladislav Krejčí  •  Girona,3912
7.0,Pedri  •  Barcelona,3810
8.0,Antonio Rüdiger  •  Real Madrid,3785
9.0,Vinicius Júnior  •  Real Madrid,3701
10.0,Nayef Aguerd  •  Real Sociedad,3573
