Rank,Player,Value
1.0,Lucas Torró  •  Osasuna,131
2.0,Vedat Muriqi  •  Mallorca,121
3.0,Ante Budimir  •  Osasuna,114
4.0,Antonio Raillo  •  Mallorca,103
5.0,Kiké  •  Alavés,94
6.0,Thierno Barry  •  Villarreal,78
7.0,Chrisantus Uche  •  Getafe,77
8.0,Omar Alderete  •  Getafe,76
,Diego Llorente  •  Betis,76
,Alexander Sørloth  •  Atlético Madrid,76
