Rank,Player,Value
1.0,Alex Baena  •  Villarreal,84
2.0,Raphinha  •  Barcelona,75
3.0,Luis Milla  •  Getafe,52
4.0,Pedri  •  Barcelona,51
,Lamine Yamal  •  Barcelona,51
6.0,Luka Modrić  •  Real Madrid,49
7.0,Rodrygo  •  Real Madrid,48
,Carlos Vicente  •  Alavés,48
9.0,Dodi Lukebakio  •  Sevilla,46
10.0,Vinicius Júnior  •  Real Madrid,44
