Rank,Player,Value
1.0,Omar El Hilali  •  Espanyol,68
2.0,Jon Aramburu  •  Real Sociedad,60
3.0,Carmona  •  Sevilla,47
4.0,Valentin Rosier  •  Leganés,46
5.0,Nahuel Tenaglia  •  Alavés,45
,Diego Rico  •  Getafe,45
7.0,Manu Sánchez  •  Alavés,43
8.0,Santi Comesaña  •  Villarreal,42
9.0,Iglesias  •  Getafe,41
10.0,Marcos Llorente  •  Atlético Madrid,40
,Sergi Cardona  •  Villarreal,40
