Rank,Player,Value
1.0,Sergio Herrera  •  Osasuna,18024
2.0,Karl Jakob Hein  •  Valladolid,16083
3.0,David Soria  •  Getafe,15840
4.0,Antonio Sivera  •  Alavés,15551
5.0,Álex Remiro  •  Real Sociedad,15400
6.0,Dominik Greif  •  Mallorca,14537
7.0,Joan García  •  Espanyol,14507
8.0,Pau Cubarsí  •  Barcelona,14343
9.0,Jasper Cillessen  •  Las Palmas,13417
10.0,Augusto Batalla  •  Rayo Vallecano,13244
