Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Shavy Babicka,ga GAB,"MF,FW",Toulouse,24-283,2000,24,9,971,10.8,4,2,6,4,0,0,1,0,3.0,3.0,1.5,4.5,28,19,101,0.37,0.19,0.56,0.37,0.56,0.28,0.14,0.42,0.28,0.42,Matches
Juma Bah,sl SLE,DF,Lens,18-334,2006,3,1,107,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Theo Bair,ca CAN,FW,Auxerre,25-196,1999,22,8,720,8.0,2,1,3,2,0,0,1,0,2.5,2.5,1.2,3.7,13,14,33,0.25,0.12,0.37,0.25,0.37,0.32,0.15,0.47,0.32,0.47,Matches
Mitchel Bakker,nl NED,"DF,FW",Lille,24-264,2000,17,9,768,8.5,2,2,4,2,0,0,2,1,2.6,2.6,2.3,4.9,32,37,87,0.23,0.23,0.47,0.23,0.47,0.30,0.26,0.56,0.30,0.56,Matches
Darryl Bakola,fr FRA,DF,Marseille,17-101,2007,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,22-197,2002,22,21,"1,829",20.3,3,7,10,3,0,0,3,0,3.8,3.8,4.9,8.6,79,90,181,0.15,0.34,0.49,0.15,0.49,0.18,0.24,0.43,0.18,0.43,Matches
Leonardo Balerdi,ar ARG,DF,Marseille,26-044,1999,21,21,"1,804",20.0,0,0,0,0,0,0,8,1,0.6,0.6,0.7,1.3,9,87,3,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
Fodé Ballo-Touré,sn SEN,DF,Le Havre,28-067,1997,4,4,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Folarin Balogun,us USA,FW,Monaco,23-251,2001,7,6,469,5.2,3,0,3,3,0,0,0,0,3.8,3.8,0.9,4.7,13,9,57,0.58,0.00,0.58,0.58,0.58,0.73,0.17,0.90,0.73,0.90,Matches
Abdoulaye Bamba,ci CIV,DF,Angers,34-320,1990,13,10,970,10.8,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,1,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
Mohamed Bamba,ci CIV,MF,Reims,20-154,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Valentín Barco,ar ARG,"DF,MF",Strasbourg,20-231,2004,5,5,384,4.3,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.6,5,25,34,0.00,0.23,0.23,0.00,0.23,0.02,0.13,0.15,0.02,0.15,Matches
Bradley Barcola,fr FRA,FW,Paris S-G,22-190,2002,25,22,"1,687",18.7,13,7,20,13,0,0,2,0,12.0,12.0,8.1,20.0,104,69,280,0.69,0.37,1.07,0.69,1.07,0.64,0.43,1.07,0.64,1.07,Matches
Melvin Bard,fr FRA,"DF,MF",Nice,24-125,2000,17,15,"1,312",14.6,1,0,1,1,0,0,4,1,1.5,1.5,1.3,2.8,31,53,53,0.07,0.00,0.07,0.07,0.07,0.10,0.09,0.19,0.10,0.19,Matches
Gabriel Bares,ch SUI,"MF,DF",Montpellier,24-194,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Dylan Batubinsika,cd COD,DF,Saint-Étienne,29-024,1996,23,21,"1,881",20.9,0,0,0,0,0,0,3,1,0.5,0.5,0.2,0.7,11,49,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
Haris Belkebla,dz ALG,MF,Angers,31-042,1994,20,19,"1,677",18.6,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,8,67,15,0.00,0.05,0.05,0.00,0.05,0.00,0.05,0.05,0.00,0.05,Matches
Yassin Belkhdim,fr FRA,"MF,FW",Angers,23-025,2002,21,8,856,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,12,22,20,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,20-023,2005,25,16,"1,468",16.3,6,3,9,4,2,2,0,0,5.0,3.5,4.5,8.0,76,107,149,0.37,0.18,0.55,0.25,0.43,0.31,0.27,0.58,0.22,0.49,Matches
Ismaël Bennacer,dz ALG,MF,Marseille,27-100,1997,5,5,323,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.9,1.0,5,45,3,0.00,0.00,0.00,0.00,0.00,0.01,0.26,0.27,0.01,0.27,Matches
Saïd Benrahma,dz ALG,"FW,MF",Lyon,29-213,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,2.0,2.0,2.1,4.0,41,32,109,0.12,0.37,0.49,0.12,0.49,0.24,0.25,0.49,0.24,0.49,Matches
Nabil Bentaleb,dz ALG,"MF,FW",Lille,30-107,1994,4,1,131,1.5,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,0,9,1,0.69,0.00,0.69,0.69,0.69,0.43,0.02,0.45,0.43,0.45,Matches
Lucas Beraldo,br BRA,DF,Paris S-G,21-107,2003,17,16,"1,445",16.1,1,0,1,1,0,0,5,0,0.7,0.7,0.2,0.9,8,92,0,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.06,0.04,0.06,Matches
Maxime Bernauer,fr FRA,DF,Saint-Étienne,26-253,1998,3,1,134,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Dimitry Bertaud,cd COD,GK,Montpellier,26-278,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Mika Biereth,dk DEN,FW,Monaco,22-031,2003,8,8,638,7.1,10,2,12,9,1,1,0,0,8.1,7.3,3.2,10.5,4,14,64,1.41,0.28,1.69,1.27,1.55,1.14,0.45,1.59,1.03,1.47,Matches
Emmanuel Biumla,fr FRA,DF,Angers,19-307,2005,16,15,"1,318",14.6,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.8,3,16,0,0.07,0.00,0.07,0.07,0.07,0.05,0.00,0.05,0.05,0.05,Matches
Marco Bizot,nl NED,GK,Brest,34-001,1991,24,24,"2,160",24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ludovic Blas,fr FRA,"MF,FW",Rennes,27-070,1997,24,23,"1,995",22.2,6,7,13,6,0,0,5,0,4.7,4.7,3.7,8.5,69,98,162,0.27,0.32,0.59,0.27,0.59,0.21,0.17,0.38,0.21,0.38,Matches
Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,24-128,2000,17,8,733,8.1,3,0,3,3,0,0,5,0,1.8,1.8,0.9,2.7,25,35,60,0.37,0.00,0.37,0.37,0.37,0.22,0.11,0.34,0.22,0.34,Matches
Mathéo Bodmer,fr FRA,MF,Le Havre,20-309,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Jeremie Boga,ci CIV,"MF,FW",Nice,28-067,1997,15,8,673,7.5,0,2,2,0,0,0,0,0,1.4,1.4,2.2,3.6,38,18,50,0.00,0.27,0.27,0.00,0.27,0.19,0.29,0.48,0.19,0.48,Matches
Moïse Bombito,ca CAN,DF,Nice,24-346,2000,20,18,"1,635",18.2,0,0,0,0,0,0,2,1,0.7,0.7,0.0,0.7,22,74,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
Saïmon Bouabré,fr FRA,"MF,FW",Monaco,18-283,2006,2,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ayyoub Bouaddi,fr FRA,MF,Lille,17-160,2007,20,10,"1,018",11.3,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,10,33,17,0.00,0.09,0.09,0.00,0.09,0.00,0.09,0.09,0.00,0.09,Matches
Badredine Bouanani,dz ALG,"MF,FW",Nice,20-093,2004,19,6,681,7.6,2,0,2,2,0,0,2,0,1.3,1.3,1.0,2.3,31,30,53,0.26,0.00,0.26,0.26,0.26,0.18,0.13,0.31,0.18,0.31,Matches
Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,23-118,2001,20,16,"1,389",15.4,1,0,1,1,0,0,3,0,0.6,0.6,0.8,1.4,33,102,45,0.06,0.00,0.06,0.06,0.06,0.04,0.05,0.09,0.04,0.09,Matches
Hicham Boudaoui,dz ALG,MF,Nice,25-169,1999,20,19,"1,711",19.0,2,1,3,2,0,0,7,0,2.1,2.1,1.0,3.1,38,94,43,0.11,0.05,0.16,0.11,0.16,0.11,0.05,0.16,0.11,0.16,Matches
Justin Bourgault,fr FRA,DF,Brest,19-178,2005,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,11,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17,Matches
Benjamin Bourigeaud,fr FRA,MF,Rennes,31-056,1994,1,1,80,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,4,4,1.13,0.00,1.13,1.13,1.13,0.17,0.00,0.17,0.17,0.17,Matches
Bilal Brahimi,dz ALG,MF,Nice,24-362,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,4,10,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches
Lilian Brassier,fr FRA,DF,Marseille,25-129,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Lilian Brassier,fr FRA,DF,Rennes,25-129,1999,6,6,515,5.7,1,0,1,1,0,0,0,0,1.2,1.2,0.1,1.3,15,29,5,0.17,0.00,0.17,0.17,0.17,0.21,0.02,0.23,0.21,0.23,Matches
Anthony Briançon,fr FRA,DF,Saint-Étienne,30-103,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Aurélio Buta,pt POR,DF,Reims,28-029,1997,20,18,"1,489",16.5,0,1,1,0,0,0,5,0,0.2,0.2,0.4,0.6,19,72,50,0.00,0.06,0.06,0.00,0.06,0.01,0.02,0.03,0.01,0.03,Matches
Marcin Bułka,pl POL,GK,Nice,25-158,1999,25,25,"2,250",25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Rémy Cabella,fr FRA,"FW,MF",Lille,35-003,1990,20,11,892,9.9,0,2,2,0,0,0,1,0,2.7,2.7,1.9,4.6,41,65,111,0.00,0.20,0.20,0.00,0.20,0.27,0.19,0.47,0.27,0.47,Matches
Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,27-351,1997,15,9,732,8.1,1,0,1,1,0,0,3,1,1.5,1.5,1.3,2.8,19,16,51,0.12,0.00,0.12,0.12,0.12,0.18,0.16,0.34,0.18,0.34,Matches
Duje Ćaleta-Car,hr CRO,DF,Lyon,28-175,1996,15,14,"1,247",13.9,1,0,1,1,0,0,7,0,1.7,1.7,0.1,1.9,3,36,0,0.07,0.00,0.07,0.07,0.07,0.13,0.01,0.13,0.13,0.13,Matches
Issiaga Camara,gn GUI,MF,Nice,20-037,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Lamine Camara,sn SEN,MF,Monaco,21-069,2004,21,18,"1,474",16.4,2,6,8,2,0,0,7,1,2.2,2.2,3.6,5.8,21,105,35,0.12,0.37,0.49,0.12,0.49,0.13,0.22,0.35,0.13,0.35,Matches
Mahdi Camara,fr FRA,"MF,FW",Brest,26-254,1998,25,22,"1,893",21.0,3,2,5,3,0,0,4,0,2.6,2.6,1.7,4.4,39,79,68,0.14,0.10,0.24,0.14,0.24,0.13,0.08,0.21,0.13,0.21,Matches
Axel Camblan,fr FRA,"MF,FW",Brest,21-193,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
Jaydee Canvot,fr FRA,"DF,MF",Toulouse,18-225,2006,12,8,729,8.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,6,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
Pierrick Capelle,fr FRA,MF,Angers,37-330,1987,14,3,416,4.6,0,0,0,0,0,0,3,0,0.2,0.2,1.2,1.4,8,17,14,0.00,0.00,0.00,0.00,0.00,0.05,0.25,0.30,0.05,0.30,Matches
Gabin Capuano,fr FRA,FW,Lens,18-319,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Maxence Caqueret,fr FRA,MF,Lyon,25-024,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,14,50,15,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,Matches
Simon Cara,fr FRA,MF,Montpellier,19-284,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Valentin Carboni,ar ARG,"MF,FW",Marseille,20-006,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,4,8,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches
Irvin Cardona,fr FRA,FW,Saint-Étienne,27-215,1997,6,4,376,4.2,2,1,3,2,0,0,2,0,1.4,1.4,0.8,2.2,15,11,53,0.48,0.24,0.72,0.48,0.72,0.33,0.19,0.52,0.33,0.52,Matches
Patrik Carlgren,se SWE,GK,Nantes,33-062,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Josué Casimir,fr FRA,"MF,FW",Le Havre,23-168,2001,18,14,"1,219",13.5,2,2,4,2,0,0,4,0,2.0,2.0,1.2,3.2,42,26,79,0.15,0.15,0.30,0.15,0.30,0.14,0.09,0.23,0.14,0.23,Matches
Cristian Cásseres Jr.,ve VEN,MF,Toulouse,25-050,2000,23,22,"1,905",21.2,1,2,3,1,0,0,7,0,0.5,0.5,1.6,2.1,21,89,32,0.05,0.09,0.14,0.05,0.14,0.02,0.08,0.10,0.02,0.10,Matches
Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,30-044,1995,23,23,"2,007",22.3,0,0,0,0,0,0,4,0,1.2,1.2,0.1,1.3,14,76,8,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
Fabien Centonze,fr FRA,DF,Nantes,29-054,1996,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,8,13,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches
Brendan Chardonnet,fr FRA,DF,Brest,30-079,1994,22,22,"1,966",21.8,1,0,1,1,0,0,3,0,0.6,0.6,0.6,1.2,7,46,4,0.05,0.00,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,Matches
Jhoanner Chávez,ec ECU,"DF,MF",Lens,22-320,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.3,0.3,0.7,1.0,14,9,36,0.15,0.00,0.15,0.15,0.15,0.04,0.11,0.15,0.04,0.15,Matches
Théo Chennahi,fr FRA,"MF,DF",Montpellier,20-033,2005,2,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
