Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Mateo Kovačić,hr CRO,MF,Manchester City,30-309,1994,24,19,"1,681",18.7,4,1,5,4,0,0,5,0,1.4,1.4,3.4,4.8,44,122,14,0.21,0.05,0.27,0.21,0.27,0.08,0.18,0.26,0.08,0.26,Matches
Caleb Kporha,eng ENG,DF,Crystal Palace,18-239,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,30-221,1994,4,2,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-221,2000,23,23,"1,905",21.2,3,1,4,3,0,0,0,1,5.8,5.8,2.1,7.9,76,61,160,0.14,0.05,0.19,0.14,0.19,0.28,0.10,0.37,0.28,0.37,Matches
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-320,2000,27,24,"2,154",23.9,7,4,11,7,0,0,3,0,4.1,4.1,6.1,10.2,115,118,199,0.29,0.17,0.46,0.29,0.46,0.17,0.25,0.43,0.17,0.43,Matches
Maxence Lacroix,fr FRA,DF,Crystal Palace,24-339,2000,25,25,"2,245",24.9,1,1,2,1,0,0,4,0,2.5,2.5,0.4,2.9,8,51,5,0.04,0.04,0.08,0.04,0.08,0.10,0.02,0.12,0.10,0.12,Matches
Adam Lallana,eng ENG,MF,Southampton,36-305,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27,Matches
Tariq Lamptey,gh GHA,DF,Brighton,24-162,2000,13,9,765,8.5,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,25,12,40,0.24,0.24,0.47,0.24,0.47,0.05,0.09,0.14,0.05,0.14,Matches
Will Lankshear,eng ENG,"FW,MF",Tottenham,19-325,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Roméo Lavia,be BEL,MF,Chelsea,21-064,2004,10,8,532,5.9,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,17,6,0.00,0.17,0.17,0.00,0.17,0.03,0.12,0.15,0.03,0.15,Matches
Mario Lemina,ga GAB,"MF,DF",Wolves,31-191,1993,17,15,"1,364",15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.20,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches
Bernd Leno,de GER,GK,Fulham,33-007,1992,28,28,"2,520",28.0,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,Matches
Jefferson Lerma,co COL,MF,Crystal Palace,30-137,1994,23,18,"1,541",17.1,0,0,0,0,0,0,5,0,0.9,0.9,1.4,2.4,9,75,24,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches
Rico Lewis,eng ENG,"DF,MF",Manchester City,20-110,2004,22,18,"1,612",17.9,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,36,94,62,0.06,0.11,0.17,0.06,0.17,0.08,0.02,0.09,0.08,0.09,Matches
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,24-017,2001,28,26,"2,279",25.3,1,2,3,1,0,0,4,0,2.5,2.5,2.0,4.5,83,80,126,0.04,0.08,0.12,0.04,0.12,0.10,0.08,0.18,0.10,0.18,Matches
Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-166,2006,13,8,676,7.5,1,0,1,1,0,0,2,2,0.0,0.0,0.1,0.2,13,35,18,0.13,0.00,0.13,0.13,0.13,0.01,0.02,0.03,0.01,0.03,Matches
Matthijs de Ligt,nl NED,DF,Manchester Utd,25-211,1999,26,22,"1,909",21.2,2,0,2,2,0,0,3,0,2.3,2.3,0.3,2.6,7,49,6,0.09,0.00,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Matches
Pedro Lima,br BRA,DF,Wolves,18-253,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Matches
Victor Lindelöf,se SWE,DF,Manchester Utd,30-237,1994,7,1,154,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Jesper Lindstrøm,dk DEN,FW,Everton,25-010,2000,24,15,"1,216",13.5,0,1,1,0,0,0,2,0,2.1,2.1,1.9,4.1,30,24,77,0.00,0.07,0.07,0.00,0.07,0.16,0.14,0.30,0.16,0.30,Matches
Valentino Livramento,eng ENG,DF,Newcastle Utd,22-119,2002,27,22,"1,940",21.6,0,0,0,0,0,0,1,0,0.1,0.1,1.1,1.3,50,102,73,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,27-132,1997,21,8,746,8.3,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,38,20,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
Saša Lukić,rs SRB,MF,Fulham,28-210,1996,22,21,"1,738",19.3,0,2,2,0,0,0,10,0,0.8,0.8,2.6,3.4,30,73,22,0.00,0.10,0.10,0.00,0.10,0.04,0.13,0.17,0.04,0.17,Matches
Joe Lumley,eng ENG,GK,Southampton,30-024,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Massimo Luongo,au AUS,MF,Ipswich Town,32-167,1992,7,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ian Maatsen,nl NED,DF,Aston Villa,23-001,2002,22,4,617,6.9,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.8,19,33,61,0.00,0.15,0.15,0.00,0.15,0.04,0.23,0.27,0.04,0.27,Matches
Alexis Mac Allister,ar ARG,MF,Liverpool,26-077,1998,28,25,"2,111",23.5,3,3,6,3,0,0,6,0,2.3,2.3,3.6,5.9,30,146,61,0.13,0.13,0.26,0.13,0.26,0.10,0.15,0.25,0.10,0.25,Matches
James Maddison,eng ENG,MF,Tottenham,28-108,1996,26,17,"1,501",16.7,9,5,14,9,0,0,6,0,5.7,5.7,3.2,8.9,38,140,78,0.54,0.30,0.84,0.54,0.84,0.34,0.19,0.53,0.34,0.53,Matches
Noni Madueke,eng ENG,FW,Chelsea,23-001,2002,23,19,"1,453",16.1,7,3,10,7,0,0,3,0,7.6,7.6,3.6,11.2,110,53,179,0.43,0.19,0.62,0.43,0.62,0.47,0.22,0.69,0.47,0.69,Matches
Gabriel Magalhães,br BRA,DF,Arsenal,27-082,1997,26,26,"2,258",25.1,3,1,4,3,0,0,3,0,2.6,2.6,0.9,3.5,9,121,11,0.12,0.04,0.16,0.12,0.16,0.10,0.03,0.14,0.10,0.14,Matches
Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,23-307,2001,7,0,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,11,4,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,32-006,1993,20,15,"1,358",15.1,1,0,1,1,0,0,7,0,0.8,0.8,0.3,1.1,6,42,4,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches
Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-326,2005,18,15,"1,285",14.3,0,0,0,0,0,0,5,0,0.5,0.5,1.5,2.0,19,52,35,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.14,0.04,0.14,Matches
Tyrell Malacia,nl NED,DF,Manchester Utd,25-206,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Donyell Malen,nl NED,FW,Aston Villa,26-061,1999,6,1,170,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,5,3,14,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.32,0.30,0.32,Matches
Orel Mangala,be BEL,MF,Everton,26-358,1998,19,14,"1,261",14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches
Ryan Manning,ie IRL,DF,Southampton,28-270,1996,16,11,881,9.8,0,0,0,0,0,0,2,0,0.3,0.3,2.0,2.3,11,10,51,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.23,0.03,0.23,Matches
Solly March,eng ENG,"MF,FW",Brighton,30-234,1994,4,0,41,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
Omar Marmoush,eg EGY,"MF,FW",Manchester City,26-032,1999,6,5,390,4.3,3,0,3,3,0,0,0,0,1.0,1.0,0.6,1.7,9,11,30,0.69,0.00,0.69,0.69,0.69,0.24,0.15,0.39,0.24,0.39,Matches
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-266,2001,23,16,"1,491",16.6,6,3,9,6,0,0,1,0,4.4,4.4,2.9,7.3,83,28,190,0.36,0.18,0.54,0.36,0.54,0.27,0.17,0.44,0.27,0.44,Matches
Emiliano Martínez,ar ARG,GK,Aston Villa,32-190,1992,28,28,"2,430",27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Lisandro Martínez,ar ARG,DF,Manchester Utd,27-052,1998,20,20,"1,751",19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.10,0.05,0.15,0.10,0.15,0.07,0.06,0.13,0.07,0.13,Matches
Pape Matar Sarr,sn SEN,MF,Tottenham,22-178,2002,27,16,"1,396",15.5,3,2,5,3,0,0,5,0,3.1,3.1,1.5,4.7,27,72,40,0.19,0.13,0.32,0.19,0.32,0.20,0.10,0.30,0.20,0.30,Matches
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-256,1997,27,25,"2,132",23.7,12,2,14,10,2,2,2,0,11.3,9.7,3.0,12.7,31,42,100,0.51,0.08,0.59,0.42,0.51,0.48,0.13,0.60,0.41,0.53,Matches
Stephy Mavididi,eng ENG,FW,Leicester City,26-284,1998,26,14,"1,388",15.4,3,1,4,3,0,0,2,0,1.6,1.6,2.4,4.0,74,53,115,0.19,0.06,0.26,0.19,0.26,0.10,0.16,0.26,0.10,0.26,Matches
Konstantinos Mavropanos,gr GRE,DF,West Ham,27-090,1997,24,16,"1,572",17.5,0,0,0,0,0,0,4,1,1.2,1.2,0.5,1.7,15,52,2,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.09,0.07,0.09,Matches
Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-117,1997,28,25,"2,128",23.6,0,1,1,0,0,0,2,0,0.6,0.6,1.1,1.8,31,88,44,0.00,0.04,0.04,0.00,0.04,0.03,0.05,0.07,0.03,0.07,Matches
Bryan Mbeumo,cm CMR,FW,Brentford,25-216,1999,28,28,"2,514",27.9,15,4,19,11,4,4,2,0,8.9,5.7,6.5,12.2,96,108,271,0.54,0.14,0.68,0.39,0.54,0.32,0.23,0.55,0.20,0.44,Matches
James Mcatee,eng ENG,"MF,FW",Manchester City,22-144,2002,10,0,130,1.4,2,0,2,2,0,0,0,0,1.3,1.3,0.0,1.3,4,3,12,1.38,0.00,1.38,1.38,1.38,0.93,0.00,0.93,0.93,0.93,Matches
Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-109,2001,11,4,386,4.3,0,1,1,0,0,0,1,0,0.6,0.6,0.4,0.9,13,8,36,0.00,0.23,0.23,0.00,0.23,0.13,0.08,0.21,0.13,0.21,Matches
Alex McCarthy,eng ENG,GK,Southampton,35-098,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
John McGinn,sct SCO,"MF,FW",Aston Villa,30-144,1994,25,22,"1,777",19.7,0,3,3,0,0,0,6,0,2.0,2.0,2.7,4.7,26,83,64,0.00,0.15,0.15,0.00,0.15,0.10,0.13,0.24,0.10,0.24,Matches
Dwight McNeil,eng ENG,"MF,FW",Everton,25-109,1999,13,13,"1,140",12.7,3,3,6,3,0,0,1,0,0.9,0.9,3.5,4.4,31,60,65,0.24,0.24,0.47,0.24,0.47,0.07,0.27,0.34,0.07,0.34,Matches
Scott McTominay,sct SCO,MF,Manchester Utd,28-093,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches
Ben Mee,eng ENG,DF,Brentford,35-171,1989,6,2,177,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Jayden Meghoma,eng ENG,DF,Brentford,18-256,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Mikel Merino,es ESP,"MF,FW",Arsenal,28-262,1996,20,11,"1,059",11.8,4,1,5,4,0,0,2,0,3.5,3.5,1.4,4.9,7,51,68,0.34,0.08,0.42,0.34,0.42,0.30,0.12,0.41,0.30,0.41,Matches
Shumaira Mheuka,eng ENG,MF,Chelsea,17-142,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,5.06,0.00,5.06,5.06,5.06,Matches
Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-150,1997,27,27,"2,430",27.0,3,1,4,3,0,0,4,0,3.4,3.4,0.3,3.7,2,40,5,0.11,0.04,0.15,0.11,0.15,0.13,0.01,0.14,0.13,0.14,Matches
Lewis Miley,eng ENG,MF,Newcastle Utd,18-314,2006,8,1,192,2.1,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,1,12,4,0.47,0.00,0.47,0.47,0.47,0.25,0.01,0.27,0.25,0.27,Matches
James Milner,eng ENG,MF,Brighton,39-066,1986,3,3,169,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,31-363,1993,10,8,781,8.7,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,3,29,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-232,2004,23,12,"1,183",13.1,5,3,8,5,0,0,6,0,3.2,3.2,3.9,7.2,52,26,127,0.38,0.23,0.61,0.38,0.61,0.25,0.30,0.54,0.25,0.54,Matches
Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-191,1999,28,28,"2,400",26.7,0,4,4,0,0,0,2,0,1.2,1.2,5.3,6.5,49,54,136,0.00,0.15,0.15,0.00,0.15,0.05,0.20,0.25,0.05,0.25,Matches
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-295,1997,28,25,"2,233",24.8,7,3,10,7,0,0,0,0,6.8,6.8,4.3,11.1,124,74,257,0.28,0.12,0.40,0.28,0.40,0.28,0.17,0.45,0.28,0.45,Matches
Jakub Moder,pl POL,MF,Brighton,25-338,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,1.45,1.45,0.00,1.45,Matches
Mikey Moore,eng ENG,"FW,MF",Tottenham,17-212,2007,7,2,185,2.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,9,7,30,0.00,0.49,0.49,0.00,0.49,0.10,0.16,0.26,0.10,0.26,Matches
Morato,br BRA,DF,Nott'ham Forest,23-254,2001,19,4,605,6.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,13,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Álex Moreno,es ESP,DF,Nott'ham Forest,31-276,1993,13,10,813,9.0,0,1,1,0,0,0,2,0,0.2,0.2,1.0,1.1,24,29,28,0.00,0.11,0.11,0.00,0.11,0.02,0.11,0.12,0.02,0.12,Matches
Sam Morsy,eg EGY,MF,Ipswich Town,33-182,1991,24,22,"1,979",22.0,1,1,2,1,0,0,8,0,0.3,0.3,0.7,1.0,13,90,9,0.05,0.05,0.09,0.05,0.09,0.01,0.03,0.05,0.01,0.05,Matches
Yerson Mosquera,co COL,DF,Wolves,23-313,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-060,1999,8,4,247,2.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,8,5,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18,Matches
Divin Mubama,eng ENG,FW,Manchester City,20-137,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
Mykhailo Mudryk,ua UKR,FW,Chelsea,24-065,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.00,0.00,0.00,0.00,0.00,0.15,0.58,0.73,0.15,0.73,Matches
Marshall Munetsi,zw ZIM,"FW,MF",Wolves,28-262,1996,4,3,270,3.0,1,1,2,1,0,0,0,0,1.9,1.9,0.8,2.7,1,3,9,0.33,0.33,0.67,0.33,0.67,0.64,0.27,0.91,0.64,0.91,Matches
Rodrigo Muniz,br BRA,FW,Fulham,23-311,2001,27,6,791,8.8,5,1,6,5,0,0,1,0,4.5,4.5,0.6,5.1,4,21,26,0.57,0.11,0.68,0.57,0.68,0.51,0.07,0.58,0.51,0.58,Matches
Daniel Muñoz,co COL,DF,Crystal Palace,28-289,1996,27,27,"2,343",26.0,3,4,7,3,0,0,7,0,4.1,4.1,3.8,7.9,37,63,160,0.12,0.15,0.27,0.12,0.27,0.16,0.15,0.30,0.16,0.30,Matches
Arijanet Muric,xk KVX,GK,Ipswich Town,26-124,1998,18,18,"1,620",18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Murillo,br BRA,DF,Nott'ham Forest,22-250,2002,27,27,"2,388",26.5,1,0,1,1,0,0,5,0,1.2,1.2,1.1,2.3,15,85,4,0.04,0.00,0.04,0.04,0.04,0.05,0.04,0.09,0.05,0.09,Matches
Jacob Murphy,eng ENG,FW,Newcastle Utd,30-015,1995,25,21,"1,680",18.7,5,8,13,5,0,0,3,0,3.8,3.8,6.3,10.1,57,56,152,0.27,0.43,0.70,0.27,0.70,0.21,0.34,0.54,0.21,0.54,Matches
Vitaliy Mykolenko,ua UKR,DF,Everton,25-286,1999,26,26,"2,272",25.2,0,1,1,0,0,0,2,0,0.4,0.4,1.4,1.8,26,85,62,0.00,0.04,0.04,0.00,0.04,0.02,0.06,0.07,0.02,0.07,Matches
Iliman Ndiaye,sn SEN,FW,Everton,25-005,2000,24,22,"1,877",20.9,6,0,6,5,1,1,3,0,3.6,2.8,1.5,4.3,71,38,95,0.29,0.00,0.29,0.24,0.24,0.17,0.07,0.25,0.13,0.21,Matches
Wilfred Ndidi,ng NGA,MF,Leicester City,28-085,1996,19,19,"1,555",17.3,0,4,4,0,0,0,4,0,1.6,1.6,1.4,3.0,13,48,56,0.00,0.23,0.23,0.00,0.23,0.09,0.08,0.17,0.09,0.17,Matches
Kosta Nedeljković,rs SRB,DF,Aston Villa,19-085,2005,5,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Reiss Nelson,eng ENG,FW,Arsenal,25-091,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Reiss Nelson,eng ENG,FW,Fulham,25-091,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39,Matches
Neto,br BRA,GK,Bournemouth,35-235,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Pedro Neto,pt POR,FW,Chelsea,25-002,2000,25,15,"1,441",16.0,3,4,7,3,0,0,6,0,2.0,2.0,4.3,6.3,89,37,139,0.19,0.25,0.44,0.19,0.44,0.12,0.27,0.39,0.12,0.39,Matches
Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-285,1999,20,7,708,7.9,1,1,2,1,0,0,3,0,3.3,3.3,1.5,4.8,32,15,55,0.13,0.13,0.25,0.13,0.25,0.42,0.19,0.61,0.42,0.61,Matches
Christopher Nkunku,fr FRA,FW,Chelsea,27-117,1997,24,7,797,8.9,3,2,5,3,0,0,2,0,4.6,4.5,2.0,6.5,15,24,62,0.34,0.23,0.56,0.34,0.56,0.52,0.23,0.74,0.51,0.74,Matches
Matheus Nunes,pt POR,"DF,MF",Manchester City,26-196,1998,19,12,"1,044",11.6,0,4,4,0,0,0,3,0,0.5,0.5,3.3,3.9,43,45,127,0.00,0.34,0.34,0.00,0.34,0.05,0.29,0.33,0.05,0.33,Matches
Darwin Núñez,uy URU,FW,Liverpool,25-260,1999,23,8,970,10.8,5,2,7,5,0,0,7,0,5.0,5.0,1.1,6.1,20,21,64,0.46,0.19,0.65,0.46,0.65,0.46,0.10,0.56,0.46,0.56,Matches
Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,17-355,2007,18,7,594,6.6,3,1,4,3,0,0,1,0,0.8,0.8,0.8,1.6,34,23,84,0.45,0.15,0.61,0.45,0.61,0.12,0.12,0.24,0.12,0.24,Matches
Christian Nørgaard,dk DEN,MF,Brentford,31-001,1994,24,24,"1,920",21.3,3,2,5,3,0,0,4,1,2.9,2.9,0.7,3.6,10,103,31,0.14,0.09,0.23,0.14,0.23,0.14,0.03,0.17,0.14,0.17,Matches
Jake O'Brien,ie IRL,DF,Everton,23-300,2001,11,8,761,8.5,1,0,1,1,0,0,3,0,0.2,0.2,0.3,0.6,3,26,16,0.12,0.00,0.12,0.12,0.12,0.03,0.04,0.07,0.03,0.07,Matches
Matt O'Riley,dk DEN,MF,Brighton,24-110,2000,12,5,475,5.3,1,1,2,1,0,0,1,0,1.2,1.2,1.2,2.4,9,22,25,0.19,0.19,0.38,0.19,0.38,0.23,0.22,0.45,0.23,0.45,Matches
Dara O'Shea,ie IRL,DF,Ipswich Town,26-007,1999,25,25,"2,222",24.7,0,0,0,0,0,0,6,0,0.8,0.8,0.0,0.8,3,58,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,17-102,2007,2,0,22,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Wilson Odobert,fr FRA,FW,Tottenham,20-103,2004,7,4,339,3.8,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,24,13,34,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches
Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-314,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Caleb Okoli,it ITA,DF,Leicester City,23-241,2001,16,11,"1,003",11.1,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3,28,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Robin Olsen,se SWE,GK,Aston Villa,35-062,1990,3,1,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Amadou Onana,be BEL,MF,Aston Villa,23-207,2001,17,14,"1,079",12.0,2,0,2,2,0,0,4,0,1.8,1.8,0.2,2.0,13,36,10,0.17,0.00,0.17,0.17,0.17,0.15,0.02,0.17,0.15,0.17,Matches
André Onana,cm CMR,GK,Manchester Utd,28-343,1996,28,28,"2,520",28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Paul Onuachu,ng NGA,FW,Southampton,30-287,1994,18,8,719,8.0,2,1,3,2,0,0,3,0,1.9,1.9,0.4,2.4,6,11,24,0.25,0.13,0.38,0.25,0.38,0.24,0.05,0.30,0.24,0.30,Matches
Frank Onyeka,ng NGA,MF,Brentford,27-069,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Lewis Orford,eng ENG,MF,West Ham,19-021,2006,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
Stefan Ortega,de GER,GK,Manchester City,32-125,1992,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
William Osula,dk DEN,FW,Newcastle Utd,21-219,2003,10,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
Dango Ouattara,bf BFA,FW,Bournemouth,23-028,2002,25,15,"1,512",16.8,7,4,11,7,0,0,1,0,7.2,7.2,4.5,11.7,57,31,153,0.42,0.24,0.65,0.42,0.65,0.43,0.27,0.70,0.43,0.70,Matches
