Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Mert Kömür,de GER,MF,Augsburg,19-237,2005,13,1,350,3.9,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.8,10,4,28,0.26,0.26,0.51,0.26,0.51,0.11,0.09,0.19,0.11,0.19,Matches
Henri Koudossou,de GER,DF,Augsburg,25-189,1999,15,4,602,6.7,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,12,15,35,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.09,0.01,0.09,Matches
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,21-103,2003,23,21,"1,903",21.1,0,2,2,0,0,0,3,0,0.6,0.6,0.9,1.5,16,79,6,0.00,0.09,0.09,0.00,0.09,0.03,0.04,0.07,0.03,0.07,Matches
Matej Kovar,cz CZE,GK,Leverkusen,24-298,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,33-265,1991,23,23,"1,975",21.9,7,5,12,5,2,2,3,0,7.9,6.3,3.3,9.6,58,111,153,0.32,0.23,0.55,0.23,0.46,0.36,0.15,0.51,0.29,0.44,Matches
Frans Krätzig,de GER,"MF,FW",Heidenheim,22-056,2003,8,7,537,6.0,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,13,11,27,0.17,0.17,0.34,0.17,0.34,0.08,0.11,0.19,0.08,0.19,Matches
Frans Krätzig,de GER,DF,Stuttgart,22-056,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Tom Krauß,de GER,MF,Bochum,23-262,2001,6,5,456,5.1,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.6,9,39,5,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,Matches
Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,27-243,1997,22,21,"1,885",20.9,1,2,3,1,0,0,2,0,0.8,0.8,2.2,3.0,45,138,113,0.05,0.10,0.14,0.05,0.14,0.04,0.11,0.14,0.04,0.14,Matches
Lukas Kübler,de GER,DF,Freiburg,32-193,1992,19,19,"1,491",16.6,4,0,4,4,0,0,5,0,1.8,1.8,0.5,2.3,16,60,38,0.24,0.00,0.24,0.24,0.24,0.11,0.03,0.14,0.11,0.14,Matches
Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,26-317,1998,7,0,172,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,12,16,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19,Matches
Nediljko Labrović,hr CRO,GK,Augsburg,25-152,1999,15,15,"1,350",15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Konrad Laimer,at AUT,DF,Bayern Munich,27-288,1997,21,11,"1,054",11.7,1,1,2,1,0,0,7,0,1.2,1.2,2.2,3.4,47,76,64,0.09,0.09,0.17,0.09,0.17,0.10,0.19,0.29,0.10,0.29,Matches
Stefan Lainer,at AUT,DF,Gladbach,32-196,1992,16,4,547,6.1,1,0,1,1,0,0,2,0,0.2,0.2,0.9,1.1,17,21,24,0.16,0.00,0.16,0.16,0.16,0.03,0.15,0.17,0.03,0.17,Matches
Hugo Larsson,se SWE,MF,Eint Frankfurt,20-257,2004,24,20,"1,729",19.2,3,0,3,3,0,0,2,0,2.8,2.8,1.1,3.8,12,91,23,0.16,0.00,0.16,0.16,0.16,0.14,0.06,0.20,0.14,0.20,Matches
Diogo Leite,pt POR,DF,Union Berlin,26-047,1999,24,23,"2,033",22.6,0,1,1,0,0,0,3,0,1.1,1.1,0.8,1.9,17,103,16,0.00,0.04,0.04,0.00,0.04,0.05,0.04,0.08,0.05,0.08,Matches
Maxim Leitsch,de GER,DF,Mainz 05,26-297,1998,14,6,674,7.5,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,4,25,5,0.13,0.00,0.13,0.13,0.13,0.16,0.03,0.19,0.16,0.19,Matches
Jamie Leweling,de GER,"MF,FW",Stuttgart,24-013,2001,19,16,"1,232",13.7,2,1,3,2,0,0,4,0,0.8,0.8,2.8,3.6,49,46,128,0.15,0.07,0.22,0.15,0.22,0.06,0.21,0.26,0.06,0.26,Matches
Philipp Lienhart,at AUT,DF,Freiburg,28-243,1996,23,22,"1,981",22.0,1,0,1,1,0,0,4,0,0.5,0.5,0.5,1.0,35,94,6,0.05,0.00,0.05,0.05,0.05,0.02,0.02,0.04,0.02,0.04,Matches
Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,23-011,2002,5,1,109,1.2,1,1,2,1,0,0,1,0,0.4,0.4,0.6,1.0,1,2,9,0.83,0.83,1.65,0.83,1.65,0.34,0.51,0.85,0.34,0.85,Matches
Anthony Losilla,fr FRA,MF,Bochum,39-001,1986,19,13,"1,083",12.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,3,42,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Yannik Lührs,de GER,DF,Dortmund,21-183,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Castello Lukeba,fr FRA,DF,RB Leipzig,22-084,2002,15,12,"1,013",11.3,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,9,44,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
Senne Lynen,be BEL,MF,Werder Bremen,26-020,1999,23,23,"1,969",21.9,0,0,0,0,0,0,7,0,0.7,0.7,0.5,1.2,6,70,23,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,25-162,1999,23,15,"1,322",14.7,7,1,8,6,1,1,1,0,3.6,2.8,1.7,4.6,17,41,67,0.48,0.07,0.54,0.41,0.48,0.25,0.12,0.37,0.19,0.31,Matches
Arne Maier,de GER,MF,Augsburg,26-062,1999,23,7,815,9.1,0,0,0,0,0,0,0,0,1.1,1.1,1.4,2.6,14,33,42,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.28,0.13,0.28,Matches
Patrick Mainka,de GER,DF,Heidenheim,30-125,1994,25,25,"2,250",25.0,1,0,1,1,0,0,3,0,1.7,1.7,0.3,2.0,15,82,10,0.04,0.00,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08,Matches
Lovro Majer,hr CRO,MF,Wolfsburg,27-053,1998,4,2,145,1.6,2,0,2,1,1,1,1,0,1.1,0.4,0.0,0.4,2,2,6,1.24,0.00,1.24,0.62,0.62,0.71,0.01,0.72,0.22,0.23,Matches
Jordy Makengo,fr FRA,DF,Freiburg,23-220,2001,12,1,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,5,12,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
Jarzinho Malanga,de GER,DF,Stuttgart,18-244,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Julián Malatini,ar ARG,DF,Werder Bremen,23-284,2001,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,24,4,0.20,0.20,0.40,0.20,0.40,0.05,0.09,0.14,0.05,0.14,Matches
Donyell Malen,nl NED,"FW,MF",Dortmund,26-061,1999,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.00,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46,Matches
Lennard Maloney,us USA,MF,Heidenheim,25-154,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
Lennard Maloney,us USA,MF,Mainz 05,25-154,1999,3,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Johan Manzambi,ch SUI,"MF,FW",Freiburg,19-148,2005,4,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
Omar Marmoush,eg EGY,FW,Eint Frankfurt,26-032,1999,17,17,"1,448",16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,0.93,0.56,1.49,0.81,1.37,0.55,0.39,0.94,0.45,0.84,Matches
Giorgos Masouras,gr GRE,"FW,MF",Bochum,31-069,1994,5,5,411,4.6,2,0,2,2,0,0,0,0,2.6,2.6,0.7,3.3,13,8,31,0.44,0.00,0.44,0.44,0.44,0.57,0.15,0.72,0.57,0.72,Matches
Erhan Mašović,rs SRB,DF,Bochum,26-109,1998,14,10,852,9.5,1,1,2,1,0,0,1,0,0.6,0.6,0.9,1.5,1,32,3,0.11,0.11,0.21,0.11,0.21,0.07,0.09,0.16,0.07,0.16,Matches
Igor Matanovic,hr CRO,FW,Eint Frankfurt,21-345,2003,15,2,303,3.4,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.2,2,6,19,0.30,0.00,0.30,0.30,0.30,0.34,0.01,0.35,0.34,0.35,Matches
Chrislain Matsima,fr FRA,DF,Augsburg,22-300,2002,21,19,"1,741",19.3,1,0,1,1,0,0,4,0,1.4,1.4,0.1,1.4,11,57,9,0.05,0.00,0.05,0.05,0.05,0.07,0.00,0.07,0.07,0.07,Matches
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,19-308,2005,16,3,397,4.4,0,2,2,0,0,0,2,0,0.3,0.3,0.9,1.1,11,14,57,0.00,0.45,0.45,0.00,0.45,0.06,0.20,0.25,0.06,0.25,Matches
Maurides,br BRA,FW,St. Pauli,31-001,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,20-351,2004,13,1,214,2.4,1,2,3,1,0,0,1,0,0.7,0.7,1.6,2.4,8,5,20,0.42,0.84,1.26,0.42,1.26,0.31,0.69,1.00,0.31,1.00,Matches
Jakov Medić,hr CRO,DF,Bochum,26-185,1998,18,13,"1,249",13.9,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,1,17,2,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.05,0.05,0.05,Matches
Connor Metcalfe,au AUS,MF,St. Pauli,25-126,1999,4,2,227,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,6,8,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,Matches
Karol Mets,ee EST,DF,St. Pauli,31-299,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
Alexander Meyer,de GER,GK,Dortmund,33-332,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
Florian Micheler,at AUT,MF,Hoffenheim,19-298,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Enzo Millot,fr FRA,"MF,FW",Stuttgart,22-237,2002,24,18,"1,500",16.7,4,3,7,4,0,1,7,0,6.4,5.5,2.2,7.7,30,103,108,0.24,0.18,0.42,0.24,0.42,0.38,0.13,0.51,0.33,0.46,Matches
Kim Min-jae,kr KOR,DF,Bayern Munich,28-116,1996,23,23,"2,005",22.3,2,0,2,2,0,0,2,0,1.6,1.6,0.3,1.9,13,167,4,0.09,0.00,0.09,0.09,0.09,0.07,0.01,0.09,0.07,0.09,Matches
Maximilian Mittelstädt,de GER,DF,Stuttgart,27-358,1997,23,20,"1,789",19.9,1,5,6,1,0,0,4,0,0.6,0.6,3.8,4.4,43,125,108,0.05,0.25,0.30,0.05,0.30,0.03,0.19,0.22,0.03,0.22,Matches
Koji Miyoshi,jp JPN,"FW,MF",Bochum,27-350,1997,14,6,450,5.0,1,0,1,1,0,0,0,1,1.1,1.1,0.8,1.9,11,14,23,0.20,0.00,0.20,0.20,0.20,0.22,0.15,0.38,0.22,0.38,Matches
Max Moerstedt,de GER,FW,Hoffenheim,,,12,5,451,5.0,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.3,6,10,36,0.00,0.00,0.00,0.00,0.00,0.15,0.12,0.27,0.15,0.27,Matches
David Mokwa,fr FRA,"DF,FW",Hoffenheim,20-312,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,1.21,0.00,1.21,1.21,1.21,Matches
Steve Mounié,bj BEN,"FW,MF",Augsburg,30-163,1994,13,1,295,3.3,0,0,0,0,0,0,2,0,1.9,1.9,0.0,2.0,8,9,23,0.00,0.00,0.00,0.00,0.00,0.59,0.01,0.60,0.59,0.60,Matches
Nordi Mukiele,fr FRA,DF,Leverkusen,27-130,1997,13,8,719,8.0,1,0,1,1,0,0,4,0,1.3,1.3,0.6,1.9,16,27,21,0.13,0.00,0.13,0.13,0.13,0.16,0.08,0.24,0.16,0.24,Matches
Florian Müller,de GER,GK,Freiburg,27-118,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Kevin Müller,de GER,GK,Heidenheim,33-361,1991,25,25,"2,250",25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Marius Müller,de GER,GK,Wolfsburg,31-242,1993,6,5,475,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Thomas Müller,de GER,"MF,FW",Bayern Munich,35-179,1989,22,8,864,9.6,1,3,4,1,0,0,3,0,3.0,3.0,2.3,5.2,16,44,101,0.10,0.31,0.42,0.10,0.42,0.31,0.24,0.55,0.31,0.55,Matches
Jamal Musiala,de GER,MF,Bayern Munich,22-013,2003,22,18,"1,578",17.5,11,2,13,11,0,0,2,0,7.9,7.9,3.9,11.8,65,95,135,0.63,0.11,0.74,0.63,0.74,0.45,0.22,0.67,0.45,0.67,Matches
Florent Muslija,xk KVX,"FW,MF",Freiburg,26-248,1998,9,0,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0.00,0.00,0.00,0.00,0.00,0.14,0.16,0.30,0.14,0.30,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,31-041,1994,25,25,"2,157",24.0,0,4,4,0,0,0,4,0,1.2,1.2,1.6,2.8,50,79,114,0.00,0.17,0.17,0.00,0.17,0.05,0.07,0.12,0.05,0.12,Matches
Joakim Mæhle,dk DEN,DF,Wolfsburg,27-295,1997,19,17,"1,466",16.3,3,3,6,3,0,0,5,0,1.7,1.7,1.5,3.3,36,62,79,0.18,0.18,0.37,0.18,0.37,0.11,0.09,0.20,0.11,0.20,Matches
Nathan N'Goumou,fr FRA,FW,Gladbach,24-362,2000,16,8,744,8.3,2,1,3,2,0,0,0,0,1.5,1.5,1.3,2.8,26,14,77,0.24,0.12,0.36,0.24,0.36,0.18,0.15,0.34,0.18,0.34,Matches
Stanley N'Soki,fr FRA,DF,Hoffenheim,25-336,1999,16,12,925,10.3,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.1,9,36,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
Paul Nebel,de GER,MF,Mainz 05,22-152,2002,23,18,"1,633",18.1,7,2,9,7,0,0,3,0,4.2,4.2,2.0,6.3,50,58,149,0.39,0.11,0.50,0.39,0.50,0.23,0.11,0.34,0.23,0.34,Matches
Kosta Nedeljković,rs SRB,"DF,FW",RB Leipzig,19-085,2005,3,0,39,0.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,3,8,0.00,0.00,0.00,0.00,0.00,1.05,0.07,1.12,1.05,1.12,Matches
Ivan Nekić,hr CRO,DF,Holstein Kiel,24-077,2000,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
David Nemeth,at AUT,DF,St. Pauli,23-358,2001,15,15,"1,327",14.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,10,47,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Luca Netz,de GER,DF,Gladbach,21-300,2003,17,7,789,8.8,0,2,2,0,0,0,1,0,0.2,0.2,1.9,2.1,14,24,49,0.00,0.23,0.23,0.00,0.23,0.02,0.22,0.24,0.02,0.24,Matches
Manuel Neuer,de GER,GK,Bayern Munich,38-349,1986,20,20,"1,800",20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Florian Neuhaus,de GER,MF,Gladbach,27-360,1997,11,1,233,2.6,0,1,1,0,0,0,1,0,0.5,0.5,0.3,0.9,7,19,7,0.00,0.39,0.39,0.00,0.39,0.20,0.13,0.33,0.20,0.33,Matches
Moritz Nicolas,de GER,GK,Gladbach,27-141,1997,19,19,"1,639",18.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Julian Niehues,de GER,MF,Heidenheim,23-328,2001,3,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
Justin Njinmah,de GER,"FW,MF",Werder Bremen,24-116,2000,18,9,769,8.5,3,1,4,3,0,0,1,0,2.0,2.0,0.9,2.9,24,18,83,0.35,0.12,0.47,0.35,0.47,0.24,0.11,0.35,0.24,0.35,Matches
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,24-130,2000,11,4,376,4.2,0,0,0,0,0,0,1,0,0.2,0.2,1.3,1.5,17,15,21,0.00,0.00,0.00,0.00,0.00,0.04,0.32,0.36,0.04,0.36,Matches
Felix Nmecha,de GER,MF,Dortmund,24-152,2000,19,14,"1,131",12.6,2,1,3,2,0,0,2,0,0.3,0.3,0.8,1.1,10,62,13,0.16,0.08,0.24,0.16,0.24,0.02,0.06,0.08,0.02,0.08,Matches
Lukas Nmecha,de GER,FW,Wolfsburg,26-087,1998,11,1,223,2.5,2,0,2,2,0,0,0,0,2.7,2.7,0.0,2.8,3,3,17,0.81,0.00,0.81,0.81,0.81,1.09,0.02,1.11,1.09,1.11,Matches
Arnaud Nordin,fr FRA,DF,Mainz 05,26-267,1998,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,3,0.00,0.00,0.00,0.00,0.00,0.10,1.22,1.32,0.10,1.32,Matches
Alexander Nübel,de GER,GK,Stuttgart,28-162,1996,25,25,"2,250",25.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches
Antonio Nusa,no NOR,"MF,DF",RB Leipzig,19-328,2005,21,15,"1,440",16.0,3,3,6,3,0,0,0,0,1.6,1.6,2.6,4.2,51,46,111,0.19,0.19,0.37,0.19,0.37,0.10,0.16,0.26,0.10,0.26,Matches
Tim Oermann,de GER,DF,Bochum,21-156,2003,20,17,"1,432",15.9,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,6,33,7,0.00,0.06,0.06,0.00,0.06,0.00,0.03,0.03,0.00,0.03,Matches
Ifechukwu Ogbus,ch SUI,DF,Freiburg,19-084,2005,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Finn Ole Becker,de GER,MF,Hoffenheim,24-276,2000,8,6,575,6.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,37,5,0.00,0.16,0.16,0.00,0.16,0.02,0.04,0.06,0.02,0.06,Matches
Michael Olise,fr FRA,"FW,MF",Bayern Munich,23-089,2001,25,19,"1,574",17.5,8,7,15,8,0,0,1,0,6.5,6.5,6.6,13.1,81,126,235,0.46,0.40,0.86,0.46,0.86,0.37,0.38,0.75,0.37,0.75,Matches
Jonas Omlin,ch SUI,GK,Gladbach,31-060,1994,6,5,458,5.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Karim Onisiwo,at AUT,"MF,FW",Mainz 05,32-359,1992,6,1,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,0,8,0.00,0.00,0.00,0.00,0.00,0.06,0.27,0.33,0.06,0.33,Matches
Frank Onyeka,ng NGA,MF,Augsburg,27-069,1998,22,21,"1,837",20.4,0,1,1,0,0,0,6,0,1.3,1.3,1.0,2.4,33,67,54,0.00,0.05,0.05,0.00,0.05,0.07,0.05,0.12,0.07,0.12,Matches
Loïs Openda,be BEL,"FW,MF",RB Leipzig,25-023,2000,24,21,"1,849",20.5,7,5,12,7,0,1,4,1,7.6,6.8,2.8,9.6,47,38,171,0.34,0.24,0.58,0.34,0.58,0.37,0.14,0.51,0.33,0.47,Matches
Gift Orban,ng NGA,FW,Hoffenheim,22-237,2002,9,5,526,5.8,4,0,4,4,0,0,1,0,3.3,3.3,0.0,3.3,5,5,26,0.68,0.00,0.68,0.68,0.68,0.57,0.00,0.57,0.57,0.57,Matches
Willi Orban,hu HUN,DF,RB Leipzig,32-128,1992,22,22,"1,952",21.7,5,0,5,5,0,0,4,2,3.5,3.5,0.9,4.4,11,93,6,0.23,0.00,0.23,0.23,0.23,0.16,0.04,0.20,0.16,0.20,Matches
Ivan Ordets,ua UKR,DF,Bochum,32-246,1992,16,15,"1,327",14.7,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.3,2,35,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Patrick Osterhage,de GER,MF,Freiburg,25-038,2000,22,19,"1,562",17.4,0,0,0,0,0,0,4,1,0.8,0.8,0.9,1.7,16,47,31,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.10,0.04,0.10,Matches
Assan Ouedraogo,de GER,MF,RB Leipzig,18-306,2006,3,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
Salih Özcan,tr TUR,MF,Wolfsburg,27-059,1998,11,3,353,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,6,22,5,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.23,0.03,0.23,Matches
Salih Özcan,tr TUR,MF,Dortmund,27-059,1998,5,1,163,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,17,2,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.25,0.06,0.25,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,26-157,1998,17,6,652,7.2,1,4,5,1,0,0,1,0,1.3,1.3,1.6,2.8,5,55,24,0.14,0.55,0.69,0.14,0.69,0.18,0.22,0.39,0.18,0.39,Matches
João Palhinha,pt POR,MF,Bayern Munich,29-245,1995,12,5,521,5.8,0,0,0,0,0,0,1,1,0.6,0.6,0.2,0.8,2,23,6,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Matches
Mats Pannewig,de GER,MF,Bochum,20-134,2004,9,1,126,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,8,10,0.00,0.00,0.00,0.00,0.00,0.12,0.08,0.19,0.12,0.19,Matches
Felix Passlack,de GER,"DF,MF",Bochum,26-286,1998,22,22,"1,756",19.5,0,4,4,0,0,0,4,0,0.9,0.9,2.4,3.3,35,56,82,0.00,0.21,0.21,0.00,0.21,0.05,0.12,0.17,0.05,0.17,Matches
Aleksandar Pavlovic,de GER,MF,Bayern Munich,20-312,2004,15,14,"1,041",11.6,1,0,1,1,0,0,2,0,0.4,0.4,0.2,0.6,8,92,30,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.05,0.03,0.05,Matches
Mads Pedersen,dk DEN,DF,Augsburg,28-191,1996,6,2,233,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,11,10,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Jordan Pefok,us USA,FW,Union Berlin,28-319,1996,18,10,908,10.1,0,1,1,0,0,0,2,0,3.2,3.2,0.9,4.1,3,12,40,0.00,0.10,0.10,0.00,0.10,0.32,0.09,0.40,0.32,0.40,Matches
Daniel Peretz,il ISR,GK,Bayern Munich,24-244,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Noah Pesch,hr CRO,FW,Gladbach,19-297,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Luca Philipp,de GER,GK,Hoffenheim,24-103,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Maximilian Philipp,de GER,"MF,FW",Freiburg,31-010,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
Benedikt Pichler,at AUT,FW,Holstein Kiel,27-234,1997,16,7,743,8.3,1,2,3,1,0,0,1,0,2.2,2.2,1.1,3.2,16,17,51,0.12,0.24,0.36,0.12,0.36,0.26,0.13,0.39,0.26,0.39,Matches
Amos Pieper,de GER,DF,Werder Bremen,27-053,1998,14,7,724,8.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,3,29,1,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
