Unnamed: 0,name,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Tkl,TklW_defense,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost_defense,Blocks,Sh,Pass,Int_defense,Tkl+Int,Clr,Err,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_passing,PPA,CrsPA,PrgP,Gls,G+A,G-PK,PK,xG,npxG,npxG+xAG,PrgC,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,SCA,SCA90,PassLive,PassDead,TO,Sh_gca,Fld_gca,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,GA_keepersadv,PKA_keepersadv,FK,CK,OG_keepersadv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_keepersadv,Att_keepersadv,Cmp%_keepersadv,Att (GK),Thr,Launch%,AvgLen,Att.1_keepersadv,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Att_passing_types,Live,Dead,FK_passing_types,TB,Sw,Crs_passing_types,TI,CK_passing_types,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,npxG/Sh,G-xG,np:G-xG,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,1/3_possession,CPA,Mis,Dis,Rec,id,position,dateOfBirth,age,nationality,height,foot,joinedOn,signedFrom,contract,marketValue,status,Passing,Ball Carrying,Defensive Work,Chance Creation,Possession Retention,TIS
177,Antoine Bernede,FRA,"MF,FW",Hellas Verona,it  Serie A,25-289,1999,5,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6.6,53,0,3,20,0,0.6,1,8,-7,-3.77,-2.89,1.5,3.3,-1.8,-0.95,-0.39,0,0,0,3,0,0,1,3,1,0,0,0,9,2,2,50.0,1,1,0,1,0,1,2,50.0,1,3,1,2,3,4,1,0,36,50,72.0,541,191,18,21,85.7,14,20,70.0,2,5,40.0,0,0.1,0.1,-0.1,2,6,2,0,4,1,1,1,0,0.7,0.7,0.8,2,7,0.54,0.0,0.54,0.54,0.54,0.38,0.05,0.43,0.38,0.43,8,4.31,5,0,1,1,0,1,1,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,2,1,0,0,1,0,1,1,0,0,36,0,2,2,1,50.0,1.08,0.54,0.5,1.0,16.9,0,0.35,0.3,0.3,65,3,8,38,19,2,65,2,1,50.0,1,50.0,41,237,99,2,0,4,1,39,395512,Central Midfield,26-05-1999,25,"['France', 'Cameroon']",178,right,03-02-2025,FC Lausanne-Sport,30-06-2025,3500000,0,0.1111111111111111,0.03333333333333333,0.18888888888888888,0.09888888888888887,0.5,3.4628911726012044
194,Antonio Sánchez,ESP,"MF,DF",Mallorca,es  La Liga,28-069,1997,22,7,927,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38.1,81,2,15,24,3,1.59,12,11,1,0.1,0.58,12.3,12.5,-0.2,-0.02,-0.01,2,0,0,15,8,3,22,13,12,0,0,0,51,3,7,30.0,19,12,13,4,2,11,23,47.8,12,11,2,9,13,32,26,0,280,381,73.5,4756,1469,137,157,87.3,99,131,75.6,32,62,51.6,0,0.6,0.8,-0.6,5,25,7,3,28,0,0,0,0,0.8,0.8,1.4,13,34,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.13,0.08,0.13,15,1.46,9,2,1,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,346,31,2,1,1,22,24,3,0,2,0,280,4,10,11,1,9.1,1.07,0.1,0.0,0.0,18.5,0,0.07,-0.8,-0.8,502,27,160,216,137,10,502,14,8,57.1,3,21.4,244,1195,480,8,4,13,4,281,513031,Central Midfield,22-04-1997,27,['Spain'],179,right,01-07-2018,RCD Mallorca B,30-06-2027,2500000,0,0.5888888888888889,0.2777777777777778,1.3333333333333333,0.19111111111111115,3.533333333333333,3.442987506979341
207,Armin Gigovic,BIH,MF,Holstein Kiel,de  Bundesliga,22-339,2002,24,16,1358,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,60.4,71,2,8,28,1,0.71,23,35,-12,-0.8,0.42,16.0,23.6,-7.7,-0.51,0.27,4,0,0,12,21,1,11,16,9,1,1,0,78,13,14,48.1,19,9,11,5,3,3,17,17.6,14,15,1,14,16,35,25,0,376,489,76.9,6016,1457,196,236,83.1,151,177,85.3,21,46,45.7,0,1.4,1.3,-1.4,10,33,7,0,34,4,4,4,0,1.4,1.4,2.9,29,38,0.27,0.0,0.27,0.27,0.27,0.1,0.09,0.19,0.1,0.19,27,1.79,18,2,1,1,5,0,4,0.27,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,468,17,7,3,3,11,0,1,0,1,0,376,4,11,20,6,30.0,1.33,0.4,0.2,0.67,20.0,1,0.07,2.6,2.6,683,44,165,361,168,31,683,42,14,33.3,20,47.6,352,2245,956,20,7,32,14,402,651269,Central Midfield,06-04-2002,22,"['Bosnia-Herzegovina', 'Sweden']",187,right,23-07-2024,FC Rostov,0,3000000,0,0.7444444444444445,0.5555555555555556,1.7,0.3455555555555555,4.811111111111111,3.4393476197826454
213,Arne Maier,GER,MF,Augsburg,de  Bundesliga,26-062,1999,23,7,815,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36.2,62,0,16,24,2,1.39,11,12,-1,-0.11,0.27,10.1,12.1,-2.0,-0.22,0.16,0,0,0,8,6,0,54,4,6,0,0,0,68,4,6,40.0,12,6,4,8,0,7,12,58.3,5,14,1,13,4,16,12,1,381,501,76.0,6792,1842,172,203,84.7,153,184,83.2,47,83,56.6,0,1.4,2.3,-1.4,23,33,7,2,33,0,0,0,0,1.1,1.1,2.6,14,42,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.28,0.13,0.28,37,4.1,19,16,0,2,0,0,4,0.44,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,437,62,18,2,2,54,0,39,11,21,0,381,2,14,15,5,33.3,1.66,0.55,0.0,0.0,25.7,3,0.08,-1.1,-1.1,597,15,94,286,222,15,597,12,5,41.7,7,58.3,331,1415,646,14,5,19,8,383,296397,Central Midfield,08-01-1999,26,['Germany'],186,right,01-07-2022,Hertha BSC,30-06-2026,4000000,0,0.7333333333333333,0.26666666666666666,1.2222222222222223,0.46444444444444444,4.911111111111111,3.411567037642199
230,Aster Vranckx,BEL,MF,Wolfsburg,de  Bundesliga,22-158,2002,11,3,337,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15.0,77,1,8,13,3,1.45,6,7,-1,-0.27,-0.78,5.1,6.6,-1.5,-0.4,-0.37,1,0,0,8,7,0,2,6,4,0,0,0,16,5,10,33.3,7,4,2,5,0,2,5,40.0,3,9,2,7,6,13,7,0,91,114,79.8,1513,482,43,50,86.0,36,42,85.7,8,11,72.7,0,0.0,0.4,0.0,1,8,1,0,13,0,0,0,0,0.0,0.0,0.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,3,0.8,3,0,0,0,0,0,1,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,112,1,0,1,1,2,0,0,0,0,0,91,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,167,20,53,88,29,3,167,5,4,80.0,1,20.0,68,332,162,1,0,11,3,87,503881,Central Midfield,04-10-2002,22,"['Belgium', 'DR Congo']",183,right,01-07-2021,KV Mechelen,30-06-2029,12000000,0,0.23333333333333334,0.08888888888888889,0.5,0.03777777777777778,1.1555555555555554,3.392094754975509
242,Ayyoub Bouaddi,FRA,MF,Lille,fr  Ligue 1,17-160,2007,20,10,1018,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,45.2,80,3,10,22,5,1.8,19,9,10,0.88,0.66,20.3,12.2,8.1,0.72,0.76,1,0,0,16,8,0,1,9,29,0,0,0,56,8,9,47.1,47,29,21,19,7,18,30,60.0,12,10,3,7,9,56,9,1,434,487,89.1,7302,1458,193,214,90.2,198,210,94.3,30,33,90.9,1,1.0,1.2,0.0,5,31,1,0,33,0,1,0,0,0.0,0.0,1.0,10,17,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.09,13,1.15,11,0,1,0,1,0,2,0.18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,481,5,3,1,1,1,2,0,0,0,0,434,1,10,1,1,100.0,0.09,0.09,0.0,0.0,12.6,0,0.04,0.0,0.0,611,25,137,342,137,6,611,25,14,56.0,10,40.0,329,1563,595,7,2,27,15,410,1097139,Central Midfield,02-10-2007,17,"['France', 'Morocco']",186,right,01-07-2023,LOSC Lille U19,30-06-2027,25000000,0,0.7111111111111111,0.28888888888888886,1.4555555555555555,0.1688888888888889,5.377777777777778,3.3709508830240438
269,Benjamin Bouchouari,MAR,MF,Saint-Étienne,fr  Ligue 1,23-118,2001,20,16,1389,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,61.7,83,9,4,16,1,0.8,17,35,-18,-1.17,0.3,16.6,36.1,-19.5,-1.26,-0.18,3,0,0,12,31,0,8,17,20,0,1,0,97,5,14,26.3,25,20,10,11,4,13,34,38.2,21,17,1,16,17,42,11,2,723,831,87.0,9979,3376,457,501,91.2,213,240,88.8,27,38,71.1,0,0.8,1.1,-0.8,15,92,20,1,102,1,1,1,0,0.6,0.6,1.4,33,45,0.06,0.0,0.06,0.06,0.06,0.04,0.05,0.09,0.04,0.09,42,2.72,35,0,2,3,1,1,2,0.13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,820,10,5,5,2,8,4,1,0,1,0,723,1,12,13,2,15.4,0.84,0.13,0.08,0.5,23.4,0,0.05,0.4,0.4,988,15,181,503,316,13,988,43,22,51.2,19,44.2,583,2741,1468,19,6,29,22,757,783094,Central Midfield,13-11-2001,23,"['Morocco', 'Belgium']",165,right,16-08-2022,Roda JC Kerkrade,30-06-2026,3000000,0,2.1555555555555554,0.6777777777777778,1.8555555555555556,0.49444444444444446,9.466666666666667,3.369738445016149
282,Beñat Prados,ESP,MF,Athletic Club,es  La Liga,24-031,2001,21,14,1179,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,48.5,71,3,7,27,4,1.86,20,11,9,0.69,-0.18,19.5,11.8,7.7,0.59,-0.03,6,0,0,24,13,0,8,22,17,0,0,0,67,20,15,57.1,28,17,9,13,6,9,28,32.1,19,17,2,15,22,50,22,0,485,589,82.3,8099,1892,216,249,86.7,229,263,87.1,28,52,53.8,0,1.0,1.2,-1.0,9,50,4,1,52,1,1,1,0,0.9,0.9,1.9,14,27,0.08,0.0,0.08,0.08,0.08,0.07,0.08,0.14,0.07,0.14,15,1.15,14,0,0,1,0,0,2,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,578,10,7,3,2,8,3,0,0,0,0,485,1,6,14,5,35.7,1.07,0.38,0.07,0.2,20.0,0,0.06,0.1,0.1,728,23,129,465,140,20,728,18,6,33.3,10,55.6,369,1729,839,14,1,13,14,467,625047,Central Midfield,08-02-2001,24,['Spain'],180,right,01-07-2022,Bilbao Athletic,30-06-2031,20000000,0,1.1333333333333333,0.23333333333333334,1.7333333333333334,0.20111111111111113,6.111111111111111,3.3406929001415193
283,Beñat Turrientes,ESP,MF,Real Sociedad,es  La Liga,23-039,2002,15,9,711,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29.3,64,2,6,22,8,0.93,4,7,-3,-0.38,-0.28,7.2,9.3,-2.2,-0.27,-0.37,4,0,0,10,17,0,18,4,4,0,0,0,30,9,17,34.6,12,4,4,7,1,3,9,33.3,6,14,2,12,4,16,10,0,266,307,86.6,4484,885,131,145,90.3,100,109,91.7,24,39,61.5,0,0.1,0.3,-0.1,2,25,2,1,32,0,0,0,0,0.4,0.4,0.5,14,26,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,6,0.76,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,285,22,11,0,4,18,1,10,5,1,0,266,0,1,5,1,20.0,0.63,0.13,0.0,0.0,19.5,0,0.09,-0.4,-0.4,386,21,64,229,97,7,386,18,8,44.4,7,38.9,197,1201,505,9,1,13,6,257,634431,Central Midfield,31-01-2002,23,['Spain'],181,right,07-08-2022,Real Sociedad B,30-06-2030,18000000,0,0.6333333333333333,0.25555555555555554,0.7777777777777778,0.07555555555555556,3.3444444444444446,3.330247066320158
285,Bilal Nadir,FRA,MF,Marseille,fr  Ligue 1,21-103,2003,12,4,293,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13.0,52,0,8,11,2,2.17,5,5,0,0.0,-1.01,5.9,3.2,2.7,0.84,0.35,1,0,0,3,9,0,6,1,1,0,0,0,16,3,2,60.0,8,1,4,4,0,4,6,66.7,2,6,1,5,1,9,3,0,178,207,86.0,2526,506,90,97,92.8,72,82,87.8,4,5,80.0,0,0.4,0.4,-0.4,5,13,5,0,17,1,1,1,0,0.5,0.5,0.9,16,20,0.31,0.0,0.31,0.31,0.31,0.15,0.12,0.27,0.15,0.27,11,3.38,8,1,1,0,1,0,1,0.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,194,12,9,1,0,6,0,2,1,0,0,178,1,8,7,3,42.9,2.15,0.92,0.14,0.33,17.5,0,0.07,0.5,0.5,245,2,25,132,92,7,245,7,4,57.1,1,14.3,127,832,495,10,3,6,4,189,659520,Central Midfield,28-11-2003,21,"['Morocco', 'France']",179,left,01-07-2023,Olympique de Marseille B,30-06-2026,500000,0,0.3333333333333333,0.25555555555555554,0.37777777777777777,0.1366666666666667,2.2222222222222223,3.3282809610280295
332,Carles Aleñá,ESP,"MF,FW",Getafe,es  La Liga,27-065,1998,10,5,452,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18.6,67,0,5,23,7,0.8,2,4,-2,-0.4,-0.53,4.0,7.7,-3.7,-0.74,-0.59,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,93,117,79.5,1504,299,45,55,81.8,38,44,86.4,6,11,54.5,0,0.1,0.1,-0.1,3,9,3,1,12,0,0,0,0,0.9,0.9,1.0,3,10,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,8,1.6,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,5,1,20.0,1.0,0.2,0.0,0.0,13.7,0,0.18,-0.9,-0.9,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,2,1,3,6,98,284854,Central Midfield,05-01-1998,27,['Spain'],180,left,03-02-2025,Getafe CF,30-06-2025,2500000,0,0.23333333333333334,0.07777777777777778,0.37777777777777777,0.10111111111111111,1.2,3.3095539965264735
334,Carlo Boukhalfa,MAR,MF,St. Pauli,de  Bundesliga,25-312,1999,19,14,1227,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,54.5,80,3,5,22,4,1.11,12,15,-3,-0.22,0.48,14.6,17.9,-3.3,-0.24,0.12,0,0,0,14,15,1,7,11,6,0,0,0,48,21,32,39.6,19,6,5,13,1,5,15,33.3,10,17,3,14,11,30,19,1,240,350,68.6,3129,909,149,194,76.8,67,97,69.1,6,20,30.0,0,0.4,0.4,-0.4,5,20,5,1,30,1,1,1,0,0.8,0.8,1.3,10,31,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,27,1.98,18,0,1,6,1,1,2,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,345,3,2,0,1,7,0,0,0,0,0,240,2,11,14,2,14.3,1.03,0.15,0.07,0.5,18.0,0,0.06,0.2,0.2,495,21,91,241,166,23,495,22,10,45.5,12,54.5,216,965,365,6,3,26,15,294,329373,Central Midfield,03-05-1999,25,"['Germany', 'Algeria']",186,left,01-07-2022,SC Freiburg II,30-06-2025,1000000,0,0.5555555555555556,0.25555555555555554,1.2666666666666666,0.31777777777777777,3.0555555555555554,3.3002012352105843
336,Carlos Alcaraz,ARG,MF,Southampton,eng  Premier League,22-101,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.4,88,0,1,10,0,0.0,0,0,0,0.0,1.72,0.3,0.0,0.3,2.92,4.42,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0,0,0,0,0,0,0,0,33.3,0,0,0,0,1,1,0,0,13,13,100.0,221,66,7,7,100.0,4,4,100.0,2,2,100.0,0,0.1,0.0,-0.1,1,4,1,1,6,0,0,0,0,0.1,0.1,0.2,4,1,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,1,1,100.0,9.0,9.0,0.0,0.0,9.7,0,0.07,-0.1,-0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,1,0,0,0,12,748319,Central Midfield,30-11-2002,22,['Argentina'],176,right,03-02-2025,CR Flamengo,30-06-2025,14000000,0,0.1111111111111111,0.044444444444444446,0.03333333333333333,0.013333333333333336,0.2,3.269002901585927
343,Carlos Soler,ESP,"MF,FW",West Ham,eng  Premier League,28-068,1997,23,12,1090,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43.3,64,0,11,29,1,1.26,12,20,-8,-0.66,-0.16,11.9,22.1,-10.2,-0.85,-0.82,5,0,0,23,12,0,26,5,10,0,0,0,51,6,11,35.3,12,10,7,5,0,5,20,25.0,15,14,3,11,5,17,14,2,427,508,84.1,6722,1862,226,239,94.6,162,194,83.5,25,47,53.2,1,1.1,1.2,-0.1,12,34,10,0,45,1,2,1,0,1.2,1.2,2.3,12,21,0.08,0.08,0.17,0.08,0.17,0.1,0.09,0.19,0.1,0.19,42,3.47,26,7,2,4,2,1,2,0.17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,458,48,21,4,5,26,1,17,10,4,0,427,2,6,19,5,26.3,1.57,0.41,0.05,0.2,19.7,1,0.06,-0.2,-0.2,597,16,139,308,155,17,597,17,8,47.1,8,47.1,274,1350,553,14,4,9,11,402,372246,Central Midfield,02-01-1997,28,['Spain'],180,right,30-08-2024,Paris Saint-Germain,30-06-2025,20000000,0,0.8777777777777778,0.26666666666666666,1.0666666666666667,0.5055555555555556,5.344444444444444,3.2661993152060247
346,Carney Chukwuemeka,ENG,"MF,FW",Dortmund,de  Bundesliga,21-142,2003,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.7,0,0,2,19,0,3.0,4,0,4,9.47,9.39,2.4,0.1,2.3,5.4,5.07,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,13,18,72.2,125,42,7,9,77.8,3,4,75.0,0,0,0.0,0,0.2,0.2,-0.2,1,1,2,0,3,0,0,0,0,0.0,0.0,0.2,3,3,0.0,0.0,0.0,0.0,0.0,0.06,0.36,0.42,0.06,0.42,3,7.11,3,0,0,0,0,0,1,2.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,1,0,0,0,0,0,0,0,13,0,3,1,0,0.0,2.37,0.0,0.0,0.0,18.2,0,0.03,0.0,0.0,24,1,2,10,12,2,24,2,1,50.0,0,0.0,18,109,62,1,1,1,1,19,659459,Central Midfield,20-10-2003,21,"['England', 'Nigeria']",188,right,03-02-2025,Chelsea FC,30-06-2025,15000000,0,0.044444444444444446,0.05555555555555555,0.03333333333333333,0.037777777777777785,0.17777777777777778,3.2485276913668883
351,Cesare Casadei,ITA,MF,Chelsea,eng  Premier League,22-060,2003,0,0,325,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12.9,76,0,0,20,4,1.6,6,4,2,0.55,0.68,2.7,6.2,-3.5,-0.98,-0.59,0,0,0,5,4,0,1,2,2,0,1,0,16,17,8,68.0,7,2,4,3,0,3,6,50.0,3,0,0,0,2,9,8,0,108,134,80.6,1735,323,57,67,85.1,44,52,84.6,6,13,46.2,1,0.1,0.1,0.9,2,8,2,0,10,1,2,1,0,0.6,0.6,0.7,3,3,0.28,0.28,0.55,0.28,0.55,0.18,0.02,0.2,0.18,0.2,7,1.94,6,0,0,1,0,0,2,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0,0,0,0,1,0,0,0,0,0,108,0,1,9,5,55.6,2.49,1.38,0.11,0.2,13.0,0,0.07,0.4,0.4,168,11,40,92,37,12,168,3,2,66.7,0,0.0,78,407,178,2,0,5,2,108,622380,Central Midfield,10-01-2003,22,['Italy'],192,right,02-02-2025,Chelsea FC,30-06-2029,10000000,0,0.2,0.05555555555555555,0.36666666666666664,0.08666666666666666,1.3333333333333333,3.246866516490498
358,Cher Ndour,ITA,"MF,FW",Fiorentina,it  Serie A,20-227,2004,4,2,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8.6,90,2,2,18,1,0.75,2,3,-1,-0.42,-0.96,2.5,4.4,-2.0,-0.81,-1.09,0,0,0,3,6,0,3,2,0,0,0,0,12,9,12,42.9,2,0,1,1,0,0,5,0.0,5,4,1,3,2,4,4,0,84,109,77.1,1189,254,46,60,76.7,32,37,86.5,2,3,66.7,0,0.0,0.0,0.0,1,5,1,1,10,0,0,0,0,0.0,0.0,0.1,3,11,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,5,2.08,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,106,2,1,0,1,3,1,0,0,0,0,84,1,4,1,0,0.0,0.42,0.0,0.0,0.0,10.9,0,0.04,0.0,0.0,135,5,24,81,31,5,135,2,0,0.0,1,50.0,72,377,137,3,0,3,4,86,651005,Central Midfield,27-07-2004,20,"['Italy', 'Senegal']",190,both,03-02-2025,Paris Saint-Germain,30-06-2029,4000000,0,0.16666666666666666,0.03333333333333333,0.26666666666666666,0.05555555555555555,1.0,3.2382839306665487
366,Christian Eriksen,DEN,MF,Manchester Utd,eng  Premier League,33-025,1992,15,8,713,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28.3,80,3,7,11,10,1.27,9,9,0,0.0,0.3,11.1,12.6,-1.5,-0.19,0.0,2,0,0,5,2,0,50,7,5,0,0,0,42,2,5,28.6,13,5,3,8,2,7,14,50.0,7,9,4,5,7,20,6,0,385,479,80.4,6571,2018,207,224,92.4,127,156,81.4,39,80,48.8,1,2.1,1.6,-1.1,16,38,4,0,35,0,1,0,0,0.1,0.1,2.2,5,20,0.0,0.13,0.13,0.0,0.13,0.01,0.26,0.27,0.01,0.27,28,3.52,18,10,0,0,0,0,6,0.76,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,417,62,18,5,6,50,3,39,14,13,5,385,0,4,3,0,0.0,0.38,0.0,0.0,0.0,22.3,0,0.04,-0.1,-0.1,541,19,114,277,154,10,541,1,0,0.0,1,100.0,299,1034,393,6,0,5,4,356,69633,Central Midfield,14-02-1992,33,['Denmark'],182,right,15-07-2022,Brentford FC,30-06-2025,6000000,0,0.8111111111111111,0.05555555555555555,0.8555555555555555,0.3533333333333334,4.877777777777778,3.2252433900626523
391,Connor Metcalfe,AUS,MF,St. Pauli,de  Bundesliga,25-126,1999,4,2,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10.1,87,1,2,27,1,1.0,1,3,-2,-0.79,-0.39,2.0,2.5,-0.5,-0.18,0.13,0,0,0,4,3,0,6,2,0,0,0,0,8,7,6,53.8,1,0,0,1,0,0,3,0.0,3,3,0,3,2,3,4,0,54,88,61.4,879,352,29,38,76.3,20,24,83.3,5,18,27.8,0,0.1,0.1,-0.1,2,5,0,0,6,0,0,0,0,0.4,0.4,0.5,5,8,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.19,0.14,0.19,5,1.98,1,2,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,79,7,3,0,0,6,1,3,0,3,0,54,2,3,3,2,66.7,1.19,0.79,0.0,0.0,21.6,0,0.12,-0.4,-0.4,110,5,23,56,34,1,110,4,2,50.0,1,25.0,41,221,124,4,0,3,0,56,522223,Central Midfield,05-11-1999,25,['Australia'],183,left,01-07-2022,Melbourne City FC,0,2500000,Fitness - Return unknown,0.12222222222222222,0.07777777777777778,0.2,0.06222222222222222,0.7,3.2190617658523224
