name,status,Goal Threat,Chance Conversion,Link-Up Play,Shooting Accuracy,Penalty Box Presence
Erling Haaland,0,2.18796992481203,0.0549776697382554,4.124060150375939,2.0676691729323307,6.203007518796992
Harry Kane,Dead leg - Return unknown,2.36734693877551,0.0734069137859225,7.056122448979592,1.7346938775510203,6.071428571428571
Kylian Mbappé,0,2.0209205020920504,0.0533954237495842,14.008368200836822,2.259414225941423,9.707112970711298
Lautaro Martínez,Team captain,1.3526970954356847,0.0366729222981697,7.54356846473029,1.3278008298755186,5.560165975103734
Robert Lewandowski,0,2.766816143497758,0.0802348730117235,5.663677130044842,1.6591928251121075,5.9641255605381165
