name,Dribbling,Crosses and Playmaking,Goal Threat,Final Third Impact,Ball Carrying,TIS
Raphinha,6.398305084745762,7.809322033898305,1.7372881355932202,38.85593220338983,6.398305084745762,3.049266158622636
