name,Passing,Ball Carrying,Defensive Work,Chance Creation,Possession Retention,TIS
Declan Rice,11.26086956521739,4.130434782608695,9.565217391304348,4.173913043478261,54.04347826086956,3.137365301541445
Federico Valverde,13.305084745762713,2.669491525423729,10.720338983050846,2.9110169491525424,67.66949152542372,2.985696927259247
Pedri,18.644859813084118,4.205607476635515,12.429906542056075,4.925233644859813,75.93457943925235,2.137853292901773
Vitinha,2.1904761904761907,4.666666666666667,8.666666666666666,3.161904761904762,15.714285714285714,1.396065520076322
