name,Defensive Contributions,Passing Ability,Build-Up Play,Ball Recovery & Defensive Work,Line Breaking Passes,TIS
Bruno Guimarães,10.260223048327138,3.0743494423791824,228.0817843866171,5.985130111524164,13.7546468401487,3.5909090909090917
Casemiro,17.54098360655738,6.532786885245902,242.8688524590164,6.803278688524591,11.147540983606556,3.445760487421179
Granit Xhaka,9.338842975206612,3.7148760330578514,371.44628099173553,5.578512396694215,23.84297520661157,3.1681404619263978
João Neves,13.41772151898734,5.734177215189873,266.15822784810126,7.468354430379747,16.139240506329113,2.8881277141292854
Yves Bissouma,12.950819672131148,7.327868852459018,210.06557377049185,6.639344262295082,10.245901639344265,1.1001191407366773
