name,Squad,position,TIS
Cole Campbell,Dortmund,Right Winger,29.242424242424242
Alexander Bernhardsson,Holstein Kiel,Right Winger,29.20121951219512
Tijjani Noslin,Lazio,Right Winger,28.963478064224336
Jesper Lindstrøm,Everton,Right Winger,28.880619517543856
Solly March,Brighton,Right Winger,28.76117886178862
Leon Bailey,Aston Villa,Right Winger,28.742311072056243
Tom Louchet,Nice,Right Winger,28.715130505709627
Sergio Gómez,Real Sociedad,Right Winger,28.68943943943944
Marcos Llorente,Atlético Madrid,Right Winger,28.657857299190194
Giuliano Simeone,Atlético Madrid,Right Winger,28.49400826446281
Eric da Silva Moreira,Nott'ham Forest,Right Winger,28.11111111111111
Zakaria Aboukhlal,Toulouse,Right Winger,28.070242656449558
Danel Sinani,St. Pauli,Right Winger,27.84313725490196
Rubén García,Osasuna,Right Winger,27.744069529652357
Manuel Lazzari,Lazio,Right Winger,27.703863898500575
Dani Raba,Leganés,Right Winger,27.68158709106985
Rui Modesto,Udinese,Right Winger,27.649774774774773
Carles Pérez,Getafe,Right Winger,27.305858664588207
Jim Allevinah,Angers,Right Winger,26.40373779113449
Nadir Zortea,Cagliari,Right Winger,26.274476140165522
Gabriel Strefezza,Como,Right Winger,26.071030183727032
Jorge de Frutos,Rayo Vallecano,Right Winger,26.0297517528899
Reiss Nelson,Arsenal,Right Winger,25.0
Gustav Isaksen,Lazio,Right Winger,24.935496558505413
Jamie Leweling,Stuttgart,Right Winger,24.799242424242426
Morgan Guilavogui,St. Pauli,Right Winger,24.751274209989806
Takefusa Kubo,Real Sociedad,Right Winger,24.67936177036562
Pontus Almqvist,Parma,Right Winger,24.167929292929294
Ludovic Blas,Rennes,Right Winger,23.68669590643275
Yankuba Minteh,Brighton,Right Winger,23.292406311637087
Munir El Haddadi,Leganés,Right Winger,23.112630208333332
Loum Tchaouna,Lazio,Right Winger,22.938495575221243
Iván Sánchez,Valladolid,Right Winger,22.726977248104006
Portu,Girona,Right Winger,22.687363834422662
Josué Casimir,Le Havre,Right Winger,22.36546349466776
Alessio Iovine,Como,Right Winger,22.085985853227232
Marcus Pedersen,Torino,Right Winger,21.848584354932868
Santiago Pierotti,Lecce,Right Winger,21.387131560028756
Matteo Cancellieri,Parma,Right Winger,21.356321839080458
Pedro Neto,Chelsea,Right Winger,20.90174647235716
Francisco Conceição,Juventus,Right Winger,20.259983498349836
Antoine Semenyo,Bournemouth,Right Winger,16.874666666666666
Tanguy Coulibaly,Montpellier,Right Winger,16.851984126984128
Anthony Caci,Mainz 05,Right Winger,16.46824792829359
Tyler Dibling,Southampton,Right Winger,15.848045977011497
Patrick Wimmer,Wolfsburg,Right Winger,15.071543643819565
Anuar,Valladolid,Right Winger,14.960946094609461
Ali Dembélé,Torino,Right Winger,10.013440860215052
