name,Offensive Contributions,Final Third Play,Possession Play,Dribbling,TIS,Dribbling Accuracy
Alejandro Balde,9.241206030150757,8.291457286432161,29.83467336683417,0.433333333,3.723492829967808,1.9597989949748744
Andrew Robertson,10.691964285714286,9.6875,32.86919642857143,0.044444444,3.496509679821296,0.1785714285714285
Destiny Udogie,9.488505747126435,3.563218390804598,26.86609195402299,0.111111111,3.090311942959002,0.574712643678161
Federico Dimarco,7.411764705882353,14.598930481283425,35.746524064171126,0.033333333,2.994046571447912,0.160427807486631
Ferland Mendy,4.616071428571429,0.7142857142857143,21.42053571428572,0.033333333,2.9828566176470583,0.2678571428571428
