,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1323,Randal Kolo Muani,FRA,FW,Juventus,it  Serie A,26-096,1998.0,5.9,5,11,7,63.6,1.85,1.18,0.36,0.57,13.2,0,1,1,2.4,1.6,0.15,2.6,2.4
1324,Randal Kolo Muani,FRA,FW,Paris S-G,fr  Ligue 1,26-096,1998.0,4.0,2,15,6,40.0,3.77,1.51,0.07,0.17,11.8,0,1,1,4.7,3.9,0.26,-2.7,-2.9
1325,Marco Komenda,CRO,DF,Holstein Kiel,de  Bundesliga,28-105,1996.0,10.8,0,2,0,0.0,0.19,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1326,Mert Kömür,GER,MF,Augsburg,de  Bundesliga,19-237,2005.0,3.9,1,7,4,57.1,1.8,1.03,0.14,0.25,21.8,0,0,0,0.4,0.4,0.06,0.6,0.6
1327,Ibrahima Konaté,FRA,DF,Liverpool,eng  Premier League,25-290,1999.0,21.0,1,12,2,16.7,0.57,0.1,0.08,0.5,11.1,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1328,Ismael Konate,CIV,"FW,MF",Empoli,it  Serie A,18-347,2006.0,0.6,0,1,0,0.0,1.67,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1329,Geoffrey Kondogbia,CTA,"DF,MF",Marseille,fr  Ligue 1,32-024,1993.0,15.6,0,6,1,16.7,0.38,0.06,0.0,0.0,14.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1330,Abdoul Koné,FRA,DF,Reims,fr  Ligue 1,19-323,2005.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1331,Amadou Koné,MLI,MF,Reims,fr  Ligue 1,19-301,2005.0,7.4,0,8,1,12.5,1.08,0.13,0.0,0.0,27.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1332,Ismaël Koné,CAN,"MF,FW",Marseille,fr  Ligue 1,22-278,2002.0,4.0,0,4,0,0.0,1.0,0.0,0.0,,22.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1333,Ismaël Koné,CAN,MF,Rennes,fr  Ligue 1,22-278,2002.0,2.3,0,2,0,0.0,0.88,0.0,0.0,,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1334,Manu Koné,FRA,MF,Roma,it  Serie A,23-298,2001.0,19.2,2,26,6,23.1,1.35,0.31,0.08,0.33,19.9,0,0,0,2.1,2.1,0.08,-0.1,-0.1
1335,Ezri Konsa,ENG,DF,Aston Villa,eng  Premier League,27-139,1997.0,24.1,1,6,2,33.3,0.25,0.08,0.17,0.5,8.5,0,0,0,0.7,0.7,0.11,0.3,0.3
1336,Teun Koopmeiners,NED,"MF,FW",Juventus,it  Serie A,27-011,1998.0,19.5,2,38,9,23.7,1.95,0.46,0.05,0.22,18.0,2,0,0,3.5,3.5,0.09,-1.5,-1.5
1337,Odilon Kossounou,CIV,DF,Atalanta,it  Serie A,24-066,2001.0,8.0,0,6,4,66.7,0.75,0.5,0.0,0.0,17.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5
1338,Christian Kouamé,CIV,"FW,MF",Fiorentina,it  Serie A,27-095,1997.0,6.9,0,11,1,9.1,1.59,0.14,0.0,0.0,14.3,0,0,0,1.1,1.1,0.1,-1.1,-1.1
1339,Christian Kouamé,CIV,"FW,MF",Empoli,it  Serie A,27-095,1997.0,2.9,0,6,2,33.3,2.09,0.7,0.0,0.0,12.1,0,0,0,0.9,0.9,0.15,-0.9,-0.9
1340,Henri Koudossou,GER,DF,Augsburg,de  Bundesliga,25-189,1999.0,6.7,0,2,0,0.0,0.3,0.0,0.0,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1341,Konstantinos Koulierakis,GRE,DF,Wolfsburg,de  Bundesliga,21-103,2003.0,21.1,0,16,3,18.8,0.76,0.14,0.0,0.0,16.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6
1342,Emmanuel Koum Mbondo,FRA,DF,Marseille,fr  Ligue 1,19-034,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1343,Jules Koundé,FRA,DF,Barcelona,es  La Liga,26-119,1998.0,23.0,2,15,5,33.3,0.65,0.22,0.13,0.4,13.4,0,0,0,1.7,1.7,0.12,0.3,0.3
1344,Boubakar Kouyaté,MLI,DF,Montpellier,fr  Ligue 1,27-330,1997.0,6.4,0,7,0,0.0,1.09,0.0,0.0,,12.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
1345,Mateo Kovačić,CRO,MF,Manchester City,eng  Premier League,30-309,1994.0,18.7,4,33,8,24.2,1.77,0.43,0.12,0.5,22.0,0,0,0,1.4,1.4,0.04,2.6,2.6
1346,Viktor Kovalenko,UKR,"MF,DF",Empoli,it  Serie A,29-025,1996.0,0.4,0,1,0,0.0,2.31,0.0,0.0,,15.2,0,0,0,0.0,0.0,0.03,0.0,0.0
1347,Matej Kovar,CZE,GK,Leverkusen,de  Bundesliga,24-298,2000.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1348,Mateusz Kowalski,POL,MF,Parma,it  Serie A,19-233,2005.0,0.6,0,1,0,0.0,1.61,0.0,0.0,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4
1349,Goduine Koyalipou,CTA,FW,Lens,fr  Ligue 1,25-024,2000.0,4.3,1,16,4,25.0,3.68,0.92,0.06,0.25,16.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1
1350,Caleb Kporha,ENG,DF,Crystal Palace,eng  Premier League,18-239,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1351,Emil Krafth,SWE,DF,Newcastle Utd,eng  Premier League,30-221,1994.0,2.7,0,1,0,0.0,0.37,0.0,0.0,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0
1352,Alex Král,CZE,MF,Espanyol,es  La Liga,26-296,1998.0,25.4,0,17,2,11.8,0.67,0.08,0.0,0.0,16.1,0,0,0,1.0,1.0,0.06,-1.0,-1.0
1353,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,de  Bundesliga,33-265,1991.0,21.9,7,47,14,29.8,2.14,0.64,0.11,0.36,15.5,1,2,2,7.9,6.3,0.13,-0.9,-1.3
1354,Frans Krätzig,GER,"MF,FW",Heidenheim,de  Bundesliga,22-056,2003.0,6.0,1,6,3,50.0,1.01,0.5,0.17,0.33,19.8,0,0,0,0.5,0.5,0.08,0.5,0.5
1355,Frans Krätzig,GER,DF,Stuttgart,de  Bundesliga,22-056,2003.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1356,Tom Krauß,GER,MF,Bochum,de  Bundesliga,23-262,2001.0,5.1,0,4,1,25.0,0.79,0.2,0.0,0.0,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1357,Ladislav Krejčí,CZE,DF,Girona,es  La Liga,25-325,1999.0,17.1,2,11,4,36.4,0.64,0.23,0.18,0.5,16.9,0,0,0,1.3,1.3,0.12,0.7,0.7
1358,Rasmus Kristensen,DEN,DF,Eint Frankfurt,de  Bundesliga,27-243,1997.0,20.9,1,14,2,14.3,0.67,0.1,0.07,0.5,13.2,0,0,0,0.8,0.8,0.05,0.2,0.2
1359,Thomas Kristensen,DEN,DF,Udinese,it  Serie A,23-053,2002.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1360,Nikola Krstović,MNE,FW,Lecce,it  Serie A,24-340,2000.0,25.9,9,107,33,30.8,4.14,1.28,0.07,0.24,18.7,5,1,2,9.5,7.9,0.07,-0.5,0.1
1361,Lukas Kübler,GER,DF,Freiburg,de  Bundesliga,32-193,1992.0,16.6,4,13,8,61.5,0.78,0.48,0.31,0.5,16.6,0,0,0,1.8,1.8,0.14,2.2,2.2
1362,Takefusa Kubo,JPN,"MF,FW",Real Sociedad,es  La Liga,23-280,2001.0,17.3,5,29,11,37.9,1.67,0.64,0.17,0.45,15.3,0,0,0,2.9,2.9,0.1,2.1,2.1
1363,Mohammed Kudus,GHA,"MF,FW",West Ham,eng  Premier League,24-221,2000.0,21.2,3,59,17,28.8,2.79,0.8,0.05,0.18,15.4,0,0,0,5.8,5.8,0.1,-2.8,-2.8
1364,Dejan Kulusevski,SWE,"MF,FW",Tottenham,eng  Premier League,24-320,2000.0,23.9,7,43,16,37.2,1.8,0.67,0.16,0.44,14.7,0,0,0,4.1,4.1,0.1,2.9,2.9
1365,Sael Kumbedi,FRA,DF,Lyon,fr  Ligue 1,19-350,2005.0,8.8,0,2,2,100.0,0.23,0.23,0.0,0.0,10.4,0,0,0,0.3,0.3,0.13,-0.3,-0.3
1366,Marash Kumbulla,ALB,DF,Espanyol,es  La Liga,25-031,2000.0,22.2,2,8,3,37.5,0.36,0.13,0.25,0.67,13.3,0,0,0,1.1,1.1,0.14,0.9,0.9
1367,Daler Kuzyaev,RUS,MF,Le Havre,fr  Ligue 1,32-055,1993.0,6.3,1,4,3,75.0,0.63,0.48,0.25,0.33,22.3,0,0,0,0.2,0.2,0.05,0.8,0.8
1368,Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,it  Serie A,24-027,2001.0,13.1,5,49,16,32.7,3.74,1.22,0.08,0.25,19.4,3,1,1,4.1,3.4,0.07,0.9,0.6
1369,Khvicha Kvaratskhelia,GEO,FW,Paris S-G,fr  Ligue 1,24-027,2001.0,4.6,1,15,6,40.0,3.25,1.3,0.07,0.17,17.6,1,0,0,1.7,1.7,0.12,-0.7,-0.7
1370,Moritz-Broni Kwarteng,GHA,"MF,FW",Bochum,de  Bundesliga,26-317,1998.0,1.9,0,6,1,16.7,3.14,0.52,0.0,0.0,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1371,Giorgos Kyriakopoulos,GRE,DF,Monza,it  Serie A,29-034,1996.0,23.6,2,17,7,41.2,0.72,0.3,0.12,0.29,22.0,2,0,0,0.6,0.6,0.03,1.4,1.4
1372,Luca de la Torre,USA,MF,Celta Vigo,es  La Liga,26-292,1998.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1373,Rémy Labeau Lascary,GLP,"FW,MF",Lens,fr  Ligue 1,22-008,2003.0,7.1,2,14,5,35.7,1.98,0.71,0.14,0.4,13.2,0,0,0,2.5,2.5,0.18,-0.5,-0.5
1374,Gaëtan Laborde,FRA,FW,Nice,fr  Ligue 1,30-312,1994.0,13.2,9,44,15,34.1,3.34,1.14,0.11,0.33,15.4,0,4,4,8.7,5.5,0.13,0.3,-0.5
1375,Nediljko Labrović,CRO,GK,Augsburg,de  Bundesliga,25-152,1999.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1376,Alexandre Lacazette,FRA,FW,Lyon,fr  Ligue 1,33-287,1991.0,16.2,9,36,22,61.1,2.22,1.35,0.19,0.32,12.5,1,2,3,9.8,7.6,0.21,-0.8,-0.6
1377,Younes Lachaab,FRA,"MF,FW",Lille,fr  Ligue 1,20-064,2005.0,0.1,0,1,0,0.0,10.0,0.0,0.0,,23.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1
1378,Maxence Lacroix,FRA,DF,Crystal Palace,eng  Premier League,24-339,2000.0,24.9,1,23,5,21.7,0.92,0.2,0.04,0.2,12.2,0,0,0,2.5,2.5,0.11,-1.5,-1.5
1379,Alban Lafont,FRA,GK,Nantes,fr  Ligue 1,26-047,1999.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1380,Yoel Lago,ESP,DF,Celta Vigo,es  La Liga,20-351,2004.0,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1381,Konrad Laimer,AUT,DF,Bayern Munich,de  Bundesliga,27-288,1997.0,11.7,1,9,4,44.4,0.77,0.34,0.11,0.25,18.1,0,0,0,1.2,1.2,0.14,-0.2,-0.2
1382,Stefan Lainer,AUT,DF,Gladbach,de  Bundesliga,32-196,1992.0,6.1,1,2,1,50.0,0.33,0.16,0.5,1.0,9.1,0,0,0,0.2,0.2,0.08,0.8,0.8
1383,Kenny Lala,MAD,DF,Brest,fr  Ligue 1,33-159,1991.0,21.8,3,8,4,50.0,0.37,0.18,0.0,0.0,27.0,2,3,3,3.0,0.6,0.08,0.0,-0.6
1384,Adam Lallana,ENG,MF,Southampton,eng  Premier League,36-305,1988.0,4.0,0,3,0,0.0,0.75,0.0,0.0,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1385,Mathis Lambourde,FRA,"FW,MF",Hellas Verona,it  Serie A,19-061,2006.0,0.6,1,1,1,100.0,1.58,1.58,1.0,1.0,13.5,0,0,0,0.1,0.1,0.07,0.9,0.9
1386,Mohamed Lamine Bayo,GUI,FW,Lille,fr  Ligue 1,26-280,1998.0,3.4,2,10,4,40.0,2.91,1.17,0.2,0.5,12.2,0,0,0,2.2,2.2,0.22,-0.2,-0.2
1387,Tariq Lamptey,GHA,DF,Brighton,eng  Premier League,24-162,2000.0,8.5,2,6,2,33.3,0.71,0.24,0.33,1.0,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6
1388,Will Lankshear,ENG,"FW,MF",Tottenham,eng  Premier League,19-325,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1389,Gianluca Lapadula,PER,"FW,MF",Cagliari,it  Serie A,35-032,1990.0,3.4,0,15,3,20.0,4.35,0.87,0.0,0.0,12.8,0,0,0,1.4,1.4,0.1,-1.4,-1.4
1390,Cyle Larin,CAN,FW,Mallorca,es  La Liga,29-328,1995.0,13.8,5,26,10,38.5,1.88,0.72,0.15,0.4,11.8,0,1,1,5.4,4.6,0.18,-0.4,-0.6
1391,Gautier Larsonneur,FRA,GK,Saint-Étienne,fr  Ligue 1,28-016,1997.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1392,Hugo Larsson,SWE,MF,Eint Frankfurt,de  Bundesliga,20-257,2004.0,19.2,3,15,8,53.3,0.78,0.42,0.2,0.38,14.5,0,0,0,2.8,2.8,0.18,0.2,0.2
1393,Juanmi Latasa,ESP,FW,Valladolid,es  La Liga,23-353,2001.0,8.1,2,24,5,20.8,2.95,0.62,0.08,0.4,12.1,0,0,0,2.4,2.4,0.1,-0.4,-0.4
1394,Toni Lato,ESP,DF,Mallorca,es  La Liga,27-110,1997.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1395,Roméo Lavia,BEL,MF,Chelsea,eng  Premier League,21-064,2004.0,5.9,0,1,0,0.0,0.17,0.0,0.0,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
1396,Valentino Lazaro,AUT,"DF,FW",Torino,it  Serie A,28-352,1996.0,21.4,0,13,2,15.4,0.61,0.09,0.0,0.0,19.7,2,0,0,0.8,0.8,0.06,-0.8,-0.8
1397,Darko Lazović,SRB,"DF,FW",Hellas Verona,it  Serie A,34-177,1990.0,15.5,1,17,2,11.8,1.1,0.13,0.0,0.0,19.4,0,1,1,2.0,1.2,0.07,-1.0,-1.2
1398,Manuel Lazzari,ITA,DF,Lazio,it  Serie A,31-102,1993.0,12.8,0,4,1,25.0,0.31,0.08,0.0,0.0,30.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1399,Julien Le Cardinal,FRA,DF,Brest,fr  Ligue 1,27-220,1997.0,11.8,0,8,3,37.5,0.68,0.25,0.0,0.0,11.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1400,Jérémy Le Douaron,FRA,FW,Brest,fr  Ligue 1,26-324,1998.0,1.1,0,2,1,50.0,1.76,0.88,0.0,0.0,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1401,Enzo Le Fée,FRA,MF,Roma,it  Serie A,25-036,2000.0,3.5,0,4,2,50.0,1.13,0.57,0.0,0.0,24.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1402,Robin Le Normand,ESP,DF,Atlético Madrid,es  La Liga,28-120,1996.0,15.3,0,8,1,12.5,0.52,0.07,0.0,0.0,8.3,0,0,0,1.1,1.1,0.13,-1.1,-1.1
1403,Nicola Leali,ITA,GK,Genoa,it  Serie A,32-022,1993.0,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1404,Rafael Leão,POR,FW,Milan,it  Serie A,25-274,1999.0,19.9,6,54,23,42.6,2.72,1.16,0.11,0.26,16.8,0,0,0,6.2,6.2,0.12,-0.2,-0.2
1405,Benjamin Lecomte,FRA,GK,Montpellier,fr  Ligue 1,33-319,1991.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1406,Pierre Lees-Melou,FRA,MF,Brest,fr  Ligue 1,31-290,1993.0,9.1,1,15,6,40.0,1.65,0.66,0.07,0.17,22.5,0,0,0,0.9,0.9,0.06,0.1,0.1
1407,Jordan Lefort,FRA,DF,Angers,fr  Ligue 1,31-214,1993.0,25.0,0,5,0,0.0,0.2,0.0,0.0,,15.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3
1408,Diogo Leite,POR,DF,Union Berlin,de  Bundesliga,26-047,1999.0,22.6,0,17,7,41.2,0.75,0.31,0.0,0.0,14.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1
1409,Maxim Leitsch,GER,DF,Mainz 05,de  Bundesliga,26-297,1998.0,7.5,1,6,1,16.7,0.8,0.13,0.17,1.0,12.4,0,0,0,1.2,1.2,0.2,-0.2,-0.2
1410,Florian Lejeune,FRA,DF,Rayo Vallecano,es  La Liga,33-295,1991.0,26.9,0,41,10,24.4,1.52,0.37,0.0,0.0,24.5,14,0,0,2.5,2.5,0.06,-2.5,-2.5
1411,Stefan Lekovic,SRB,DF,Monza,it  Serie A,21-061,2004.0,3.5,0,2,0,0.0,0.58,0.0,0.0,,16.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1412,Iñigo Lekue,ESP,DF,Athletic Club,es  La Liga,31-311,1993.0,5.3,0,2,0,0.0,0.37,0.0,0.0,,18.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1413,Nunzio Lella,ITA,MF,Venezia,it  Serie A,24-226,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1414,Thomas Lemar,FRA,MF,Atlético Madrid,es  La Liga,29-119,1995.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1415,Félix Lemaréchal,FRA,"MF,FW",Strasbourg,fr  Ligue 1,21-216,2003.0,12.5,2,13,6,46.2,1.04,0.48,0.15,0.33,14.7,0,0,0,1.8,1.8,0.14,0.2,0.2
1416,Mario Lemina,GAB,"MF,DF",Wolves,eng  Premier League,31-191,1993.0,15.2,1,18,5,27.8,1.19,0.33,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4
1417,Clément Lenglet,FRA,DF,Atlético Madrid,es  La Liga,29-267,1995.0,14.3,1,6,2,33.3,0.42,0.14,0.17,0.5,18.3,1,0,0,1.4,1.4,0.23,-0.4,-0.4
1418,Bernd Leno,GER,GK,Fulham,eng  Premier League,33-007,1992.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1419,Donovan Léon,GUF,GK,Auxerre,fr  Ligue 1,32-128,1992.0,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1420,Giovanni Leoni,ITA,DF,Parma,it  Serie A,18-080,2006.0,6.8,1,1,1,100.0,0.15,0.15,1.0,1.0,9.0,0,0,0,0.1,0.1,0.08,0.9,0.9
1421,Esteban Lepaul,FRA,FW,Angers,fr  Ligue 1,24-327,2000.0,9.4,5,23,10,43.5,2.46,1.07,0.22,0.5,12.5,0,0,0,3.5,3.5,0.15,1.5,1.5
1422,Johann Lepenant,FRA,MF,Nantes,fr  Ligue 1,22-140,2002.0,18.5,2,16,5,31.3,0.86,0.27,0.13,0.4,16.6,0,0,0,1.2,1.2,0.08,0.8,0.8
1423,Jefferson Lerma,COL,MF,Crystal Palace,eng  Premier League,30-137,1994.0,17.1,0,23,7,30.4,1.34,0.41,0.0,0.0,19.8,0,0,0,0.9,0.9,0.04,-0.9,-0.9
1424,Louis Leroux,FRA,"MF,DF",Nantes,fr  Ligue 1,19-047,2006.0,3.9,1,5,3,60.0,1.28,0.77,0.2,0.33,12.7,0,0,0,0.9,0.9,0.18,0.1,0.1
1425,Robert Lewandowski,POL,FW,Barcelona,es  La Liga,36-202,1988.0,22.3,21,83,35,42.2,3.72,1.57,0.22,0.51,13.4,4,3,4,21.9,18.8,0.23,-0.9,-0.8
1426,Jamie Leweling,GER,"MF,FW",Stuttgart,de  Bundesliga,24-013,2001.0,13.7,2,20,12,60.0,1.46,0.88,0.1,0.17,20.7,0,0,0,0.8,0.8,0.04,1.2,1.2
1427,Rico Lewis,ENG,"DF,MF",Manchester City,eng  Premier League,20-110,2004.0,17.9,1,10,2,20.0,0.56,0.11,0.1,0.5,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4
1428,Keane Lewis-Potter,ENG,"DF,FW",Brentford,eng  Premier League,24-017,2001.0,25.3,1,26,13,50.0,1.03,0.51,0.04,0.08,20.9,1,0,0,2.5,2.5,0.1,-1.5,-1.5
1429,Myles Lewis-Skelly,ENG,DF,Arsenal,eng  Premier League,18-166,2006.0,7.5,1,1,1,100.0,0.13,0.13,1.0,1.0,13.9,0,0,0,0.0,0.0,0.04,1.0,1.0
1430,Ben Lhassine Kone,CIV,MF,Como,it  Serie A,24-362,2000.0,0.6,0,1,0,0.0,1.76,0.0,0.0,,34.9,0,0,0,0.0,0.0,0.02,0.0,0.0
1431,Mattia Liberali,ITA,MF,Milan,it  Serie A,17-339,2007.0,0.7,0,2,0,0.0,2.95,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1432,Philipp Lienhart,AUT,DF,Freiburg,de  Bundesliga,28-243,1996.0,22.0,1,8,1,12.5,0.36,0.05,0.13,1.0,13.8,0,0,0,0.5,0.5,0.06,0.5,0.5
1433,Matthijs de Ligt,NED,DF,Manchester Utd,eng  Premier League,25-211,1999.0,21.2,2,17,8,47.1,0.8,0.38,0.12,0.25,8.1,0,0,0,2.3,2.3,0.14,-0.3,-0.3
1434,Pedro Lima,BRA,DF,Wolves,eng  Premier League,18-253,2006.0,0.8,0,1,1,100.0,1.29,1.29,0.0,0.0,22.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1435,Victor Lindelöf,SWE,DF,Manchester Utd,eng  Premier League,30-237,1994.0,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1436,Jesper Lindstrøm,DEN,FW,Everton,eng  Premier League,25-010,2000.0,13.5,0,28,10,35.7,2.07,0.74,0.0,0.0,21.0,6,0,0,2.1,2.1,0.08,-2.1,-2.1
1437,Karol Linetty,POL,MF,Torino,it  Serie A,30-037,1995.0,14.2,1,12,3,25.0,0.84,0.21,0.08,0.33,21.8,0,0,0,0.6,0.6,0.05,0.4,0.4
1438,Samuel Lino,BRA,"MF,DF",Atlético Madrid,es  La Liga,25-078,1999.0,12.7,3,33,12,36.4,2.59,0.94,0.09,0.25,15.1,0,0,0,5.4,5.4,0.16,-2.4,-2.4
1439,Pol Lirola,ESP,DF,Marseille,fr  Ligue 1,27-210,1997.0,5.6,1,5,1,20.0,0.89,0.18,0.2,1.0,18.2,0,0,0,0.5,0.5,0.1,0.5,0.5
1440,Dailon Livramento,CPV,"FW,MF",Hellas Verona,it  Serie A,23-311,2001.0,8.7,1,12,3,25.0,1.38,0.35,0.08,0.33,12.2,0,0,0,1.4,1.4,0.12,-0.4,-0.4
1441,Valentino Livramento,ENG,DF,Newcastle Utd,eng  Premier League,22-119,2002.0,21.6,0,3,1,33.3,0.14,0.05,0.0,0.0,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1442,Marin Ljubicic,CRO,"FW,MF",Union Berlin,de  Bundesliga,23-011,2002.0,1.2,1,1,1,100.0,0.83,0.83,1.0,1.0,10.8,0,0,0,0.4,0.4,0.41,0.6,0.6
1443,Javier Llabrés,ESP,FW,Mallorca,es  La Liga,22-181,2002.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,19.7,0,0,0,0.0,0.0,0.05,0.0,0.0
1444,Diego Llorente,ESP,DF,Betis,es  La Liga,31-207,1993.0,25.6,2,10,3,30.0,0.39,0.12,0.2,0.67,11.5,0,0,0,1.4,1.4,0.14,0.6,0.6
1445,Marcos Llorente,ESP,"DF,MF",Atlético Madrid,es  La Liga,30-040,1995.0,16.9,2,12,5,41.7,0.71,0.3,0.17,0.4,19.4,0,0,0,0.6,0.6,0.05,1.4,1.4
1446,Gautier Lloris,FRA,DF,Le Havre,fr  Ligue 1,29-236,1995.0,24.0,2,11,2,18.2,0.46,0.08,0.18,1.0,12.8,0,0,0,1.2,1.2,0.11,0.8,0.8
1447,Giovani Lo Celso,ARG,"MF,FW",Betis,es  La Liga,28-336,1996.0,11.5,7,24,11,45.8,2.09,0.96,0.21,0.45,22.6,3,2,3,4.1,1.8,0.07,2.9,3.2
1448,Stanislav Lobotka,SVK,MF,Napoli,it  Serie A,30-106,1994.0,22.7,0,7,0,0.0,0.31,0.0,0.0,,23.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1449,Manuel Locatelli,ITA,MF,Juventus,it  Serie A,27-062,1998.0,21.7,0,15,4,26.7,0.69,0.18,0.0,0.0,21.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7
1450,Ruben Loftus-Cheek,ENG,MF,Milan,it  Serie A,29-047,1996.0,7.6,0,6,2,33.3,0.79,0.26,0.0,0.0,14.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
1451,Elysée Logbo,FRA,FW,Le Havre,fr  Ligue 1,20-309,2004.0,0.3,0,1,0,0.0,3.33,0.0,0.0,,3.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2
1452,Enzo Loiodice,FRA,MF,Las Palmas,es  La Liga,24-104,2000.0,5.6,0,4,2,50.0,0.71,0.36,0.0,0.0,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1453,Sean Longstaff,ENG,MF,Newcastle Utd,eng  Premier League,27-132,1997.0,8.3,0,6,1,16.7,0.72,0.12,0.0,0.0,13.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6
1454,Ademola Lookman,NGA,"FW,MF",Atalanta,it  Serie A,27-142,1997.0,17.4,13,64,28,43.8,3.68,1.61,0.19,0.43,14.3,0,1,1,8.9,8.1,0.13,4.1,3.9
1455,Anthony Lopes,POR,GK,Nantes,fr  Ligue 1,34-161,1990.0,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1456,David López,ESP,DF,Girona,es  La Liga,35-153,1989.0,21.8,1,11,3,27.3,0.51,0.14,0.09,0.33,16.5,0,0,0,0.8,0.8,0.07,0.2,0.2
1457,Diego López,ESP,"MF,FW",Valencia,es  La Liga,22-302,2002.0,21.4,5,32,10,31.3,1.5,0.47,0.16,0.5,15.2,0,0,0,4.3,4.3,0.13,0.7,0.7
1458,Fer López,nan,"FW,MF",Celta Vigo,es  La Liga,,,2.6,0,4,1,25.0,1.57,0.39,0.0,0.0,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2
