,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
2232,Alexis Sánchez,CHI,FW,Udinese,it  Serie A,36-082,1988.0,3.4,0,0,0,2,7,2,6,2,1,0,0,0,12,1,9,10.0
2233,Antonio Sánchez,ESP,"MF,DF",Mallorca,es  La Liga,28-069,1997.0,10.3,2,0,0,15,8,3,22,13,12,0,0,0,51,3,7,30.0
2234,Iván Sánchez,ESP,"MF,FW",Valladolid,es  La Liga,32-169,1992.0,10.3,4,0,0,11,29,0,65,9,13,0,0,0,36,8,9,47.1
2235,Javi Sánchez,ESP,DF,Valladolid,es  La Liga,27-362,1997.0,18.4,4,0,0,14,2,0,0,18,14,0,0,0,43,29,29,50.0
2236,Juanlu Sánchez,ESP,"MF,DF",Sevilla,es  La Liga,21-208,2003.0,12.5,4,1,1,6,5,1,22,8,18,0,0,0,43,10,15,40.0
2237,Manu Sánchez,ESP,DF,Alavés,es  La Liga,24-199,2000.0,19.7,6,0,0,34,15,1,53,20,36,0,1,0,68,7,22,24.1
2238,Robert Sánchez,ESP,GK,Chelsea,eng  Premier League,27-113,1997.0,22.0,5,0,0,2,3,0,0,2,0,0,2,0,33,5,0,100.0
2239,Jadon Sancho,ENG,FW,Chelsea,eng  Premier League,24-351,2000.0,15.1,1,0,0,4,10,5,19,1,5,2,0,0,74,4,7,36.4
2240,Philipp Sander,GER,MF,Gladbach,de  Bundesliga,27-018,1998.0,12.9,2,0,0,15,7,0,19,19,14,0,0,0,69,28,17,62.2
2241,James Sands,USA,"MF,DF",St. Pauli,de  Bundesliga,24-248,2000.0,5.0,1,0,0,11,5,1,2,5,6,0,0,0,21,17,8,68.0
2242,Leroy Sané,GER,FW,Bayern Munich,de  Bundesliga,29-059,1996.0,12.3,2,0,0,10,21,3,34,6,11,1,0,0,57,4,4,50.0
2243,Arouna Sangante,SEN,DF,Le Havre,fr  Ligue 1,22-333,2002.0,8.8,3,1,0,17,10,1,2,16,10,0,0,0,29,15,13,53.6
2244,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,eng  Premier League,27-099,1997.0,3.0,2,0,0,8,5,0,0,2,10,0,0,0,22,5,5,50.0
2245,Nhoa Sangui,FRA,"DF,MF",Reims,fr  Ligue 1,19-012,2006.0,10.5,3,0,0,8,6,0,12,5,7,0,0,0,52,4,11,26.7
2246,Maroan Sannadi,ESP,FW,Athletic Club,es  La Liga,24-038,2001.0,2.4,0,0,0,5,7,1,1,0,0,0,0,0,6,4,5,44.4
2247,Kaishu Sano,JPN,MF,Mainz 05,de  Bundesliga,24-071,2000.0,24.8,3,0,0,13,22,1,6,40,28,0,0,0,128,65,48,57.5
2248,Nicola Sansone,ITA,"MF,FW",Lecce,it  Serie A,33-182,1991.0,0.7,1,0,0,0,1,1,4,0,0,0,0,0,1,0,1,0.0
2249,Baptiste Santamaria,FRA,MF,Nice,fr  Ligue 1,30-002,1995.0,6.7,0,0,0,10,13,0,1,14,8,0,0,0,33,15,8,65.2
2250,Baptiste Santamaria,FRA,MF,Rennes,fr  Ligue 1,30-002,1995.0,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50.0
2251,Jesús Santiago,ESP,MF,Getafe,es  La Liga,20-290,2004.0,3.5,5,0,0,13,5,0,2,0,7,0,0,0,18,1,4,20.0
2252,Andrey Santos,BRA,MF,Strasbourg,fr  Ligue 1,20-312,2004.0,22.7,5,0,0,19,45,0,0,19,56,1,1,0,144,26,17,60.5
2253,Kauã Santos,BRA,GK,Eint Frankfurt,de  Bundesliga,21-334,2003.0,4.5,0,0,0,0,2,0,0,0,0,0,0,1,12,4,0,100.0
2254,Tiago Santos,POR,DF,Lille,fr  Ligue 1,22-231,2002.0,4.5,1,0,0,6,10,2,19,2,7,1,0,0,15,6,4,60.0
2255,Pablo Sarabia,ESP,"MF,FW",Wolves,eng  Premier League,32-304,1992.0,6.0,2,0,0,11,11,4,32,4,7,0,0,0,21,4,6,40.0
2256,Jeremy Sarmiento,ECU,MF,Brighton,eng  Premier League,22-268,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2257,Amin Sarr,SWE,FW,Hellas Verona,it  Serie A,24-000,2001.0,12.8,0,0,0,30,9,7,2,2,10,0,0,0,28,41,50,45.1
2258,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,eng  Premier League,27-014,1998.0,21.4,3,0,0,11,41,8,39,6,8,1,0,0,84,25,39,39.1
2259,Malang Sarr,FRA,DF,Lens,fr  Ligue 1,26-047,1999.0,11.3,0,0,0,7,6,1,1,18,8,0,2,0,52,11,4,73.3
2260,Mamadou Sarr,FRA,DF,Strasbourg,fr  Ligue 1,19-194,2005.0,18.5,3,0,0,23,10,0,1,18,15,0,0,0,67,19,23,45.2
2261,Martin Satriano,URU,"FW,DF",Lens,fr  Ligue 1,24-019,2001.0,0.5,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0
2262,Razvan Sava,ROU,GK,Udinese,it  Serie A,22-263,2002.0,12.0,1,0,0,1,1,0,0,0,0,0,1,0,13,0,1,0.0
2263,Téji Savanier,FRA,MF,Montpellier,fr  Ligue 1,33-079,1991.0,21.9,3,1,0,19,53,1,172,12,21,0,0,0,105,17,20,45.9
2264,Sávio,BRA,"FW,MF",Manchester City,eng  Premier League,20-335,2004.0,16.7,2,0,0,15,23,2,75,4,12,2,0,0,67,0,2,0.0
2265,Nicolò Savona,ITA,DF,Juventus,it  Serie A,21-357,2003.0,15.6,3,0,0,9,8,1,31,7,13,0,0,0,58,7,14,33.3
2266,Saba Sazonov,GEO,DF,Torino,it  Serie A,23-038,2002.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2267,Joe Scally,USA,DF,Gladbach,de  Bundesliga,22-070,2002.0,21.3,5,0,0,18,40,1,32,13,26,0,1,0,73,16,22,42.1
2268,Giorgio Scalvini,ITA,DF,Atalanta,it  Serie A,21-090,2003.0,3.0,2,0,0,7,1,0,0,4,4,0,0,0,13,8,6,57.1
2269,Gianluca Scamacca,ITA,FW,Atalanta,it  Serie A,26-069,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2270,Oliver Scarles,ENG,DF,West Ham,eng  Premier League,19-089,2005.0,4.5,1,0,0,2,3,1,11,8,10,0,0,0,28,3,4,42.9
2271,Dane Scarlett,ENG,FW,Tottenham,eng  Premier League,20-352,2004.0,0.3,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0
2272,Kevin Schade,GER,FW,Brentford,eng  Premier League,23-104,2001.0,16.6,2,0,0,11,22,12,25,4,19,0,0,0,49,64,46,58.2
2273,András Schäfer,HUN,MF,Union Berlin,de  Bundesliga,25-332,1999.0,10.1,2,0,0,19,20,0,7,14,14,0,0,0,44,20,13,60.6
2274,Fabian Schär,SUI,DF,Newcastle Utd,eng  Premier League,33-081,1991.0,22.8,5,1,0,22,8,3,9,33,16,0,0,0,101,30,49,38.0
2275,Patrik Schick,CZE,FW,Leverkusen,de  Bundesliga,29-046,1996.0,11.9,4,0,0,14,13,3,1,2,4,0,0,0,20,32,31,50.8
2276,Stefan Schimmer,GER,"FW,MF",Heidenheim,de  Bundesliga,30-317,1994.0,2.5,1,0,0,2,1,1,3,0,0,0,0,0,8,2,15,11.8
2277,Joël Schingtienne,BEL,DF,Venezia,it  Serie A,22-211,2002.0,5.7,2,0,0,4,0,0,0,5,7,0,1,0,29,3,7,30.0
2278,Xaver Schlager,AUT,MF,RB Leipzig,de  Bundesliga,27-164,1997.0,2.0,1,0,0,4,3,0,1,0,2,0,0,0,8,0,4,0.0
2279,Keven Schlotterbeck,GER,DF,Augsburg,de  Bundesliga,27-317,1997.0,13.1,4,1,1,10,10,1,2,13,15,0,2,0,52,37,16,69.8
2280,Nico Schlotterbeck,GER,DF,Dortmund,de  Bundesliga,25-100,1999.0,20.0,6,2,1,16,17,0,6,21,21,0,1,0,140,47,21,69.1
2281,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,eng  Premier League,32-078,1992.0,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9
2282,Romano Schmid,AUT,MF,Werder Bremen,de  Bundesliga,25-043,2000.0,22.7,3,0,0,23,26,3,99,11,21,1,0,0,123,18,22,45.0
2283,Niklas Schmidt,GER,MF,Toulouse,fr  Ligue 1,27-010,1998.0,2.3,0,0,0,5,1,0,16,1,4,0,0,0,24,1,1,50.0
2284,Jan Schöppner,GER,MF,Heidenheim,de  Bundesliga,25-272,1999.0,21.9,5,0,0,26,14,1,8,34,23,0,0,0,96,40,43,48.2
2285,Marvin Schulz,GER,"DF,MF",Holstein Kiel,de  Bundesliga,30-055,1995.0,3.0,2,0,0,4,1,0,12,0,4,0,1,0,16,1,3,25.0
2286,Alexander Schwolow,GER,GK,Union Berlin,de  Bundesliga,32-282,1992.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,100.0
2287,Léo Scienza,BRA,"FW,MF",Heidenheim,de  Bundesliga,26-179,1998.0,10.9,0,0,0,13,50,5,69,5,9,0,0,0,44,2,12,14.3
2288,Alex Scott,ENG,MF,Bournemouth,eng  Premier League,21-202,2003.0,4.2,1,0,0,6,16,0,1,8,9,0,0,0,32,4,6,40.0
2289,Simone Scuffet,ITA,GK,Cagliari,it  Serie A,28-284,1996.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75.0
2290,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,fr  Ligue 1,21-331,2003.0,2.1,0,0,0,6,2,2,2,0,2,0,0,0,10,3,3,50.0
2291,Aleksandar Sedlar,SRB,DF,Alavés,es  La Liga,33-088,1991.0,4.7,1,1,0,7,4,0,0,7,9,0,0,0,12,8,3,72.7
2292,Jacopo Seghetti,ITA,GK,Empoli,it  Serie A,20-022,2005.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2293,Alidu Seidu,GHA,DF,Rennes,fr  Ligue 1,24-280,2000.0,8.9,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45.0
2294,Nicolas Seiwald,AUT,"DF,MF",RB Leipzig,de  Bundesliga,23-311,2001.0,14.5,2,0,0,14,2,0,31,25,18,0,0,0,83,11,24,31.4
2295,Hiroki Sekine,JPN,DF,Reims,fr  Ligue 1,22-212,2002.0,3.5,0,0,0,2,3,0,9,4,1,0,0,0,5,2,6,25.0
2296,Matz Sels,BEL,GK,Nott'ham Forest,eng  Premier League,33-013,1992.0,28.0,2,0,0,0,8,0,0,0,1,0,0,0,9,13,1,92.9
2297,Nélson Semedo,POR,DF,Wolves,eng  Premier League,31-115,1993.0,22.8,7,0,0,37,22,3,45,11,27,0,1,0,89,22,30,42.3
2298,Antoine Semenyo,GHA,FW,Bournemouth,eng  Premier League,25-063,2000.0,26.4,8,0,0,56,30,13,46,6,24,1,0,0,124,49,59,45.4
2299,Marvin Senaya,TOG,DF,Strasbourg,fr  Ligue 1,24-042,2001.0,2.5,3,0,0,4,4,0,1,7,3,0,1,0,13,3,3,50.0
2300,Marcos Senesi,ARG,DF,Bournemouth,eng  Premier League,27-305,1997.0,10.2,4,0,0,17,7,0,7,11,21,0,0,0,62,20,22,47.6
2301,Stefano Sensi,ITA,MF,Monza,it  Serie A,29-218,1995.0,2.3,0,0,0,3,5,0,6,3,4,0,0,0,10,2,2,50.0
2302,Suat Serdar,GER,MF,Hellas Verona,it  Serie A,27-334,1997.0,10.4,4,1,1,23,12,0,3,6,13,0,0,0,53,11,11,50.0
2303,Sergi,ESP,DF,Leganés,es  La Liga,32-325,1992.0,24.9,2,1,0,26,6,6,1,32,25,0,1,1,67,44,44,50.0
2304,Nicolás Serrano,ESP,FW,Athletic Club,es  La Liga,22-006,2003.0,1.2,0,0,0,2,2,0,13,1,1,0,0,0,3,0,2,0.0
2305,Benjamin Šeško,SVN,"FW,MF",RB Leipzig,de  Bundesliga,21-284,2003.0,19.8,2,1,1,21,13,11,2,5,3,0,0,0,49,54,39,58.1
2306,Ryan Sessegnon,ENG,"DF,MF",Fulham,eng  Premier League,24-297,2000.0,1.0,0,0,0,3,0,0,1,1,0,0,0,0,4,1,1,50.0
2307,Stephan El Shaarawy,ITA,"DF,MF",Roma,it  Serie A,32-135,1992.0,10.4,2,0,0,5,10,5,24,8,11,1,0,0,41,5,12,29.4
2308,Luke Shaw,ENG,DF,Manchester Utd,eng  Premier League,29-242,1995.0,0.8,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,
2309,Alen Sherri,ALB,GK,Cagliari,it  Serie A,27-086,1997.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,
2310,Eldor Shomurodov,UZB,FW,Roma,it  Serie A,29-255,1995.0,6.0,1,0,0,6,4,3,2,0,2,0,0,0,20,19,19,50.0
2311,Djibril Sidibé,FRA,DF,Toulouse,fr  Ligue 1,32-225,1992.0,14.9,1,0,0,16,16,0,29,16,24,0,0,0,72,13,7,65.0
2312,Armindo Sieb,GER,"FW,MF",Mainz 05,de  Bundesliga,22-022,2003.0,8.0,2,0,0,13,11,10,6,1,3,0,0,0,28,14,23,37.8
2313,Vincent Sierro,SUI,MF,Toulouse,fr  Ligue 1,29-154,1995.0,17.7,4,0,0,19,21,0,58,12,21,0,0,0,91,24,20,54.5
2314,Tim Siersleben,GER,DF,Heidenheim,de  Bundesliga,25-002,2000.0,6.3,3,0,0,10,4,0,3,10,7,0,1,0,20,11,16,40.7
2315,Zain Silcott-Duberry,MSR,FW,Bournemouth,eng  Premier League,19-245,2005.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
2316,Kiliann Sildillia,FRA,DF,Freiburg,de  Bundesliga,22-299,2002.0,6.9,2,0,0,9,7,1,8,8,7,0,1,0,27,13,16,44.8
2317,André Silva,POR,FW,Werder Bremen,de  Bundesliga,29-125,1995.0,3.4,1,0,0,3,7,1,3,0,2,0,0,0,9,9,9,50.0
2318,André Silva,POR,"FW,MF",RB Leipzig,de  Bundesliga,29-125,1995.0,1.5,0,0,0,0,2,0,0,1,1,0,0,0,7,1,5,16.7
2319,Bernardo Silva,POR,"MF,FW",Manchester City,eng  Premier League,30-213,1994.0,22.5,5,0,0,19,22,3,46,17,26,0,0,0,73,3,8,27.3
2320,Caio Henrique Oliveira Silva,BRA,DF,Monaco,fr  Ligue 1,27-223,1997.0,12.9,1,0,0,11,8,1,87,10,19,0,0,0,68,6,12,33.3
2321,Fábio Silva,POR,FW,Las Palmas,es  La Liga,22-235,2002.0,15.9,7,0,0,31,34,13,14,3,5,0,0,0,41,40,40,50.0
2322,Jota Silva,POR,"FW,MF",Nott'ham Forest,eng  Premier League,25-222,1999.0,7.9,4,0,0,18,20,6,19,12,11,1,0,0,39,18,22,45.0
2323,Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,eng  Premier League,18-312,2006.0,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,
2324,Rui Silva,POR,GK,Betis,es  La Liga,31-032,1994.0,15.0,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100.0
2325,Marco Silvestri,ITA,GK,Empoli,it  Serie A,34-009,1991.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
2326,Abdallah Sima,SEN,"FW,MF",Brest,fr  Ligue 1,23-267,2001.0,10.0,2,0,0,10,19,3,14,1,8,0,0,0,50,28,30,48.3
2327,Mohamed Simakan,FRA,DF,RB Leipzig,de  Bundesliga,24-312,2000.0,0.6,0,0,0,0,1,0,1,2,0,0,0,0,3,3,1,75.0
2328,Giovanni Simeone,ARG,FW,Napoli,it  Serie A,29-249,1995.0,4.0,1,0,0,5,13,1,3,1,0,0,0,0,22,6,32,15.8
2329,Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,es  La Liga,22-083,2002.0,13.4,3,0,0,12,26,6,30,9,8,0,0,0,61,7,19,26.9
2330,Moses Simon,NGA,"FW,MF",Nantes,fr  Ligue 1,29-242,1995.0,20.3,1,0,0,8,38,8,164,9,9,0,0,0,89,6,31,16.2
2331,Unai Simón,ESP,GK,Athletic Club,es  La Liga,27-273,1997.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,0,100.0
2332,Xavi Simons,NED,MF,RB Leipzig,de  Bundesliga,21-324,2003.0,16.2,4,0,0,20,40,5,57,8,12,0,0,0,84,13,21,38.2
2333,Jahmai Simpson-Pusey,ENG,DF,Manchester City,eng  Premier League,19-127,2005.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0
2334,Danel Sinani,LUX,"FW,MF",St. Pauli,de  Bundesliga,27-340,1997.0,5.7,2,0,0,14,3,3,18,1,7,0,0,0,20,2,11,15.4
2335,Lassine Sinayoko,MLI,"FW,MF",Auxerre,fr  Ligue 1,25-093,1999.0,18.0,4,0,0,24,24,11,20,9,15,2,0,0,55,18,49,26.9
2336,Wilfried Singo,CIV,DF,Monaco,fr  Ligue 1,24-076,2000.0,14.3,3,0,0,23,21,3,9,31,17,0,0,0,84,29,17,63.0
2337,Luis Sinisterra,COL,"FW,MF",Bournemouth,eng  Premier League,25-267,1999.0,2.4,0,0,0,4,2,1,5,1,2,0,0,0,15,3,6,33.3
2338,Daley Sinkgraven,NED,DF,Las Palmas,es  La Liga,29-250,1995.0,1.0,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100.0
2339,Tobias Sippel,GER,GK,Gladbach,de  Bundesliga,36-354,1988.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2340,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,es  La Liga,29-185,1995.0,6.0,1,0,0,3,4,0,1,9,9,0,0,1,29,13,11,54.2
2341,Ayanda Sishuba,BEL,FW,Rennes,fr  Ligue 1,20-037,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2342,Ibrahim Sissoko,MLI,FW,Saint-Étienne,fr  Ligue 1,29-104,1995.0,9.0,1,0,0,36,20,9,3,2,9,0,0,0,22,24,42,36.4
2343,Ibrahima Sissoko,MLI,MF,Bochum,de  Bundesliga,27-135,1997.0,21.8,6,0,0,56,24,2,15,31,36,1,1,0,111,54,47,53.5
2344,Niama Sissoko,MLI,"FW,MF",Reims,fr  Ligue 1,19-085,2005.0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,25.0
2345,Antonio Sivera,ESP,GK,Alavés,es  La Liga,28-212,1996.0,22.2,4,1,0,4,4,0,0,0,0,0,3,1,18,4,1,80.0
2346,Tim Skarke,GER,"FW,MF",Union Berlin,de  Bundesliga,28-185,1996.0,9.8,1,0,0,8,13,10,24,5,9,0,0,0,40,7,23,23.3
2347,Ellyes Skhiri,TUN,MF,Eint Frankfurt,de  Bundesliga,29-305,1995.0,17.1,5,0,0,17,15,1,2,22,12,0,0,0,83,14,14,50.0
2348,Oliver Skipp,ENG,MF,Leicester City,eng  Premier League,24-176,2000.0,8.7,4,0,0,11,11,0,3,8,4,0,0,0,32,8,3,72.7
2349,Leo Skiri Østigård,NOR,DF,Rennes,fr  Ligue 1,25-103,1999.0,13.6,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1
2350,Leo Skiri Østigård,NOR,DF,Hoffenheim,de  Bundesliga,25-103,1999.0,4.0,0,0,0,8,2,0,0,3,2,0,0,0,15,24,16,60.0
2351,Łukasz Skorupski,POL,GK,Bologna,it  Serie A,33-310,1991.0,20.0,1,0,0,1,4,0,0,0,0,0,1,0,33,2,0,100.0
2352,Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,de  Bundesliga,25-072,1999.0,3.0,0,0,0,1,1,1,15,1,3,0,0,0,9,1,0,100.0
2353,Robert Skov,DEN,"DF,MF",Union Berlin,de  Bundesliga,28-295,1996.0,9.5,1,0,0,14,10,1,61,8,11,0,0,0,43,9,9,50.0
2354,Milan Škriniar,SVK,DF,Paris S-G,fr  Ligue 1,30-028,1995.0,4.2,1,0,0,4,5,1,0,3,5,0,0,0,25,7,5,58.3
2355,Steven Skrzybski,GER,"FW,MF",Holstein Kiel,de  Bundesliga,32-113,1992.0,7.9,0,0,0,10,12,0,23,8,1,0,0,0,37,2,9,18.2
2356,Naatan Skyttä,FIN,FW,Toulouse,fr  Ligue 1,22-308,2002.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2357,William Smallbone,IRL,MF,Southampton,eng  Premier League,25-018,2000.0,6.2,1,0,0,10,3,0,31,2,7,0,1,0,22,4,2,66.7
2358,Adam Smith,ENG,DF,Bournemouth,eng  Premier League,33-316,1991.0,11.5,4,0,0,8,9,0,18,11,8,0,0,0,34,8,11,42.1
2359,Eric Smith,SWE,"DF,MF",St. Pauli,de  Bundesliga,28-062,1997.0,22.4,5,0,0,19,13,2,81,28,23,0,0,0,93,22,26,45.8
2360,Justin Smith,CAN,MF,Espanyol,es  La Liga,22-035,2003.0,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100.0
2361,Emile Smith Rowe,ENG,MF,Fulham,eng  Premier League,24-226,2000.0,18.4,1,0,0,13,12,4,11,8,14,0,0,0,58,6,16,27.3
2362,Ivan Smolčić,CRO,DF,Como,it  Serie A,24-206,2000.0,4.6,1,0,0,8,4,0,2,9,6,0,1,0,17,11,6,64.7
2363,Eduard Sobol,UKR,DF,Strasbourg,fr  Ligue 1,29-325,1995.0,0.9,2,0,0,4,1,0,1,2,0,0,0,0,3,3,2,60.0
2364,Simon Sohm,SUI,MF,Parma,it  Serie A,23-334,2001.0,25.5,4,0,0,17,23,1,12,20,14,0,0,0,92,25,18,58.1
2365,Alex Sola,ESP,"MF,FW",Getafe,es  La Liga,25-275,1999.0,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1
2366,Dominic Solanke,ENG,FW,Tottenham,eng  Premier League,27-178,1997.0,18.8,0,0,0,28,29,4,4,0,9,0,0,1,31,36,45,44.4
2367,Ola Solbakken,NOR,"MF,FW",Empoli,it  Serie A,26-185,1998.0,6.6,1,0,0,7,1,2,5,2,3,0,0,0,13,7,14,33.3
2368,Carlos Soler,ESP,"MF,FW",West Ham,eng  Premier League,28-068,1997.0,12.1,5,0,0,23,12,0,26,5,10,0,0,0,51,6,11,35.3
2369,Oumar Solet,FRA,DF,Udinese,it  Serie A,25-032,2000.0,8.6,2,1,1,6,8,0,3,10,12,0,0,0,43,8,10,44.4
2370,Jhon Solis,COL,MF,Girona,es  La Liga,20-159,2004.0,4.6,2,0,0,5,5,0,2,4,4,0,0,0,18,3,3,50.0
2371,Yann Sommer,SUI,GK,Inter,it  Serie A,36-084,1988.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,38,3,0,100.0
2372,David Soria,ESP,GK,Getafe,es  La Liga,31-341,1993.0,27.0,1,0,0,0,0,0,0,1,4,0,0,0,19,6,0,100.0
2373,Juan Soriano,ESP,GK,Leganés,es  La Liga,27-200,1997.0,6.0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,
2374,Borna Sosa,CRO,DF,Torino,it  Serie A,27-049,1998.0,13.1,0,0,0,12,7,1,51,14,19,0,1,0,53,16,19,45.7
2375,Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,eng  Premier League,25-192,1999.0,2.7,1,0,0,6,6,3,7,3,2,0,0,0,18,4,6,40.0
2376,Hugo Sotelo,ESP,MF,Celta Vigo,es  La Liga,21-082,2003.0,11.6,4,0,0,17,9,1,41,4,15,0,0,0,65,2,10,16.7
2377,Florian Sotoca,FRA,"FW,MF",Lens,fr  Ligue 1,34-137,1990.0,15.6,2,0,0,11,15,4,57,9,10,0,0,0,67,37,17,68.5
2378,Riccardo Sottil,ITA,"FW,MF",Fiorentina,it  Serie A,25-281,1999.0,9.3,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8
2379,Riccardo Sottil,ITA,"FW,MF",Milan,it  Serie A,25-281,1999.0,0.9,0,0,0,0,2,0,8,0,0,0,0,0,3,1,0,100.0
2380,Tomáš Souček,CZE,MF,West Ham,eng  Premier League,30-012,1995.0,22.1,8,0,0,37,21,2,9,13,16,1,0,0,46,80,63,55.9
2381,Matìas Soulé,ARG,"MF,FW",Roma,it  Serie A,21-330,2003.0,10.7,2,0,0,10,24,0,42,4,7,0,0,0,63,7,10,41.2
2382,Boubakary Soumaré,FRA,MF,Leicester City,eng  Premier League,26-012,1999.0,16.7,8,0,0,19,13,0,8,21,14,0,0,0,103,16,8,66.7
2383,Issa Soumaré,SEN,"MF,FW",Le Havre,fr  Ligue 1,24-152,2000.0,13.4,0,0,0,11,37,3,17,7,9,0,0,0,63,56,32,63.6
2384,Djibril Sow,SUI,MF,Sevilla,es  La Liga,28-033,1997.0,16.6,4,0,0,20,34,0,7,16,8,0,0,0,89,19,20,48.7
2385,Saidou Sow,GUI,DF,Strasbourg,fr  Ligue 1,22-250,2002.0,11.3,2,0,0,7,5,1,0,15,5,0,1,0,36,16,15,51.6
2386,Saidou Sow,GUI,DF,Nantes,fr  Ligue 1,22-250,2002.0,6.0,0,0,0,2,3,0,0,8,9,0,0,0,24,7,10,41.2
2387,Djed Spence,ENG,DF,Tottenham,eng  Premier League,24-214,2000.0,10.8,3,1,1,11,13,1,14,12,25,0,0,0,54,13,10,56.5
2388,Leonardo Spinazzola,ITA,"DF,FW",Napoli,it  Serie A,31-351,1993.0,10.0,1,0,0,5,5,1,33,4,8,0,0,0,39,3,3,50.0
2389,Marco Sportiello,ITA,GK,Milan,it  Serie A,32-305,1992.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2390,Anton Stach,GER,"MF,DF",Hoffenheim,de  Bundesliga,26-116,1998.0,19.8,5,0,0,24,23,0,20,28,35,0,0,0,118,37,25,59.7
2391,Jens Stage,DEN,MF,Werder Bremen,de  Bundesliga,28-123,1996.0,16.2,6,0,0,26,20,1,20,17,20,0,0,0,75,16,18,47.1
2392,Josip Stanišić,CRO,DF,Bayern Munich,de  Bundesliga,24-343,2000.0,2.0,0,0,0,0,3,0,3,2,5,0,0,0,14,4,2,66.7
2393,Filip Stankovic,SRB,GK,Venezia,it  Serie A,23-014,2002.0,15.2,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100.0
2394,Jay Stansfield,ENG,MF,Fulham,eng  Premier League,22-107,2002.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2395,Carl Starfelt,SWE,DF,Celta Vigo,es  La Liga,29-283,1995.0,22.1,5,0,0,18,11,0,0,29,14,0,0,0,68,55,42,56.7
2396,Niklas Stark,GER,DF,Werder Bremen,de  Bundesliga,29-331,1995.0,15.4,4,1,1,22,19,1,1,22,15,0,0,0,49,31,14,68.9
2397,Lucas Stassin,BEL,FW,Saint-Étienne,fr  Ligue 1,20-103,2004.0,15.3,3,0,0,22,19,7,13,2,9,1,0,0,22,13,22,37.1
2398,Jason Steele,ENG,GK,Brighton,eng  Premier League,34-205,1990.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0
2399,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,es  La Liga,20-194,2004.0,8.8,0,0,0,6,5,8,7,2,6,0,0,0,13,25,41,37.9
2400,Pascal Stenzel,GER,DF,Stuttgart,de  Bundesliga,28-356,1996.0,1.5,0,0,0,1,0,0,8,0,0,0,0,0,5,1,4,20.0
2401,Jack Stephens,ENG,DF,Southampton,eng  Premier League,31-043,1994.0,8.9,2,2,0,8,2,1,0,5,10,0,0,0,25,4,5,44.4
