,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
400,Cameron Burgess,AUS,DF,Ipswich Town,eng  Premier League,29-141,1995.0,10.0,6,0.6,6,0,0,0,0,0,2,0.2,2,0,0,0,0,0
401,Jonathan Burkardt,GER,FW,Mainz 05,de  Bundesliga,24-243,2000.0,15.8,32,2.02,25,0,1,3,3,0,6,0.38,4,0,0,1,1,0
402,Oliver Burke,SCO,"FW,MF",Werder Bremen,de  Bundesliga,27-338,1997.0,3.8,16,4.2,13,0,1,1,0,1,1,0.26,0,0,0,0,0,1
403,Dan Burn,ENG,DF,Newcastle Utd,eng  Premier League,32-306,1992.0,27.0,15,0.56,11,1,0,2,1,0,3,0.11,2,1,0,0,0,0
404,Rareș-Cătălin Burnete,ROU,FW,Lecce,it  Serie A,21-039,2004.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
405,Wes Burns,WAL,"FW,DF",Ipswich Town,eng  Premier League,30-108,1994.0,10.3,16,1.55,12,0,1,1,2,0,1,0.1,1,0,0,0,0,0
406,Marnon Busch,GER,DF,Heidenheim,de  Bundesliga,30-093,1994.0,9.6,24,2.51,18,4,0,2,0,0,1,0.1,0,0,0,1,0,0
407,Gianluca Busio,USA,MF,Venezia,it  Serie A,22-287,2002.0,20.4,45,2.2,37,0,0,5,3,0,2,0.1,1,0,0,1,0,0
408,Aurélio Buta,POR,DF,Reims,fr  Ligue 1,28-029,1997.0,16.5,26,1.57,19,5,0,2,0,0,4,0.24,3,1,0,0,0,0
409,Jean Butez,FRA,GK,Como,it  Serie A,29-276,1995.0,10.0,2,0.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
410,Marcin Bułka,POL,GK,Nice,fr  Ligue 1,25-158,1999.0,25.0,3,0.12,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0
411,Pau Cabanes,ESP,"MF,FW",Villarreal,es  La Liga,20-022,2005.0,1.8,12,6.63,8,0,1,0,3,0,2,1.1,1,0,0,0,1,0
412,Pau Cabanes,ESP,MF,Alavés,es  La Liga,20-022,2005.0,1.5,4,2.75,2,0,1,0,1,0,0,0.0,0,0,0,0,0,0
413,Rémy Cabella,FRA,"FW,MF",Lille,fr  Ligue 1,35-003,1990.0,9.9,51,5.14,28,10,2,6,4,1,6,0.6,2,1,0,1,2,0
414,Leandro Cabrera,URU,DF,Espanyol,es  La Liga,33-267,1991.0,21.0,15,0.71,13,0,0,2,0,0,4,0.19,2,0,0,2,0,0
415,Liberato Cacace,NZL,"DF,MF",Empoli,it  Serie A,24-165,2000.0,16.4,35,2.14,22,7,4,1,1,0,2,0.12,2,0,0,0,0,0
416,Anthony Caci,FRA,DF,Mainz 05,de  Bundesliga,27-253,1997.0,21.9,70,3.2,51,15,2,1,0,1,9,0.41,9,0,0,0,0,0
417,Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,fr  Ligue 1,27-351,1997.0,8.1,25,3.07,17,5,1,1,1,0,2,0.25,2,0,0,0,0,0
418,Moisés Caicedo,ECU,MF,Chelsea,eng  Premier League,23-129,2001.0,27.2,74,2.72,66,0,0,0,2,6,7,0.26,6,0,0,0,1,0
419,Tom Cairney,SCO,MF,Fulham,eng  Premier League,34-050,1991.0,4.7,24,5.13,22,1,0,0,1,0,2,0.43,2,0,0,0,0,0
