,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2171,Jonas Rouhi,SWE,DF,Juventus,it  Serie A,21-063,2004.0,2.3,159,138,21,2,0,1,3,19,0,0,0,0,126,0,6
2172,Jérôme Roussillon,FRA,"DF,MF",Union Berlin,de  Bundesliga,32-064,1993.0,1.2,59,43,16,2,0,0,10,14,0,0,0,0,39,0,3
2173,Nicolò Rovella,ITA,MF,Lazio,it  Serie A,23-097,2001.0,21.3,1475,1406,66,41,6,11,27,7,13,5,4,0,1328,3,8
2174,Jon Rowe,ENG,"FW,MF",Marseille,fr  Ligue 1,21-315,2003.0,5.8,197,185,12,3,3,1,20,2,4,3,1,0,161,0,6
2175,Amir Rrahmani,KVX,DF,Napoli,it  Serie A,31-015,1994.0,28.0,2008,1909,98,65,2,13,1,10,0,0,0,0,1849,1,6
2176,Tommaso Rubino,ITA,MF,Fiorentina,it  Serie A,18-121,2006.0,0.1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0
2177,Antonio Rüdiger,GER,DF,Real Madrid,es  La Liga,32-008,1993.0,21.1,1574,1505,64,44,1,17,3,5,0,0,0,0,1446,5,5
2178,Matteo Ruggeri,ITA,DF,Atalanta,it  Serie A,22-243,2002.0,16.4,1104,976,125,10,0,2,68,109,6,0,3,0,937,3,23
2179,Aitor Ruibal,ESP,"FW,DF",Betis,es  La Liga,28-354,1996.0,7.5,278,239,35,4,0,1,18,26,2,1,1,0,226,4,8
2180,Abel Ruiz,ESP,FW,Girona,es  La Liga,25-042,2000.0,12.2,219,191,27,0,1,1,3,2,0,0,0,0,191,1,4
2181,Ferrán Ruiz,ESP,MF,Girona,es  La Liga,21-319,2003.0,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
2182,Fabián Ruiz Peña,ESP,MF,Paris S-G,fr  Ligue 1,28-342,1996.0,15.8,1215,1177,36,25,5,10,19,7,2,0,0,0,1099,2,18
2183,Gerónimo Rulli,ARG,GK,Marseille,fr  Ligue 1,32-295,1992.0,25.0,902,758,143,59,0,1,0,0,0,0,0,0,782,1,0
2184,Georginio Rutter,FRA,"MF,FW",Brighton,eng  Premier League,22-325,2002.0,17.6,341,331,9,0,12,0,9,0,0,0,0,0,227,1,14
2185,Mathew Ryan,AUS,GK,Lens,fr  Ligue 1,32-337,1992.0,5.0,146,108,38,15,0,0,0,0,0,0,0,0,106,0,0
2186,Julian Ryerson,NOR,DF,Dortmund,de  Bundesliga,27-114,1997.0,17.2,1104,949,153,19,1,3,70,123,11,2,9,0,963,2,22
2187,Frederik Rønnow,DEN,GK,Union Berlin,de  Bundesliga,32-219,1992.0,20.0,647,501,142,52,0,1,0,0,0,0,0,0,465,4,0
2188,José Sá,POR,GK,Wolves,eng  Premier League,32-053,1993.0,21.0,681,515,165,48,1,0,0,0,0,0,0,0,434,1,1
2189,Elias Saad,TUN,"FW,MF",St. Pauli,de  Bundesliga,25-074,1999.0,6.8,151,146,4,0,2,1,10,3,0,0,0,0,109,1,10
2190,Youssouf Sabaly,SEN,DF,Betis,es  La Liga,32-006,1993.0,14.1,767,603,164,15,2,2,26,149,0,0,0,0,655,0,17
2191,Emmanuel Sabbi,USA,"FW,MF",Le Havre,fr  Ligue 1,27-077,1997.0,7.3,128,121,7,1,1,0,15,1,1,0,0,0,91,0,4
2192,Stefano Sabelli,ITA,DF,Genoa,it  Serie A,32-057,1993.0,16.4,780,607,168,17,1,2,48,149,2,0,1,0,504,5,18
2193,Marcel Sabitzer,AUT,"MF,FW",Dortmund,de  Bundesliga,30-359,1994.0,16.0,723,679,42,22,3,3,21,12,0,0,0,0,606,2,14
2194,Falaye Sacko,MLI,DF,Montpellier,fr  Ligue 1,29-314,1995.0,10.6,502,424,78,8,0,1,9,70,0,0,0,0,421,0,11
2195,Umar Sadiq,NGA,FW,Valencia,es  La Liga,28-037,1997.0,4.1,86,76,10,0,0,1,0,1,0,0,0,0,64,0,3
2196,Umar Sadiq,NGA,FW,Real Sociedad,es  La Liga,28-037,1997.0,2.5,48,46,1,0,0,0,2,0,0,0,0,0,25,1,2
2197,Alexis Saelemaekers,BEL,"DF,FW",Roma,it  Serie A,25-257,1999.0,9.8,483,443,36,3,2,3,39,30,3,1,1,0,389,4,12
2198,Alexis Saelemaekers,BEL,"DF,FW",Milan,it  Serie A,25-257,1999.0,1.0,78,64,13,2,0,0,10,7,4,2,1,0,66,1,0
2199,Jorge Sáenz,ESP,DF,Leganés,es  La Liga,28-114,1996.0,10.9,579,562,16,12,0,5,0,1,0,0,0,0,488,1,1
2200,Matvei Safonov,RUS,GK,Paris S-G,fr  Ligue 1,26-014,1999.0,6.8,231,191,39,8,0,0,0,0,0,0,0,0,184,1,1
2201,Modibo Sagnan,MLI,DF,Montpellier,fr  Ligue 1,25-331,1999.0,19.8,774,743,30,23,0,12,1,2,0,0,0,0,678,1,7
2202,Richie Sagrado,BEL,DF,Venezia,it  Serie A,21-040,2004.0,1.6,31,27,4,0,0,0,0,4,0,0,0,0,24,0,1
2203,Osame Sahraoui,MAR,"FW,MF",Lille,fr  Ligue 1,23-273,2001.0,11.7,502,491,10,3,4,0,10,6,1,0,0,0,425,1,19
2204,Wesley Saïd,FRA,"FW,MF",Lens,fr  Ligue 1,29-326,1995.0,7.0,164,148,15,1,1,1,6,2,0,0,0,0,126,1,3
2205,Théo Sainte-Luce,FRA,DF,Montpellier,fr  Ligue 1,26-142,1998.0,7.2,213,168,44,1,0,0,13,43,0,0,0,0,152,1,3
2206,Bukayo Saka,ENG,"FW,MF",Arsenal,eng  Premier League,23-187,2001.0,14.1,546,476,67,7,4,2,99,10,50,47,0,2,406,3,18
2207,Faik Sakar,GER,MF,RB Leipzig,de  Bundesliga,17-056,2008.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,Marco Sala,ITA,DF,Como,it  Serie A,25-280,1999.0,2.9,152,134,18,1,0,1,9,17,0,0,0,0,115,0,5
2209,Marco Sala,ITA,DF,Lecce,it  Serie A,25-280,1999.0,0.3,27,23,4,0,0,0,5,4,0,0,0,0,18,0,0
2210,Ibrahim Salah,MAR,FW,Brest,fr  Ligue 1,23-193,2001.0,4.0,129,127,1,0,0,1,15,0,1,0,1,0,88,1,7
2211,Mohamed Salah,EGY,FW,Liverpool,eng  Premier League,32-269,1992.0,28.5,957,931,20,5,13,3,52,15,0,0,0,0,680,6,44
2212,Anass Salah-Eddine,NED,DF,Roma,it  Serie A,23-052,2002.0,1.7,103,86,16,1,0,0,6,15,0,0,0,0,86,1,4
2213,Amine Salama,FRA,FW,Reims,fr  Ligue 1,24-236,2000.0,4.1,82,75,7,0,0,2,4,0,0,0,0,0,62,0,4
2214,Jan Salas,ESP,MF,Mallorca,es  La Liga,19-213,2005.0,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
2215,Kike Salas,ESP,DF,Sevilla,es  La Liga,22-322,2002.0,15.4,939,849,87,37,0,8,5,44,0,0,0,0,736,3,8
2216,Manolis Saliakas,GRE,"MF,DF",St. Pauli,de  Bundesliga,28-180,1996.0,17.1,941,741,198,10,2,11,59,181,7,4,2,0,676,2,22
2217,William Saliba,FRA,DF,Arsenal,eng  Premier League,23-352,2001.0,25.3,1864,1825,35,26,0,9,3,3,0,0,0,0,1745,4,3
2218,Mohammed Salisu,GHA,DF,Monaco,fr  Ligue 1,25-328,1999.0,11.3,774,737,37,25,0,3,0,2,0,0,0,0,661,0,7
2219,Roland Sallai,HUN,"FW,MF",Freiburg,de  Bundesliga,27-293,1997.0,0.5,17,15,2,0,0,0,4,0,2,1,1,0,11,0,0
2220,Yoann Salmier,GUF,DF,Le Havre,fr  Ligue 1,32-110,1992.0,8.9,346,311,35,16,1,4,1,18,0,0,0,0,283,0,4
2221,Lazar Samardzic,SRB,"MF,FW",Atalanta,it  Serie A,23-015,2002.0,10.8,591,543,44,8,5,13,56,1,34,26,5,0,466,4,6
2222,Diadie Samassékou,MLI,MF,Hoffenheim,de  Bundesliga,29-059,1996.0,3.2,156,153,3,2,0,0,0,0,0,0,0,0,144,0,1
2223,Mama Samba Baldé,GNB,FW,Lyon,fr  Ligue 1,29-125,1995.0,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
2224,Mama Samba Baldé,GNB,FW,Brest,fr  Ligue 1,29-125,1995.0,11.0,226,224,2,0,0,3,9,2,0,0,0,0,164,0,10
2225,Brice Samba,FRA,GK,Rennes,fr  Ligue 1,30-320,1994.0,8.0,339,257,81,24,0,0,0,0,0,0,0,0,247,1,0
2226,Brice Samba,FRA,GK,Lens,fr  Ligue 1,30-320,1994.0,15.0,512,399,112,36,0,4,0,0,0,0,0,0,415,1,0
2227,Albert Sambi Lokonga,BEL,MF,Sevilla,es  La Liga,25-140,1999.0,12.6,729,705,23,18,4,10,2,5,0,0,0,0,653,1,0
2228,Junior Sambia,FRA,"DF,FW",Empoli,it  Serie A,28-185,1996.0,1.9,73,56,17,0,0,0,12,12,5,2,3,0,47,0,0
2229,Chuky san jose,ESP,"MF,FW",Valladolid,es  La Liga,20-316,2004.0,3.5,71,63,8,5,0,1,11,0,3,1,2,0,46,0,6
2230,Antonio Sanabria,PAR,FW,Torino,it  Serie A,29-007,1996.0,12.5,225,215,9,1,1,1,0,1,0,0,0,0,181,1,2
2231,Oihan Sancet,ESP,MF,Athletic Club,es  La Liga,24-320,2000.0,15.0,477,459,16,2,5,4,17,3,0,0,0,0,390,2,12
2232,Alexis Sánchez,CHI,FW,Udinese,it  Serie A,36-082,1988.0,3.4,112,107,5,1,1,0,6,0,4,2,0,0,91,0,2
2233,Antonio Sánchez,ESP,"MF,DF",Mallorca,es  La Liga,28-069,1997.0,10.3,381,346,31,2,1,1,22,24,3,0,2,0,280,4,10
2234,Iván Sánchez,ESP,"MF,FW",Valladolid,es  La Liga,32-169,1992.0,10.3,355,320,32,8,2,6,65,9,14,12,1,0,247,3,10
2235,Javi Sánchez,ESP,DF,Valladolid,es  La Liga,27-362,1997.0,18.4,904,851,46,26,0,9,0,6,0,0,0,0,777,7,6
2236,Juanlu Sánchez,ESP,"MF,DF",Sevilla,es  La Liga,21-208,2003.0,12.5,398,369,29,1,0,2,22,25,0,0,0,0,323,0,21
2237,Manu Sánchez,ESP,DF,Alavés,es  La Liga,24-199,2000.0,19.7,781,581,197,12,0,2,53,181,4,1,2,0,558,3,26
2238,Robert Sánchez,ESP,GK,Chelsea,eng  Premier League,27-113,1997.0,22.0,876,769,102,50,0,5,0,0,0,0,0,0,643,5,1
2239,Jadon Sancho,ENG,FW,Chelsea,eng  Premier League,24-351,2000.0,15.1,622,611,10,1,6,0,19,9,0,0,0,0,515,1,15
2240,Philipp Sander,GER,MF,Gladbach,de  Bundesliga,27-018,1998.0,12.9,626,594,31,16,4,2,19,8,7,4,3,0,499,1,13
2241,James Sands,USA,"MF,DF",St. Pauli,de  Bundesliga,24-248,2000.0,5.0,204,198,5,5,0,2,2,0,0,0,0,0,155,1,5
2242,Leroy Sané,GER,FW,Bayern Munich,de  Bundesliga,29-059,1996.0,12.3,611,577,33,3,3,0,34,7,15,6,0,0,501,1,20
2243,Arouna Sangante,SEN,DF,Le Havre,fr  Ligue 1,22-333,2002.0,8.8,489,446,42,21,0,1,2,21,0,0,0,0,419,1,2
2244,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,eng  Premier League,27-099,1997.0,3.0,145,138,7,7,0,0,0,0,0,0,0,0,113,0,7
2245,Nhoa Sangui,FRA,"DF,MF",Reims,fr  Ligue 1,19-012,2006.0,10.5,506,436,68,7,0,3,12,61,0,0,0,0,422,2,13
2246,Maroan Sannadi,ESP,FW,Athletic Club,es  La Liga,24-038,2001.0,2.4,41,39,2,0,1,0,1,0,0,0,0,0,30,0,2
2247,Kaishu Sano,JPN,MF,Mainz 05,de  Bundesliga,24-071,2000.0,24.8,1047,1038,4,2,0,5,6,2,0,0,0,0,837,5,18
2248,Nicola Sansone,ITA,"MF,FW",Lecce,it  Serie A,33-182,1991.0,0.7,22,18,4,1,0,0,4,0,3,2,1,0,18,0,0
2249,Baptiste Santamaria,FRA,MF,Nice,fr  Ligue 1,30-002,1995.0,6.7,323,316,5,5,0,4,1,0,0,0,0,0,270,2,9
2250,Baptiste Santamaria,FRA,MF,Rennes,fr  Ligue 1,30-002,1995.0,5.4,308,296,12,10,1,2,4,1,0,0,0,0,254,0,9
2251,Jesús Santiago,ESP,MF,Getafe,es  La Liga,20-290,2004.0,3.5,108,106,2,0,0,0,2,2,0,0,0,0,75,0,3
2252,Andrey Santos,BRA,MF,Strasbourg,fr  Ligue 1,20-312,2004.0,22.7,1105,1051,49,48,6,0,0,1,0,0,0,0,968,5,19
2253,Kauã Santos,BRA,GK,Eint Frankfurt,de  Bundesliga,21-334,2003.0,4.5,161,137,24,8,0,0,0,0,0,0,0,0,117,0,0
2254,Tiago Santos,POR,DF,Lille,fr  Ligue 1,22-231,2002.0,4.5,223,201,22,1,0,0,19,21,0,0,0,0,175,0,6
2255,Pablo Sarabia,ESP,"MF,FW",Wolves,eng  Premier League,32-304,1992.0,6.0,282,233,41,13,4,0,32,6,16,15,1,0,189,8,12
2256,Jeremy Sarmiento,ECU,MF,Brighton,eng  Premier League,22-268,2002.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
2257,Amin Sarr,SWE,FW,Hellas Verona,it  Serie A,24-000,2001.0,12.8,293,271,21,0,1,0,2,1,0,0,0,0,209,1,10
2258,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,eng  Premier League,27-014,1998.0,21.4,545,539,2,0,10,0,39,2,0,0,0,0,360,4,20
2259,Malang Sarr,FRA,DF,Lens,fr  Ligue 1,26-047,1999.0,11.3,650,619,30,20,1,7,1,4,0,0,0,0,585,1,8
2260,Mamadou Sarr,FRA,DF,Strasbourg,fr  Ligue 1,19-194,2005.0,18.5,1189,1123,66,47,0,1,1,3,0,0,0,0,1111,0,10
2261,Martin Satriano,URU,"FW,DF",Lens,fr  Ligue 1,24-019,2001.0,0.5,18,16,2,0,0,0,1,1,0,0,0,0,10,0,1
2262,Razvan Sava,ROU,GK,Udinese,it  Serie A,22-263,2002.0,12.0,395,302,90,35,0,0,0,0,0,0,0,0,277,3,1
2263,Téji Savanier,FRA,MF,Montpellier,fr  Ligue 1,33-079,1991.0,21.9,1260,987,256,101,12,44,172,15,99,34,57,0,863,17,25
2264,Sávio,BRA,"FW,MF",Manchester City,eng  Premier League,20-335,2004.0,16.7,738,712,26,3,5,6,75,7,15,9,2,0,592,0,32
2265,Nicolò Savona,ITA,DF,Juventus,it  Serie A,21-357,2003.0,15.6,987,862,123,14,0,2,31,109,0,0,0,0,886,2,12
2266,Saba Sazonov,GEO,DF,Torino,it  Serie A,23-038,2002.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,Joe Scally,USA,DF,Gladbach,de  Bundesliga,22-070,2002.0,21.3,1213,996,214,26,4,7,32,188,0,0,0,0,1018,3,24
2268,Giorgio Scalvini,ITA,DF,Atalanta,it  Serie A,21-090,2003.0,3.0,195,191,4,3,1,2,0,1,0,0,0,0,165,0,3
2269,Gianluca Scamacca,ITA,FW,Atalanta,it  Serie A,26-069,1999.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2270,Oliver Scarles,ENG,DF,West Ham,eng  Premier League,19-089,2005.0,4.5,229,210,16,1,1,0,11,15,0,0,0,0,177,3,4
2271,Dane Scarlett,ENG,FW,Tottenham,eng  Premier League,20-352,2004.0,0.3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1
2272,Kevin Schade,GER,FW,Brentford,eng  Premier League,23-104,2001.0,16.6,362,325,36,0,1,2,25,33,0,0,0,0,215,1,15
2273,András Schäfer,HUN,MF,Union Berlin,de  Bundesliga,25-332,1999.0,10.1,387,368,16,2,0,1,7,3,0,0,0,0,296,3,12
2274,Fabian Schär,SUI,DF,Newcastle Utd,eng  Premier League,33-081,1991.0,22.8,1385,1323,55,50,3,24,9,5,0,0,0,0,1154,7,6
2275,Patrik Schick,CZE,FW,Leverkusen,de  Bundesliga,29-046,1996.0,11.9,268,257,11,0,0,0,1,1,0,0,0,0,212,0,7
2276,Stefan Schimmer,GER,"FW,MF",Heidenheim,de  Bundesliga,30-317,1994.0,2.5,48,46,2,0,0,0,3,0,0,0,0,0,28,0,4
2277,Joël Schingtienne,BEL,DF,Venezia,it  Serie A,22-211,2002.0,5.7,239,199,40,10,0,0,0,27,0,0,0,0,204,0,3
2278,Xaver Schlager,AUT,MF,RB Leipzig,de  Bundesliga,27-164,1997.0,2.0,98,94,3,3,1,1,1,0,0,0,0,0,85,1,0
2279,Keven Schlotterbeck,GER,DF,Augsburg,de  Bundesliga,27-317,1997.0,13.1,620,593,24,15,2,5,2,0,0,0,0,0,517,3,3
2280,Nico Schlotterbeck,GER,DF,Dortmund,de  Bundesliga,25-100,1999.0,20.0,1929,1804,122,43,3,18,6,29,0,0,0,0,1736,3,17
2281,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,eng  Premier League,32-078,1992.0,1.1,50,47,3,0,0,0,4,3,0,0,0,0,39,0,0
2282,Romano Schmid,AUT,MF,Werder Bremen,de  Bundesliga,25-043,2000.0,22.7,1203,1144,47,10,14,6,99,12,23,10,9,0,899,12,28
2283,Niklas Schmidt,GER,MF,Toulouse,fr  Ligue 1,27-010,1998.0,2.3,180,166,14,2,0,3,16,0,12,5,7,0,142,0,4
2284,Jan Schöppner,GER,MF,Heidenheim,de  Bundesliga,25-272,1999.0,21.9,777,757,17,3,3,9,8,10,0,0,0,0,581,3,22
2285,Marvin Schulz,GER,"DF,MF",Holstein Kiel,de  Bundesliga,30-055,1995.0,3.0,155,132,22,12,0,0,12,0,10,4,3,0,121,1,0
2286,Alexander Schwolow,GER,GK,Union Berlin,de  Bundesliga,32-282,1992.0,5.0,160,127,32,6,0,0,0,0,0,0,0,0,122,1,0
2287,Léo Scienza,BRA,"FW,MF",Heidenheim,de  Bundesliga,26-179,1998.0,10.9,335,248,86,37,1,1,69,19,26,10,13,0,222,1,9
2288,Alex Scott,ENG,MF,Bournemouth,eng  Premier League,21-202,2003.0,4.2,194,186,6,4,2,2,1,1,0,0,0,0,164,2,4
2289,Simone Scuffet,ITA,GK,Cagliari,it  Serie A,28-284,1996.0,13.0,407,264,140,40,0,0,0,1,0,0,0,0,286,3,0
2290,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,fr  Ligue 1,21-331,2003.0,2.1,41,40,1,0,0,0,2,0,0,0,0,0,27,0,3
2291,Aleksandar Sedlar,SRB,DF,Alavés,es  La Liga,33-088,1991.0,4.7,157,148,9,5,0,1,0,2,0,0,0,0,124,0,1
2292,Jacopo Seghetti,ITA,GK,Empoli,it  Serie A,20-022,2005.0,1.0,22,15,6,1,0,0,0,0,0,0,0,0,14,1,0
2293,Alidu Seidu,GHA,DF,Rennes,fr  Ligue 1,24-280,2000.0,8.9,518,435,81,19,1,3,4,56,0,0,0,0,426,2,7
2294,Nicolas Seiwald,AUT,"DF,MF",RB Leipzig,de  Bundesliga,23-311,2001.0,14.5,862,811,48,28,3,3,31,5,14,2,10,0,708,3,14
2295,Hiroki Sekine,JPN,DF,Reims,fr  Ligue 1,22-212,2002.0,3.5,180,145,33,2,0,0,9,31,0,0,0,0,146,2,7
2296,Matz Sels,BEL,GK,Nott'ham Forest,eng  Premier League,33-013,1992.0,28.0,734,454,272,78,0,0,0,0,0,0,0,0,376,8,0
2297,Nélson Semedo,POR,DF,Wolves,eng  Premier League,31-115,1993.0,22.8,977,822,151,11,1,4,45,140,0,0,0,0,780,4,24
2298,Antoine Semenyo,GHA,FW,Bournemouth,eng  Premier League,25-063,2000.0,26.4,800,757,36,2,7,5,46,33,1,0,0,0,577,7,30
2299,Marvin Senaya,TOG,DF,Strasbourg,fr  Ligue 1,24-042,2001.0,2.5,138,109,27,5,0,0,1,22,0,0,0,0,110,2,4
2300,Marcos Senesi,ARG,DF,Bournemouth,eng  Premier League,27-305,1997.0,10.2,578,547,26,20,0,1,7,5,0,0,0,0,440,5,1
2301,Stefano Sensi,ITA,MF,Monza,it  Serie A,29-218,1995.0,2.3,206,197,8,6,0,2,6,0,2,0,2,0,180,1,1
2302,Suat Serdar,GER,MF,Hellas Verona,it  Serie A,27-334,1997.0,10.4,332,317,11,7,3,5,3,2,2,0,0,0,252,4,12
2303,Sergi,ESP,DF,Leganés,es  La Liga,32-325,1992.0,24.9,1209,1159,43,43,0,5,1,0,0,0,0,0,1007,7,5
2304,Nicolás Serrano,ESP,FW,Athletic Club,es  La Liga,22-006,2003.0,1.2,44,37,7,2,0,0,13,0,5,4,0,0,25,0,0
2305,Benjamin Šeško,SVN,"FW,MF",RB Leipzig,de  Bundesliga,21-284,2003.0,19.8,481,463,16,1,3,0,2,3,0,0,0,0,321,2,19
2306,Ryan Sessegnon,ENG,"DF,MF",Fulham,eng  Premier League,24-297,2000.0,1.0,30,28,2,0,0,0,1,2,0,0,0,0,24,0,1
2307,Stephan El Shaarawy,ITA,"DF,MF",Roma,it  Serie A,32-135,1992.0,10.4,431,380,47,1,4,0,24,44,2,0,2,0,339,4,8
2308,Luke Shaw,ENG,DF,Manchester Utd,eng  Premier League,29-242,1995.0,0.8,101,101,0,0,0,1,0,0,0,0,0,0,89,0,1
2309,Alen Sherri,ALB,GK,Cagliari,it  Serie A,27-086,1997.0,6.0,198,138,60,12,0,0,0,0,0,0,0,0,149,0,0
2310,Eldor Shomurodov,UZB,FW,Roma,it  Serie A,29-255,1995.0,6.0,164,159,5,0,1,1,2,0,0,0,0,0,127,0,7
2311,Djibril Sidibé,FRA,DF,Toulouse,fr  Ligue 1,32-225,1992.0,14.9,832,697,133,33,5,3,29,96,0,0,0,0,666,2,15
2312,Armindo Sieb,GER,"FW,MF",Mainz 05,de  Bundesliga,22-022,2003.0,8.0,184,175,7,0,1,0,6,1,0,0,0,0,127,2,4
2313,Vincent Sierro,SUI,MF,Toulouse,fr  Ligue 1,29-154,1995.0,17.7,975,868,105,54,6,9,58,3,35,15,18,0,742,2,10
2314,Tim Siersleben,GER,DF,Heidenheim,de  Bundesliga,25-002,2000.0,6.3,309,289,19,10,0,3,3,4,0,0,0,0,247,1,1
2315,Zain Silcott-Duberry,MSR,FW,Bournemouth,eng  Premier League,19-245,2005.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2316,Kiliann Sildillia,FRA,DF,Freiburg,de  Bundesliga,22-299,2002.0,6.9,356,292,62,4,0,1,8,58,0,0,0,0,261,2,12
2317,André Silva,POR,FW,Werder Bremen,de  Bundesliga,29-125,1995.0,3.4,90,78,10,1,0,0,3,1,0,0,0,0,62,2,8
2318,André Silva,POR,"FW,MF",RB Leipzig,de  Bundesliga,29-125,1995.0,1.5,42,35,6,0,1,0,0,1,0,0,0,0,30,1,4
2319,Bernardo Silva,POR,"MF,FW",Manchester City,eng  Premier League,30-213,1994.0,22.5,1255,1155,99,41,3,4,46,34,11,2,0,0,1083,1,27
2320,Caio Henrique Oliveira Silva,BRA,DF,Monaco,fr  Ligue 1,27-223,1997.0,12.9,862,692,167,34,4,2,87,102,31,15,11,0,657,3,15
2321,Fábio Silva,POR,FW,Las Palmas,es  La Liga,22-235,2002.0,15.9,342,305,37,1,2,2,14,5,0,0,0,0,221,0,19
2322,Jota Silva,POR,"FW,MF",Nott'ham Forest,eng  Premier League,25-222,1999.0,7.9,164,161,1,0,1,1,19,0,1,0,0,0,99,2,12
2323,Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,eng  Premier League,18-312,2006.0,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0
2324,Rui Silva,POR,GK,Betis,es  La Liga,31-032,1994.0,15.0,524,404,118,42,0,0,0,0,0,0,0,0,412,2,0
2325,Marco Silvestri,ITA,GK,Empoli,it  Serie A,34-009,1991.0,4.0,114,93,21,8,0,0,0,0,0,0,0,0,72,0,0
2326,Abdallah Sima,SEN,"FW,MF",Brest,fr  Ligue 1,23-267,2001.0,10.0,253,248,5,2,0,1,14,3,0,0,0,0,176,0,12
2327,Mohamed Simakan,FRA,DF,RB Leipzig,de  Bundesliga,24-312,2000.0,0.6,50,44,6,0,0,0,1,6,0,0,0,0,42,0,1
2328,Giovanni Simeone,ARG,FW,Napoli,it  Serie A,29-249,1995.0,4.0,95,93,2,0,1,1,3,0,0,0,0,0,66,0,6
2329,Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,es  La Liga,22-083,2002.0,13.4,512,487,24,0,2,0,30,23,1,0,0,0,391,1,26
2330,Moses Simon,NGA,"FW,MF",Nantes,fr  Ligue 1,29-242,1995.0,20.3,605,504,101,21,4,1,164,18,56,29,22,0,381,0,39
2331,Unai Simón,ESP,GK,Athletic Club,es  La Liga,27-273,1997.0,10.0,287,214,72,23,0,0,0,0,0,0,0,0,207,1,0
2332,Xavi Simons,NED,MF,RB Leipzig,de  Bundesliga,21-324,2003.0,16.2,830,736,89,31,18,1,57,7,36,11,15,0,658,5,18
2333,Jahmai Simpson-Pusey,ENG,DF,Manchester City,eng  Premier League,19-127,2005.0,1.1,115,110,5,3,0,0,0,1,0,0,0,0,107,0,0
2334,Danel Sinani,LUX,"FW,MF",St. Pauli,de  Bundesliga,27-340,1997.0,5.7,223,198,24,3,3,2,18,4,13,6,4,0,160,1,3
2335,Lassine Sinayoko,MLI,"FW,MF",Auxerre,fr  Ligue 1,25-093,1999.0,18.0,475,448,24,2,2,0,20,1,1,0,0,0,358,3,19
2336,Wilfried Singo,CIV,DF,Monaco,fr  Ligue 1,24-076,2000.0,14.3,919,851,62,41,0,8,9,21,0,0,0,0,784,6,5
2337,Luis Sinisterra,COL,"FW,MF",Bournemouth,eng  Premier League,25-267,1999.0,2.4,84,83,0,0,0,1,5,0,0,0,0,0,65,1,4
2338,Daley Sinkgraven,NED,DF,Las Palmas,es  La Liga,29-250,1995.0,1.0,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1
2339,Tobias Sippel,GER,GK,Gladbach,de  Bundesliga,36-354,1988.0,0.7,34,20,14,2,0,0,0,0,0,0,0,0,20,0,0
2340,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,es  La Liga,29-185,1995.0,6.0,418,410,8,6,0,2,1,1,0,0,0,0,376,0,5
2341,Ayanda Sishuba,BEL,FW,Rennes,fr  Ligue 1,20-037,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,Ibrahim Sissoko,MLI,FW,Saint-Étienne,fr  Ligue 1,29-104,1995.0,9.0,167,145,21,0,1,2,3,0,0,0,0,0,110,1,7
2343,Ibrahima Sissoko,MLI,MF,Bochum,de  Bundesliga,27-135,1997.0,21.8,754,743,10,3,2,3,15,3,0,0,0,0,568,1,18
2344,Niama Sissoko,MLI,"FW,MF",Reims,fr  Ligue 1,19-085,2005.0,0.5,11,9,2,0,0,0,0,0,0,0,0,0,7,0,1
2345,Antonio Sivera,ESP,GK,Alavés,es  La Liga,28-212,1996.0,22.2,701,438,261,111,0,0,0,0,0,0,0,0,412,2,1
2346,Tim Skarke,GER,"FW,MF",Union Berlin,de  Bundesliga,28-185,1996.0,9.8,272,265,6,0,0,2,24,2,0,0,0,0,192,1,14
2347,Ellyes Skhiri,TUN,MF,Eint Frankfurt,de  Bundesliga,29-305,1995.0,17.1,895,875,19,19,1,0,2,0,0,0,0,0,786,1,15
2348,Oliver Skipp,ENG,MF,Leicester City,eng  Premier League,24-176,2000.0,8.7,354,349,4,3,2,0,3,1,0,0,0,0,299,1,9
