Rank,Player,Value
1.0,Marcus Thuram  •  Inter,15
2.0,Rafael Leão  •  Milan,14
,Nicolò Barella  •  Inter,14
4.0,Marten de Roon  •  Atalanta,13
,Ademola Lookman  •  Atalanta,13
6.0,Robin Gosens  •  Fiorentina,12
,Romelu Lukaku  •  Napoli,12
,Henrikh Mkhitaryan  •  Inter,12
9.0,Nuno Tavares  •  Lazio,11
,Hakan Çalhanoğlu  •  Inter,11
,Theo Hernández  •  Milan,11
,Valentín Castellanos  •  Lazio,11
,Juan Miranda  •  Bologna,11
,Santiago Castro  •  Bologna,11
