Rank,Player,Value
1.0,Nicolás Paz  •  Como,58
2.0,Rafael Leão  •  Milan,54
3.0,Kenan Yıldız  •  Juventus,53
4.0,Gaetano Oristanio  •  Venezia,50
5.0,Nuno Tavares  •  Lazio,44
6.0,Dodô  •  Fiorentina,42
7.0,Florian Thauvin  •  Udinese,39
,Moise Kean  •  Fiorentina,39
,Mattia Zaccagni  •  Lazio,39
10.0,Charles De Ketelaere  •  Atalanta,38
,Gustav Isaksen  •  Lazio,38
