Rank,Player,Value
1.0,Enrico Del Prato  •  Parma,54
,Johan Vásquez  •  Genoa,54
3.0,Morten Frendrup  •  Genoa,52
4.0,Yerry Mina  •  Cagliari,51
5.0,Jay Idzes  •  Venezia,46
6.0,Manuel Locatelli  •  Juventus,44
,Saúl Coco  •  Torino,44
8.0,Nicolás Paz  •  Como,41
,Luca Ranieri  •  Fiorentina,41
10.0,Diego Coppola  •  Hellas Verona,40
