Rank,Player,Value
1.0,Reda Belahyane  •  2 squads,81.8
2.0,Alessio Romagnoli  •  Lazio,78.3
,Pierre Kalulu  •  Juventus,78.3
,Antoine Makoumbou  •  Cagliari,78.3
5.0,Yerry Mina  •  Cagliari,77.8
6.0,Alessandro Buongiorno  •  Napoli,77.4
7.0,Enrico Del Prato  •  Parma,76.2
8.0,Tommaso Pobega  •  Bologna,75.0
,Federico Baschirotto  •  Lecce,75.0
,Pietro Comuzzo  •  Fiorentina,75.0
