Rank,Player,Value
1.0,Valentín Castellanos  •  Lazio,1.47
2.0,Moise Kean  •  Fiorentina,1.46
3.0,Nicolás Paz  •  Como,1.42
,Ademola Lookman  •  Atalanta,1.42
5.0,Riccardo Orsolini  •  Bologna,1.38
6.0,Mateo Retegui  •  Atalanta,1.35
7.0,Benjamín Domínguez  •  Bologna,1.29
8.0,Lautaro Martínez  •  Inter,1.24
9.0,Khvicha Kvaratskhelia  •  Napoli,1.22
10.0,Dušan Vlahović  •  Juventus,1.21
