Rank,Player,Value
1.0,Mateo Retegui  •  Atalanta,26
2.0,Moise Kean  •  Fiorentina,20
3.0,Romelu Lukaku  •  Napoli,19
4.0,Marcus Thuram  •  Inter,18
,Ademola Lookman  •  Atalanta,18
6.0,Christian Pulisic  •  Milan,16
7.0,Mattia Zaccagni  •  Lazio,14
,Riccardo Orsolini  •  Bologna,14
,Lautaro Martínez  •  Inter,14
10.0,Rafael Leão  •  Milan,13
,Nikola Krstović  •  Lecce,13
,Artem Dovbyk  •  Roma,13
