Rank,Player,Value
1.0,Nicolò Barella  •  Inter,16
2.0,Charles De Ketelaere  •  Atalanta,14
3.0,Christian Pulisic  •  Milan,13
4.0,Tijjani Reijnders  •  Milan,11
5.0,Nicolás Paz  •  Como,9
,Lautaro Martínez  •  Inter,9
7.0,Rafael Leão  •  Milan,8
,Simon Sohm  •  Parma,8
,Mattia Zaccagni  •  Lazio,8
10.0,Youssouf Fofana  •  Milan,7
,Scott McTominay  •  Napoli,7
,Valentín Castellanos  •  Lazio,7
,Khvicha Kvaratskhelia  •  Napoli,7
